"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"769","Brazil","São Paulo","São José dos Campos","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_sao jose campos_area protecao ambiental bacia paraiba sul","brazil_sao paulo_sao jose campos_apa bacia paraiba sul",-23.0383294650757,-45.9492025407056,"locality","cnuc_ibge"
"155","Brazil","São Paulo","São José dos Campos","APA DA SERRA DO PALMITAL","brazil_sao paulo_sao jose campos_apa serra palmital","brazil_sao paulo_sao jose campos_apa serra palmital",-23.0529441144038,-45.8328917774718,"locality","cnuc_ibge"
"892","Brazil","São Paulo","São José dos Campos","APA DA SERRA DO PALMITAL","brazil_sao paulo_sao jose campos_area protecao ambiental serra palmital","brazil_sao paulo_sao jose campos_apa serra palmital",-23.0529441144038,-45.8328917774718,"locality","cnuc_ibge"
"428","Brazil","São Paulo","São José dos Campos","APA DO BANHADO","brazil_sao paulo_sao jose campos_apa banhado","brazil_sao paulo_sao jose campos_apa banhado",-23.2028467461117,-45.9413669409599,"locality","cnuc_ibge"
"1165","Brazil","São Paulo","São José dos Campos","APA DO BANHADO","brazil_sao paulo_sao jose campos_area protecao ambiental banhado","brazil_sao paulo_sao jose campos_apa banhado",-23.2028467461117,-45.9413669409599,"locality","cnuc_ibge"
"495","Brazil","São Paulo","São José dos Campos","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_sao jose campos_apa piracicaba juqueri mirim area ii","brazil_sao paulo_sao jose campos_apa piracicaba juqueri mirim area ii",-22.9465955345971,-46.0550416859911,"locality","cnuc_ibge"
"1232","Brazil","São Paulo","São José dos Campos","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_sao jose campos_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_sao jose campos_apa piracicaba juqueri mirim area ii",-22.9465955345971,-46.0550416859911,"locality","cnuc_ibge"
"452","Brazil","São Paulo","São José dos Campos","APA SÃO FRANCISCO XAVIER","brazil_sao paulo_sao jose campos_apa sao francisco xavier","brazil_sao paulo_sao jose campos_apa sao francisco xavier",-22.8873580738686,-45.9475671892991,"locality","cnuc_ibge"
"1189","Brazil","São Paulo","São José dos Campos","APA SÃO FRANCISCO XAVIER","brazil_sao paulo_sao jose campos_area protecao ambiental sao francisco xavier","brazil_sao paulo_sao jose campos_apa sao francisco xavier",-22.8873580738686,-45.9475671892991,"locality","cnuc_ibge"
"573","Brazil","São Paulo","São José dos Campos","APA SISTEMA CANTAREIRA","brazil_sao paulo_sao jose campos_apa sistema cantareira","brazil_sao paulo_sao jose campos_apa sistema cantareira",-22.9465955303759,-46.0550416868508,"locality","cnuc_ibge"
"1310","Brazil","São Paulo","São José dos Campos","APA SISTEMA CANTAREIRA","brazil_sao paulo_sao jose campos_area protecao ambiental sistema cantareira","brazil_sao paulo_sao jose campos_apa sistema cantareira",-22.9465955303759,-46.0550416868508,"locality","cnuc_ibge"
"125","Brazil","São Paulo","São José dos Campos","PNM AUGUSTO RUSCHI","brazil_sao paulo_sao jose campos_pnm augusto ruschi","brazil_sao paulo_sao jose campos_pnm augusto ruschi",-23.0669398658259,-45.9364220809573,"locality","cnuc_ibge"
"862","Brazil","São Paulo","São José dos Campos","PNM AUGUSTO RUSCHI","brazil_sao paulo_sao jose campos_parque natural municipal augusto ruschi","brazil_sao paulo_sao jose campos_pnm augusto ruschi",-23.0669398658259,-45.9364220809573,"locality","cnuc_ibge"
"152","Brazil","São Paulo","São José dos Campos","PNM DO BANHADO","brazil_sao paulo_sao jose campos_pnm banhado","brazil_sao paulo_sao jose campos_pnm banhado",-23.1763847076008,-45.8970359342505,"locality","cnuc_ibge"
"889","Brazil","São Paulo","São José dos Campos","PNM DO BANHADO","brazil_sao paulo_sao jose campos_parque natural municipal banhado","brazil_sao paulo_sao jose campos_pnm banhado",-23.1763847076008,-45.8970359342505,"locality","cnuc_ibge"
"312","Brazil","São Paulo","São José dos Campos","PNM DO CERRADO","brazil_sao paulo_sao jose campos_pnm cerrado","brazil_sao paulo_sao jose campos_pnm cerrado",-23.2717386450953,-45.8810606354688,"locality","cnuc_ibge"
"1049","Brazil","São Paulo","São José dos Campos","PNM DO CERRADO","brazil_sao paulo_sao jose campos_parque natural municipal cerrado","brazil_sao paulo_sao jose campos_pnm cerrado",-23.2717386450953,-45.8810606354688,"locality","cnuc_ibge"
"159","Brazil","São Paulo","São José dos Campos","REVIS DA MATA DA REPRESA","brazil_sao paulo_sao jose campos_revis mata represa","brazil_sao paulo_sao jose campos_revis mata represa",-23.0427854821273,-45.8408142889689,"locality","cnuc_ibge"
"896","Brazil","São Paulo","São José dos Campos","REVIS DA MATA DA REPRESA","brazil_sao paulo_sao jose campos_refugio vida silvestre mata represa","brazil_sao paulo_sao jose campos_revis mata represa",-23.0427854821273,-45.8408142889689,"locality","cnuc_ibge"
"258","Brazil","São Paulo","São José dos Campos","RPPN FAZENDA SAN MICHELE","brazil_sao paulo_sao jose campos_rppn fazenda san michele","brazil_sao paulo_sao jose campos_rppn fazenda san michele",-23.086886699027,-46.1027878074511,"locality","cnuc_ibge"
"995","Brazil","São Paulo","São José dos Campos","RPPN FAZENDA SAN MICHELE","brazil_sao paulo_sao jose campos_reserva particular patrimonio natural fazenda san michele","brazil_sao paulo_sao jose campos_rppn fazenda san michele",-23.086886699027,-46.1027878074511,"locality","cnuc_ibge"
"178","Brazil","São Paulo","São José dos Campos","RPPN RESERVA DOS MURIQUIS","brazil_sao paulo_sao jose campos_rppn reserva muriquis","brazil_sao paulo_sao jose campos_rppn reserva muriquis",-22.9035497308637,-45.9527248229783,"locality","cnuc_ibge"
"915","Brazil","São Paulo","São José dos Campos","RPPN RESERVA DOS MURIQUIS","brazil_sao paulo_sao jose campos_reserva particular patrimonio natural reserva muriquis","brazil_sao paulo_sao jose campos_rppn reserva muriquis",-22.9035497308637,-45.9527248229783,"locality","cnuc_ibge"
"33","Brazil","São Paulo","São Luiz do Paraitinga","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_sao luiz paraitinga_apa bacia paraiba sul","brazil_sao paulo_sao luiz paraitinga_apa bacia paraiba sul",-23.1091133747837,-45.3392526224835,"locality","cnuc_ibge"
"770","Brazil","São Paulo","São Luiz do Paraitinga","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_sao luiz paraitinga_area protecao ambiental bacia paraiba sul","brazil_sao paulo_sao luiz paraitinga_apa bacia paraiba sul",-23.1091133747837,-45.3392526224835,"locality","cnuc_ibge"
"663","Brazil","São Paulo","São Luiz do Paraitinga","PE DA SERRA DO MAR","brazil_sao paulo_sao luiz paraitinga_pe serra mar","brazil_sao paulo_sao luiz paraitinga_pe serra mar",-23.3222494154576,-45.1306154426938,"locality","cnuc_ibge"
"1400","Brazil","São Paulo","São Luiz do Paraitinga","PE DA SERRA DO MAR","brazil_sao paulo_sao luiz paraitinga_parque estadual serra mar","brazil_sao paulo_sao luiz paraitinga_pe serra mar",-23.3222494154576,-45.1306154426938,"locality","cnuc_ibge"
"267","Brazil","São Paulo","São Luiz do Paraitinga","RPPN ÁGUAS CLARAS","brazil_sao paulo_sao luiz paraitinga_rppn aguas claras","brazil_sao paulo_sao luiz paraitinga_rppn aguas claras",-23.3123550868853,-45.2280534637472,"locality","cnuc_ibge"
"1004","Brazil","São Paulo","São Luiz do Paraitinga","RPPN ÁGUAS CLARAS","brazil_sao paulo_sao luiz paraitinga_reserva particular patrimonio natural aguas claras","brazil_sao paulo_sao luiz paraitinga_rppn aguas claras",-23.3123550868853,-45.2280534637472,"locality","cnuc_ibge"
"175","Brazil","São Paulo","São Luiz do Paraitinga","RPPN GUAINUMBI","brazil_sao paulo_sao luiz paraitinga_rppn guainumbi","brazil_sao paulo_sao luiz paraitinga_rppn guainumbi",-23.3149452387057,-45.1624668876709,"locality","cnuc_ibge"
"912","Brazil","São Paulo","São Luiz do Paraitinga","RPPN GUAINUMBI","brazil_sao paulo_sao luiz paraitinga_reserva particular patrimonio natural guainumbi","brazil_sao paulo_sao luiz paraitinga_rppn guainumbi",-23.3149452387057,-45.1624668876709,"locality","cnuc_ibge"
"243","Brazil","São Paulo","São Luiz do Paraitinga","RPPN SÍTIO PRIMAVERA","brazil_sao paulo_sao luiz paraitinga_rppn sitio primavera","brazil_sao paulo_sao luiz paraitinga_rppn sitio primavera",-23.3216244703931,-45.1507451227588,"locality","cnuc_ibge"
"980","Brazil","São Paulo","São Luiz do Paraitinga","RPPN SÍTIO PRIMAVERA","brazil_sao paulo_sao luiz paraitinga_reserva particular patrimonio natural sitio primavera","brazil_sao paulo_sao luiz paraitinga_rppn sitio primavera",-23.3216244703931,-45.1507451227588,"locality","cnuc_ibge"
"395","Brazil","São Paulo","São Manuel","APA CUESTA CORUMBATAÍ","brazil_sao paulo_sao manuel_apa cuesta corumbatai","brazil_sao paulo_sao manuel_apa cuesta corumbatai",-22.5771044155017,-48.4224364628287,"locality","cnuc_ibge"
"1132","Brazil","São Paulo","São Manuel","APA CUESTA CORUMBATAÍ","brazil_sao paulo_sao manuel_area protecao ambiental cuesta corumbatai","brazil_sao paulo_sao manuel_apa cuesta corumbatai",-22.5771044155017,-48.4224364628287,"locality","cnuc_ibge"
"407","Brazil","São Paulo","São Manuel","APA CUESTA GUARANI","brazil_sao paulo_sao manuel_apa cuesta guarani","brazil_sao paulo_sao manuel_apa cuesta guarani",-22.7817429848502,-48.5136927361345,"locality","cnuc_ibge"
"1144","Brazil","São Paulo","São Manuel","APA CUESTA GUARANI","brazil_sao paulo_sao manuel_area protecao ambiental cuesta guarani","brazil_sao paulo_sao manuel_apa cuesta guarani",-22.7817429848502,-48.5136927361345,"locality","cnuc_ibge"
"543","Brazil","São Paulo","São Miguel Arcanjo","APA SERRA DO MAR","brazil_sao paulo_sao miguel arcanjo_apa serra mar","brazil_sao paulo_sao miguel arcanjo_apa serra mar",-24.0249910213179,-47.8659772466639,"locality","cnuc_ibge"
"1280","Brazil","São Paulo","São Miguel Arcanjo","APA SERRA DO MAR","brazil_sao paulo_sao miguel arcanjo_area protecao ambiental serra mar","brazil_sao paulo_sao miguel arcanjo_apa serra mar",-24.0249910213179,-47.8659772466639,"locality","cnuc_ibge"
"55","Brazil","São Paulo","São Miguel Arcanjo","PE CARLOS BOTELHO","brazil_sao paulo_sao miguel arcanjo_pe carlos botelho","brazil_sao paulo_sao miguel arcanjo_pe carlos botelho",-24.0656755632988,-47.9380674776878,"locality","cnuc_ibge"
"792","Brazil","São Paulo","São Miguel Arcanjo","PE CARLOS BOTELHO","brazil_sao paulo_sao miguel arcanjo_parque estadual carlos botelho","brazil_sao paulo_sao miguel arcanjo_pe carlos botelho",-24.0656755632988,-47.9380674776878,"locality","cnuc_ibge"
"173","Brazil","São Paulo","São Miguel Arcanjo","RPPN TRÁPAGA","brazil_sao paulo_sao miguel arcanjo_rppn trapaga","brazil_sao paulo_sao miguel arcanjo_rppn trapaga",-24.0518906643061,-47.978401348957,"locality","cnuc_ibge"
"910","Brazil","São Paulo","São Miguel Arcanjo","RPPN TRÁPAGA","brazil_sao paulo_sao miguel arcanjo_reserva particular patrimonio natural trapaga","brazil_sao paulo_sao miguel arcanjo_rppn trapaga",-24.0518906643061,-47.978401348957,"locality","cnuc_ibge"
"92","Brazil","São Paulo","São Paulo","APA BORORÉ-COLÔNIA","brazil_sao paulo_sao paulo_apa borore colonia","brazil_sao paulo_sao paulo_apa borore colonia",-23.8099750171751,-46.6773280779185,"locality","cnuc_ibge"
"829","Brazil","São Paulo","São Paulo","APA BORORÉ-COLÔNIA","brazil_sao paulo_sao paulo_area protecao ambiental borore colonia","brazil_sao paulo_sao paulo_apa borore colonia",-23.8099750171751,-46.6773280779185,"locality","cnuc_ibge"
"379","Brazil","São Paulo","São Paulo","APA CAJAMAR","brazil_sao paulo_sao paulo_apa cajamar","brazil_sao paulo_sao paulo_apa cajamar",-23.4099619754464,-46.8225748080737,"locality","cnuc_ibge"
"1116","Brazil","São Paulo","São Paulo","APA CAJAMAR","brazil_sao paulo_sao paulo_area protecao ambiental cajamar","brazil_sao paulo_sao paulo_apa cajamar",-23.4099619754464,-46.8225748080737,"locality","cnuc_ibge"
"717","Brazil","São Paulo","São Paulo","APA DO CABUÇU TANQUE GRANDE","brazil_sao paulo_sao paulo_apa cabucu tanque grande","brazil_sao paulo_sao paulo_apa cabucu tanque grande",-23.4002485071123,-46.5562997167249,"locality","cnuc_ibge"
"1454","Brazil","São Paulo","São Paulo","APA DO CABUÇU TANQUE GRANDE","brazil_sao paulo_sao paulo_area protecao ambiental cabucu tanque grande","brazil_sao paulo_sao paulo_apa cabucu tanque grande",-23.4002485071123,-46.5562997167249,"locality","cnuc_ibge"
"728","Brazil","São Paulo","São Paulo","APA MATA DO IGUATEMÍ","brazil_sao paulo_sao paulo_apa mata iguatemi","brazil_sao paulo_sao paulo_apa mata iguatemi",-23.5735544042815,-46.4190800670259,"locality","cnuc_ibge"
"1465","Brazil","São Paulo","São Paulo","APA MATA DO IGUATEMÍ","brazil_sao paulo_sao paulo_area protecao ambiental mata iguatemi","brazil_sao paulo_sao paulo_apa mata iguatemi",-23.5735544042815,-46.4190800670259,"locality","cnuc_ibge"
"89","Brazil","São Paulo","São Paulo","APA MUNICIPAL DO CAPIVARI-MONOS","brazil_sao paulo_sao paulo_apa municipal capivari monos","brazil_sao paulo_sao paulo_apa municipal capivari monos",-23.9239053758553,-46.6975285299542,"locality","cnuc_ibge"
"826","Brazil","São Paulo","São Paulo","APA MUNICIPAL DO CAPIVARI-MONOS","brazil_sao paulo_sao paulo_area protecao ambiental municipal capivari monos","brazil_sao paulo_sao paulo_apa municipal capivari monos",-23.9239053758553,-46.6975285299542,"locality","cnuc_ibge"
"465","Brazil","São Paulo","São Paulo","APA PARQUE E FAZENDA DO CARMO","brazil_sao paulo_sao paulo_apa parque e fazenda carmo","brazil_sao paulo_sao paulo_apa parque e fazenda carmo",-23.5832903241191,-46.4646554125437,"locality","cnuc_ibge"
"1202","Brazil","São Paulo","São Paulo","APA PARQUE E FAZENDA DO CARMO","brazil_sao paulo_sao paulo_area protecao ambiental parque e fazenda carmo","brazil_sao paulo_sao paulo_apa parque e fazenda carmo",-23.5832903241191,-46.4646554125437,"locality","cnuc_ibge"
"574","Brazil","São Paulo","São Paulo","APA SISTEMA CANTAREIRA","brazil_sao paulo_sao paulo_apa sistema cantareira","brazil_sao paulo_sao paulo_apa sistema cantareira",-23.3829217759229,-46.5789630058992,"locality","cnuc_ibge"
"1311","Brazil","São Paulo","São Paulo","APA SISTEMA CANTAREIRA","brazil_sao paulo_sao paulo_area protecao ambiental sistema cantareira","brazil_sao paulo_sao paulo_apa sistema cantareira",-23.3829217759229,-46.5789630058992,"locality","cnuc_ibge"
"597","Brazil","São Paulo","São Paulo","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_sao paulo_apa varzea rio tiete","brazil_sao paulo_sao paulo_apa varzea rio tiete",-23.4853363765695,-46.4721812662503,"locality","cnuc_ibge"
"1334","Brazil","São Paulo","São Paulo","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_sao paulo_area protecao ambiental varzea rio tiete","brazil_sao paulo_sao paulo_apa varzea rio tiete",-23.4853363765695,-46.4721812662503,"locality","cnuc_ibge"
"126","Brazil","São Paulo","São Paulo","PE ALBERTO LÖFGREN","brazil_sao paulo_sao paulo_pe alberto lofgren","brazil_sao paulo_sao paulo_pe alberto lofgren",-23.4622465708474,-46.6394835761405,"locality","cnuc_ibge"
"863","Brazil","São Paulo","São Paulo","PE ALBERTO LÖFGREN","brazil_sao paulo_sao paulo_parque estadual alberto lofgren","brazil_sao paulo_sao paulo_pe alberto lofgren",-23.4622465708474,-46.6394835761405,"locality","cnuc_ibge"
"53","Brazil","São Paulo","São Paulo","PE DA CANTAREIRA","brazil_sao paulo_sao paulo_pe cantareira","brazil_sao paulo_sao paulo_pe cantareira",-23.4116884423626,-46.6159906591043,"locality","cnuc_ibge"
"790","Brazil","São Paulo","São Paulo","PE DA CANTAREIRA","brazil_sao paulo_sao paulo_parque estadual cantareira","brazil_sao paulo_sao paulo_pe cantareira",-23.4116884423626,-46.6159906591043,"locality","cnuc_ibge"
"664","Brazil","São Paulo","São Paulo","PE DA SERRA DO MAR","brazil_sao paulo_sao paulo_pe serra mar","brazil_sao paulo_sao paulo_parque estadual serra mar",-23.9683060890486,-46.6775940423124,"locality","cnuc_ibge"
"1401","Brazil","São Paulo","São Paulo","PE DA SERRA DO MAR","brazil_sao paulo_sao paulo_parque estadual serra mar","brazil_sao paulo_sao paulo_parque estadual serra mar",-23.9683060890486,-46.6775940423124,"locality","cnuc_ibge"
"673","Brazil","São Paulo","São Paulo","PE DAS FONTES DO IPIRANGA","brazil_sao paulo_sao paulo_pe fontes ipiranga","brazil_sao paulo_sao paulo_pe fontes ipiranga (antigo parque estado sao paulo)",-23.6508532577961,-46.6234785969066,"locality","cnuc_ibge"
"1410","Brazil","São Paulo","São Paulo","PE DAS FONTES DO IPIRANGA","brazil_sao paulo_sao paulo_parque estadual fontes ipiranga","brazil_sao paulo_sao paulo_pe fontes ipiranga (antigo parque estado sao paulo)",-23.6508532577961,-46.6234785969066,"locality","cnuc_ibge"
"60","Brazil","São Paulo","São Paulo","PE DO JARAGUÁ","brazil_sao paulo_sao paulo_pe jaragua","brazil_sao paulo_sao paulo_parque estadual jaragua",-23.4631050931196,-46.7657929393445,"locality","cnuc_ibge"
"797","Brazil","São Paulo","São Paulo","PE DO JARAGUÁ","brazil_sao paulo_sao paulo_parque estadual jaragua","brazil_sao paulo_sao paulo_parque estadual jaragua",-23.4631050931196,-46.7657929393445,"locality","cnuc_ibge"
"684","Brazil","São Paulo","São Paulo","PNM BORORÉ","brazil_sao paulo_sao paulo_pnm borore","brazil_sao paulo_sao paulo_pnm borore",-23.7977034870569,-46.6527785102096,"locality","cnuc_ibge"
"1421","Brazil","São Paulo","São Paulo","PNM BORORÉ","brazil_sao paulo_sao paulo_parque natural municipal borore","brazil_sao paulo_sao paulo_pnm borore",-23.7977034870569,-46.6527785102096,"locality","cnuc_ibge"
"681","Brazil","São Paulo","São Paulo","PNM CABECEIRAS DO ARICANDUVA","brazil_sao paulo_sao paulo_pnm cabeceiras aricanduva","brazil_sao paulo_sao paulo_pnm cabeceiras aricanduva",-23.6252230308117,-46.4093816801958,"locality","cnuc_ibge"
"1418","Brazil","São Paulo","São Paulo","PNM CABECEIRAS DO ARICANDUVA","brazil_sao paulo_sao paulo_parque natural municipal cabeceiras aricanduva","brazil_sao paulo_sao paulo_pnm cabeceiras aricanduva",-23.6252230308117,-46.4093816801958,"locality","cnuc_ibge"
"686","Brazil","São Paulo","São Paulo","PNM DA CRATERA DE COLÔNIA","brazil_sao paulo_sao paulo_pnm cratera colonia","brazil_sao paulo_sao paulo_pnm cratera colonia",-23.8785447118226,-46.707828583647,"locality","cnuc_ibge"
"1423","Brazil","São Paulo","São Paulo","PNM DA CRATERA DE COLÔNIA","brazil_sao paulo_sao paulo_parque natural municipal cratera colonia","brazil_sao paulo_sao paulo_pnm cratera colonia",-23.8785447118226,-46.707828583647,"locality","cnuc_ibge"
"685","Brazil","São Paulo","São Paulo","PNM FAZENDA DO CARMO","brazil_sao paulo_sao paulo_pnm fazenda carmo","brazil_sao paulo_sao paulo_pnm fazenda carmo",-23.5872906337666,-46.4659406991416,"locality","cnuc_ibge"
"1422","Brazil","São Paulo","São Paulo","PNM FAZENDA DO CARMO","brazil_sao paulo_sao paulo_parque natural municipal fazenda carmo","brazil_sao paulo_sao paulo_pnm fazenda carmo",-23.5872906337666,-46.4659406991416,"locality","cnuc_ibge"
"308","Brazil","São Paulo","São Paulo","PNM ITAIM","brazil_sao paulo_sao paulo_pnm itaim","brazil_sao paulo_sao paulo_pnm itaim",-23.805939996814,-46.7097818827518,"locality","cnuc_ibge"
"1045","Brazil","São Paulo","São Paulo","PNM ITAIM","brazil_sao paulo_sao paulo_parque natural municipal itaim","brazil_sao paulo_sao paulo_pnm itaim",-23.805939996814,-46.7097818827518,"locality","cnuc_ibge"
"309","Brazil","São Paulo","São Paulo","PNM JACEGUAVA","brazil_sao paulo_sao paulo_pnm jaceguava","brazil_sao paulo_sao paulo_pnm jaceguava",-23.7817044314328,-46.7682717976245,"locality","cnuc_ibge"
"1046","Brazil","São Paulo","São Paulo","PNM JACEGUAVA","brazil_sao paulo_sao paulo_parque natural municipal jaceguava","brazil_sao paulo_sao paulo_pnm jaceguava",-23.7817044314328,-46.7682717976245,"locality","cnuc_ibge"
"683","Brazil","São Paulo","São Paulo","PNM VARGINHA","brazil_sao paulo_sao paulo_pnm varginha","brazil_sao paulo_sao paulo_pnm varginha",-23.7998012123762,-46.6740748678627,"locality","cnuc_ibge"
"1420","Brazil","São Paulo","São Paulo","PNM VARGINHA","brazil_sao paulo_sao paulo_parque natural municipal varginha","brazil_sao paulo_sao paulo_pnm varginha",-23.7998012123762,-46.6740748678627,"locality","cnuc_ibge"
"124","Brazil","São Paulo","São Paulo","RESERVA PARTICULAR DO PATRIMONIO NATURAL MUTINGA","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mutinga","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mutinga",-23.499354409757,-46.7521305443363,"locality","cnuc_ibge"
"861","Brazil","São Paulo","São Paulo","RESERVA PARTICULAR DO PATRIMONIO NATURAL MUTINGA","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mutinga","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mutinga",-23.499354409757,-46.7521305443363,"locality","cnuc_ibge"
"682","Brazil","São Paulo","São Paulo","REVIS ANHANGUERA","brazil_sao paulo_sao paulo_revis anhanguera","brazil_sao paulo_sao paulo_revis anhanguera",-23.4101905821263,-46.7937317000937,"locality","cnuc_ibge"
"1419","Brazil","São Paulo","São Paulo","REVIS ANHANGUERA","brazil_sao paulo_sao paulo_refugio vida silvestre anhanguera","brazil_sao paulo_sao paulo_revis anhanguera",-23.4101905821263,-46.7937317000937,"locality","cnuc_ibge"
"304","Brazil","São Paulo","São Paulo","RPPN MATA VIRGEM","brazil_sao paulo_sao paulo_rppn mata virgem","brazil_sao paulo_sao paulo_rppn mata virgem",-23.8865699420845,-46.7393856814332,"locality","cnuc_ibge"
"1041","Brazil","São Paulo","São Paulo","RPPN MATA VIRGEM","brazil_sao paulo_sao paulo_reserva particular patrimonio natural mata virgem","brazil_sao paulo_sao paulo_rppn mata virgem",-23.8865699420845,-46.7393856814332,"locality","cnuc_ibge"
"259","Brazil","São Paulo","São Paulo","RPPN SÍTIO CURUCUTU","brazil_sao paulo_sao paulo_rppn sitio curucutu","brazil_sao paulo_sao paulo_rppn sitio curucutu",-23.8905541132292,-46.6211512475116,"locality","cnuc_ibge"
"996","Brazil","São Paulo","São Paulo","RPPN SÍTIO CURUCUTU","brazil_sao paulo_sao paulo_reserva particular patrimonio natural sitio curucutu","brazil_sao paulo_sao paulo_rppn sitio curucutu",-23.8905541132292,-46.6211512475116,"locality","cnuc_ibge"
"396","Brazil","São Paulo","São Pedro","APA CUESTA CORUMBATAÍ","brazil_sao paulo_sao pedro_apa cuesta corumbatai","brazil_sao paulo_sao pedro_apa cuesta corumbatai",-22.5333139729089,-47.9471011692197,"locality","cnuc_ibge"
"1133","Brazil","São Paulo","São Pedro","APA CUESTA CORUMBATAÍ","brazil_sao paulo_sao pedro_area protecao ambiental cuesta corumbatai","brazil_sao paulo_sao pedro_apa cuesta corumbatai",-22.5333139729089,-47.9471011692197,"locality","cnuc_ibge"
"734","Brazil","São Paulo","São Pedro","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_sao pedro_apa tanqua rio piracicaba","brazil_sao paulo_sao pedro_apa tanqua rio piracicaba",-22.6569397135431,-47.9747035816068,"locality","cnuc_ibge"
"1471","Brazil","São Paulo","São Pedro","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_sao pedro_area protecao ambiental tanqua rio piracicaba","brazil_sao paulo_sao pedro_apa tanqua rio piracicaba",-22.6569397135431,-47.9747035816068,"locality","cnuc_ibge"
"602","Brazil","São Paulo","São Pedro","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","brazil_sao paulo_sao pedro_area protecao ambiental barreiro rico","brazil_sao paulo_sao pedro_area protecao ambiental barreiro rico",-22.647297114209,-47.9121467706632,"locality","cnuc_ibge"
"1339","Brazil","São Paulo","São Pedro","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","brazil_sao paulo_sao pedro_area protecao ambiental barreiro rico","brazil_sao paulo_sao pedro_area protecao ambiental barreiro rico",-22.647297114209,-47.9121467706632,"locality","cnuc_ibge"
"446","Brazil","São Paulo","São Roque","APA ITUPARARANGA","brazil_sao paulo_sao roque_apa itupararanga","brazil_sao paulo_sao roque_apa itupararanga",-23.6097395738183,-47.1143200708522,"locality","cnuc_ibge"
"1183","Brazil","São Paulo","São Roque","APA ITUPARARANGA","brazil_sao paulo_sao roque_area protecao ambiental itupararanga","brazil_sao paulo_sao roque_apa itupararanga",-23.6097395738183,-47.1143200708522,"locality","cnuc_ibge"
"183","Brazil","São Paulo","São Roque","PNM DE SÃO ROQUE","brazil_sao paulo_sao roque_pnm sao roque","brazil_sao paulo_sao roque_pnm sao roque",-23.5293995649724,-47.1074521213442,"locality","cnuc_ibge"
"920","Brazil","São Paulo","São Roque","PNM DE SÃO ROQUE","brazil_sao paulo_sao roque_parque natural municipal sao roque","brazil_sao paulo_sao roque_pnm sao roque",-23.5293995649724,-47.1074521213442,"locality","cnuc_ibge"
"172","Brazil","São Paulo","São Sebastião","APA BALEIA SAHY","brazil_sao paulo_sao sebastiao_apa baleia sahy","brazil_sao paulo_sao sebastiao_apa baleia sahy",-23.7609136232219,-45.6703001446363,"locality","cnuc_ibge"
"909","Brazil","São Paulo","São Sebastião","APA BALEIA SAHY","brazil_sao paulo_sao sebastiao_area protecao ambiental baleia sahy","brazil_sao paulo_sao sebastiao_apa baleia sahy",-23.7609136232219,-45.6703001446363,"locality","cnuc_ibge"
"642","Brazil","São Paulo","São Sebastião","APA MARINHA DO LITORAL CENTRO","brazil_sao paulo_sao sebastiao_apa marinha litoral centro","brazil_sao paulo_sao sebastiao_apa marinha litoral centro",-23.7601960317432,-45.8142154261622,"locality","cnuc_ibge"
"1379","Brazil","São Paulo","São Sebastião","APA MARINHA DO LITORAL CENTRO","brazil_sao paulo_sao sebastiao_apa marinha litoral centro","brazil_sao paulo_sao sebastiao_apa marinha litoral centro",-23.7601960317432,-45.8142154261622,"locality","cnuc_ibge"
"670","Brazil","São Paulo","São Sebastião","APA MARINHA DO LITORAL NORTE","brazil_sao paulo_sao sebastiao_apa marinha litoral norte","brazil_sao paulo_sao sebastiao_apa marinha litoral norte",-23.8219782147408,-45.6730123994793,"locality","cnuc_ibge"
"1407","Brazil","São Paulo","São Sebastião","APA MARINHA DO LITORAL NORTE","brazil_sao paulo_sao sebastiao_area protecao ambiental marinha litoral norte","brazil_sao paulo_sao sebastiao_apa marinha litoral norte",-23.8219782147408,-45.6730123994793,"locality","cnuc_ibge"
"358","Brazil","São Paulo","São Sebastião","ARIE DE SÃO SEBASTIÃO","brazil_sao paulo_sao sebastiao_arie sao sebastiao","brazil_sao paulo_sao sebastiao_arie sao sebastiao",-23.8143332693016,-45.5281879634278,"locality","cnuc_ibge"
"1095","Brazil","São Paulo","São Sebastião","ARIE DE SÃO SEBASTIÃO","brazil_sao paulo_sao sebastiao_arie sao sebastiao","brazil_sao paulo_sao sebastiao_arie sao sebastiao",-23.8143332693016,-45.5281879634278,"locality","cnuc_ibge"
