"Código de barras","Num. Tombo","Coleção","Família","Gênero","Táxon","Coletor","Num. Coleta","Data Coleta","Categoria Tipus","Determinador","Data Determinação","Tipo Coleção","Pais","Estado/Provincia","Cidade","Localidade","Latitude","Longitude","Unidade Conservação","Origem","Status"
"RB00532160",,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia clausseniana (Nees) Profice","A.M. Amorim",7648,"22/7/2008",,,"s. d.",,"Brasil",,"Cariacica","Floresta Estacional Semidecidual. Reserva Biológica de Duas Bocas. Localidade de Alegre. Trilha do Pau-Oco.","-20,2913888888888891","-40,5194444444444457","Reserva Biológica de Duas Bocas","Nativa","EN"
"NY00709682","NA","NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia cf. comata (L.) Lam.","P. J. M. Maas;","P13138","19/5/1971",,"I. Azevedo","12/5/2020",,"Brazil",,,"Near Porongaba","-8,26861111111111136","-72,7438888888888897","Parque Nacional da Serra do Divisor","Nativa","NE"
"RB00036467",232219,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia cydoniifolia (Nees) Lindau","G. Martinelli",10792,"1/5/1985",,"I. Paglia","5/7/2019",,"Brasil",,"Resende","Picada Três Picos.",,,"Parque Nacional do Itatiaia","Nativa","LC"
"RB00035805",55573,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia cydoniifolia (Nees) Lindau","Schwacke",,"/7/1988",,"G.D. Colletta","2010-2-24",,,,,,,,"Parque Nacional do Caparaó","Nativa","LC"
"RB00035614","RB 290307","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia cydoniifolia (Nees) Lindau","C. Farney",2427,"//",,,,,,,,,,,"Parque Estadual da Costa do Sol","Nativa","LC"
"RB00529648",,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia cydoniifolia (Nees) Lindau","C.N. Fraga",2045,"6/5/2008",,"C. Kameyama","29/10/2008",,"Brasil",,"Cariacica","São Paulo Viana, beira da estrada. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas","-20,3000000000000007","-40,5333333333333314","Reserva Biológica de Duas Bocas","Nativa","LC"
"RB00475125",352701,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia cyrtantheriformis (Rizzini) Profice","S.J. Silva Neto",700,"14/5/1996",,"S.Profice",,,"Brasil",,"Itatiaia","Trilha para a cachoeira Poranga.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"P04052524",,"MNHN","ACANTHACEAE","Justicia","ACANTHACEAE Justicia dasyclados (Mart. ex Nees) Lindau","A. Glaziou",11350,"//",,,,,,,,,,,"Parque Estadual do Desengano","Nativa","NE"
"HSTM001570","HSTM 1570","HSTM","ACANTHACEAE","Justicia","ACANTHACEAE Justicia divergens (Nees) A.S.Reis, A.Gil & Kameyama","Nascimento, C.M.N.",182,"26/9/2004",,"Silva, F.A.","3/7/2018",,"Brasil",,"Belterra","Comunidade de São Domingos, Várzea da Floresta Nacional do Tapajós.","-2,9261111","-54,9411111","Floresta Nacional do Tapajós","Nativa","NE"
"FURB00395","FURB 13450","FURB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia floribunda (K.Koch) Wassh.","Verdi, M.;Gasper, A.L. de",2155,"22/5/2009",,"Sobral, M","7/2009",,"Brasil",,"Orleans","Rio Hipólito - Parque Nacional de São Joaquim.","-28,2602777777777767","-49,4994444444444426","Parque Nacional de São Joaquim","Nativa","NE"
"MBML034487",,"MBML","ACANTHACEAE","Justicia","ACANTHACEAE Justicia genuflexa Nees & Mart.","A.M. Amorim",7376,"6/5/2008",,"A.L.A. Côrtes/01-10-2009","s. d.",,"Brasil",,"Cariacica","Reserva Biológica Duas Bocas","-20,2783333333333324","-40,5405555555555566","Reserva Biológica de Duas Bocas","Nativa","VU"
"SAMES02786","SAMES 2786","SAMES","ACANTHACEAE","Justicia","ACANTHACEAE Justicia genuflexa Nees & Mart.","A.Q.Lobão",1473,"12/2/2009",,"Antar. G. M","19/1/2022",,"Brasil",,"Conceição da Barra","Reserva Biológica do Córrego Grande. Na beira da estrada. Floresta alta de tabuleiro.","-18,2625000","-39,8050000","Reserva Biológica do Córrego Grande","Nativa","VU"
"RB01348381","RB 741149","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia holochila (Rizzini) Profice","C. Baez",1243,"4/7/2017",,"C. Baez","s. d.",,"Brasil",,"Petrópolis","Rocio, Estrada do Imperador. Rebio Tinguá","-22,4927777777778","-43,2758333333333","Reserva Biológica do Tinguá","Nativa","NE"
"RB00533860",44222,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia itatiaiensis Profice","Lanstyack, L.",202,"/7/1938",,"C.T. Rizzini","20/8/1953",,"Brasil",,"Itatiaia","Lote Hikan.",,,"Parque Nacional do Itatiaia","Nativa","DD"
"RB00669464","RB 524263","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia laevilinguis (Nees) Lindau","Braga, M.",59,"10/5/2011",,,"5/2011",,"Brasil",,"Belterra","Flona do Tapajós: Itapuama.",,,"Floresta Nacional do Tapajós","Nativa","LC"
,52297,"HRCB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","J.A. Lombardi",7688,"//",,,,,,,,,,,"Parque Estadual de Porto Ferreira","Nativa","LC"
"RB00475140",330916,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia monticola (Nees) Profice","J.M.A. Braga",2777,"25/8/1995",,"S. Profice",,,"Brasil",,"Itatiaia","Encosta nas margens do rio Campo Belo, abaixo do Lago Azul.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"NY00671925",,"NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia obovata Wassh. & J.R.I.Wood","D. C. Daly;",6835,"2/6/1991",,,"s. d.",,"Brazil",,,"Seringal Porongaba, Colocaçào Sào José","-10,8500000000000014","-68,7999999999999972","Reserva Extrativista Chico Mendes","Nativa","NE"
"NY00709800","NA","NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia obovata Wassh. & J.R.I.Wood","P. J. M. Maas;","P13087","17/5/1971",,"I. Azevedo","12/5/2020",,"Brazil",,,"Near Porangaba, Rio Jurúa-Mirim.","-8,26861111111111136","-72,7438888888888897","Parque Nacional da Serra do Divisor","Nativa","NE"
"RB00585269","NA","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia aff. obovata Wassh. & J.R.I.Wood","P. Fiaschi;M. R. S. Melo,H. M. Oliveira, J. E. S. L. Cucker",3346,"22/8/2008",,"I. Azevedo","12/5/2020",,"Brasil",,"Mâncio Lima","PARNA Serra do Divisor. Trilha para a Cachoeira Formosa.","-7,44638888888888939","-73,6574999999999989","Parque Nacional da Serra do Divisor","Nativa","NE"
"RB00654859","NA","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia aff. oldemanii Wassh.","I. Brasil;R. Goldenberg,F.A. Obermuller,E.C. Oliveira,H.C. Lima,I. Rivero",345,"14/11/2007",,"F.A. Silva","24/4/2018",,"Brasil",,"Mâncio Lima","Base do Ibama pé da serra, igarapé do amor.","-7,44805555555555543","-73,6666666666666714","Parque Nacional da Serra do Divisor","Nativa","NE"
"RB00635828",,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia parabolica (Nees) Profice","L. Kollmann;R. L. Kollmann",7898,"9/7/2005",,"Profice",2011,,"Brasil",,"Castelo","Parque Estadual de Forno Grande.",,,"Parque Estadual do Forno Grande","Nativa","NE"
"RB00610195","RB 507635","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia parabolica (Ness) Profice","T. J. Cadorin;C. P. Lopes,B. Grosch, R. Zimmermann",2817,"24/6/2010",,"Profice","s. d.",,"Brasil",,"Florianópolis","Parque Municipal da Lagoa do Peri.","-27,7241666666666653","-48,5349999999999966","Monumento Natural Municipal da Lagoa do Peri","Nativa","NE"
"RB00452050","RB 342791","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia parahyba P.L.R.Moraes","C.Farney",3931,"//",,,,,,,,,,,"Parque Estadual da Costa do Sol","Nativa","NE"
"RB01347260","RB 741039","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia pectoralis Jacq.","B. Maguire;J.A. Steyermark,C.K. Maguire",60290,"25/11/1965",,"D.C. Wasshausen",1992,,"Brasil",,"Amazonas","Rio Negro, Rio Cauaburí. Vicinity Missão Salesiana, Rio Maturacá",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00717149","RB 550280","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia polita (Nees) Profice","J.A. Oliveira",165,"24/7/2012",,"Profice",,,"Brasil",,"Santa Maria Madalena","Trilha para o Pico do Desengano a partir da Estalagem Morumbeca. Ponto 1.","-21,8966666","-41,9011111","Parque Estadual do Desengano","Nativa","EN"
"NY01060065","NA","NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia polystachya Lam.","W. Milliken;",5524,"2/3/1987",,,"s. d.",,"Brazil",,,"Sema Ecological Station, ilha de Maracá. Low campina forest on sandy soil.","3,36666666666667","-61,25","Estação Ecológica de Maracá","Nativa","NE"
"NY00866541","NA","NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia pyrrhostachya (Lindau) Wassh.","D. C. Daly;",11761,"12/5/2003",,"I. Azevedo","12/5/2020",,"Brazil",,,"Rio Juruá-Mirim, Igarapé Comprido (right-bank tributary), near Comunidade Santo Antônio.","-8,23416666666666508","-72,957499999999996","Parque Nacional da Serra do Divisor","Nativa","NE"
"NY00709821","NA","NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia cf. riedeliana (Nees) V.A.W. Graham","P. J. M. Maas;","P12712","1/5/1971",,"I. Azevedo","12/5/2020",,"Brazil",,,"Serra do Moa. Near school yard (other side of river)","-7,61444444444444368","-72,8955555555555605","Parque Nacional da Serra do Divisor","Nativa","NE"
"NY00491982","NA","NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia rubriflora Wassh. & J.R.I.Wood","D. R. Hunt;",6426,"24/7/1966",,,"s. d.",,"Brazil",,,"Itatiaia, Parque Nacional.","-22,3741666666666994","-44,6377777777777993","Parque Nacional do Itatiaia","Nativa","NE"
"RB00487022","RB 440518","RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia rubriflora Wassh. & J.R.I. Wood","H.C de Lima",6623,"23/5/2007",,"Sheila Regina Profice","s. d.",,"Brasil",,"Nova Iguaçu","Trilha para o Pico do Tinguá.",,,"Reserva Biológica do Tinguá","Nativa","NE"
"NY00709790","NA","NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia rusbyi (Lindau) V.A.W.Graham","P. J. M. Maas;","P13104","18/5/1971",,"I. Azevedo","12/5/2020",,"Brazil",,,"Aldeota between Porongaba and Papagaio, Rio Juruá-Mirim.","-8,26861111111111136","-72,7438888888888897","Parque Nacional da Serra do Divisor","Nativa","NE"
"ESA080026",,"ESA","ACANTHACEAE","Justicia","ACANTHACEAE Justicia schenckiana Lindau","Bortoleto, S.",18,"//",,"Capretz, R.","1/1/2002",,"Brasil",,"São Miguel Arcanjo","Parque Estadual Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana. Borda de floresta.","-24,0330555555555563","-47,592222222222226","Parque Estadual Carlos Botelho","Nativa","NE"
"RB00533920",44220,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia sebastianopolitana Profice","Lanstyack, L.",186,"/6/1938",,"C. Wasshausen",,,"Brasil",,"Itatiaia","Rio Bonito.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB00474743",430653,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia sellowiana Profice","L. Freitas",932,"29/8/2006",,"S.Profice",,,"Brasil",,"Itatiaia","BR 354? RJ, km 3.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"HUEFS012555","NA","HUEFS","ACANTHACEAE","Justicia","ACANTHACEAE Justicia thunbergioides (Lindau) Leonard","L.Y.S. Aona",3844,"//",,,,,,,,,,,"Floresta Nacional Contendas do Sincorá","Nativa","NE"
"RB00635695",25771,"RB","ACANTHACEAE","Justicia","ACANTHACEAE Justicia trifoliata Roem. & Schult.","Brade",14021,"/9/1934",,"D.M. Braz","11/7/2019",,"Brasil",,"Itatiaia",,,,"Parque Nacional do Itatiaia","Nativa","NE"
"RBR00027201","RBR 27201","RBR","ACANTHACEAE","Justicia","ACANTHACEAE Justicia wasshauseniana Profice","I.S. Santos",3,"20/10/1994",,"D.M. Braz","26/2/2007",,"Brasil",,"Nova Iguaçu","REBIO do Tinguá, Estrada do Comércio. Reserva Biológica do Tinguá",,,"Reserva Biológica do Tinguá","Nativa","NT"
"SAMES00047","SAMES 47","SAMES","ACANTHACEAE","Justicia","ACANTHACEAE Justicia wasshauseniana Profice","M.Ribeiro",673,"12/11/2011",,"Ribeiro,M.",,,"Brasil",,"Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta sobre tabuleiro.","-18,2555556","-39,8202778","Reserva Biológica do Córrego Grande","Nativa","NT"
"VIES035659","VIES 35659","VIES","ACANTHACEAE","Justicia","ACANTHACEAE Justicia wasshauseniana Profice","T.T. Carrijo",1851,"29/10/2013",,"Luber, J.","5/4/2014",,"Brasil",,"Castelo","Parque Estadual de Mata das Flores.",,,"Parque Estadual Mata das Flores","Nativa","NT"
"NY00709759",,"NY","ACANTHACEAE","Justicia","ACANTHACEAE Justicia yurimaguensis Lindau","D. C. Daly;",6785,"29/5/1991",,"I. Azevedo","30/11/2020",,"Brazil",,,"Seringal Porongaba, Colocaçào Sào José","-10,8500000000000014","-68,7999999999999972","Reserva Extrativista Chico Mendes","Nativa","NE"
"NY00164768","NA","NY","ACANTHACEAE","Kalbreyeriella","ACANTHACEAE Kalbreyeriella rostellata Lindau","D. G. Campbell;",8909,"12/10/1986",,"D. C. Wasshausen","1/6/1996",,"Brazil",,,"Upper Río Moa, base of Serra Azul","-7,48000000000000043","-73,6500000000000057","Parque Nacional da Serra do Divisor","Nativa","NE"
"NY01060337",,"NY","ACANTHACEAE","Lepidagathis","ACANTHACEAE Lepidagathis alopecuroidea (Vahl) R.Br. ex Griseb.","C. A. Cid Ferreira",163,"10/8/1979",,,"s. d.",,"Brazil",,,"Rio Uatumã, ao longo do rio, margem direita, ilha do Bacural. Mata de várzea, solo argiloso.","-2,30666666666667","-58,7269444444444","Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","NE"
"RB00418145","RB 428848","RB","ACANTHACEAE","Lepidagathis","ACANTHACEAE Lepidagathis nemoralis (Mart. ex Nees) Kameyama","A. Lobão",212,"//",,,,,,,,,,,"Parque Estadual da Costa do Sol","Nativa","NE"
"VIES042627","VIES 42627","VIES","ACANTHACEAE","Lepidagathis","ACANTHACEAE Lepidagathis nemoralis (Mart. ex Nees) Kameyama","Nichio-Amaral, R.;Alves-Araújo, A.,Sossai, B.G.,Miranda, V.S.,Mendes, B.S.,Nepomuceno, A.,Dias, L.F.D.",616,"21/2/2019",,,"7/2020",,"Brasil",,"Conceição da Barra","Trilha do Canastra. Flona do Rio Preto",,,"Floresta Nacional do Rio Preto","Nativa","NE"
"SPSF50946",,"SPSF","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia aspera Ruiz & Pav.","P.L.R.Moraes et al.",4089,"//",,,,,,,,,,,"Parque Estadual Carlos Botelho","Nativa","NE"
"RB00607819","RB 506543","RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia bahiensis Profice","W.W. Thomas",,"6/2/1999",,"Profice","s. d.",,"Brasil",,"Porto Seguro","Parque Nacional Monte Pascoal, 3 km S of Entrance Along road on N side of park. Souther Bahian wet Forest, some areas disturbed by selective logging.","-16,85","-37,4","Parque Nacional Histórico do Monte Pascoal","nativa","NE"
"NY00709817","NA","NY","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia glabra Poepp. & Endl.","G. T. Prance;",12369,"24/4/1971",,"D. C. Wasshausen","s. d.",,"Brazil",,,"Vicinity of Serra da Moa","-7,5","-73,730000000000004","Parque Nacional da Serra do Divisor","Nativa","NE"
"HSTM008512","HSTM 8512","HSTM","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia hoffmannseggiana Nees","Mansano, V.F.",1104,"7/2/2017",,,,,"Brasil",,"Belterra","Flona Tapajós, estrada que corta a flona no km 72.","-2,8755556","-54,9397222","Floresta Nacional do Tapajós","Nativa","NE"
"UEC50955",,,"ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia hoffmannseggiana Nees","Passos, F.C.",21040,"//",,,,,,,,,,,"Estação Ecológica dos Caetetus","Nativa","NE"
"K001032278","NA","K","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia hymenophyllacea Rizzini","J. Lima;",777,"18/5/1987",,,"s. d.",,"Brasil",,"Boa Vista","Estação Ecológica de Maracá, Lago das Cyperaceae.",,,"Estação Ecológica de Maracá","Nativa","NE"
"RB01345559","RB 740396","RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia pedunculata Leonard","N.T. Silva;U. Brazão",60875,"24/1/1966",,"Silva, F.A.","13/7/2020",,"Brasil",,"Brasil","Rio Negro, Rio Cauaburí, Rio Maturacá. Comissão de Limites Markes BR-1, Serra Pirapucú",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"ESA79603",,"ESA","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia puberula Mart.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.",608,"//",,,,,,,,,,,"Parque Estadual Carlos Botelho","Nativa","NE"
"HUEMG003651","NA","HUEMG","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia puberula Mart.","B.V.Tinti et al;",396,"27/12/2007",,"L. Menini Neto","16/6/2017",,,,,"Vale Verde PARNA Caparaó, trilha de acesso depois da ponte a esquerda de quem sobe, na margem direita do córrego. Ambiente muito umido ao lado da cachoeira.","-20,5102777777778016","-41,8455555555555989","Parque Nacional do Caparaó","Nativa","NE"
"RB00529080",,"RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia puberula Mart.","R.Goldenberg;C. Mynssen,C.N. Fraga, M.M. Saavedra",1045,"1/5/2008",,"F.A,Silva","11/11/2021",,"Brasil",,"Castelo","Área rupícola próximo à sede do Parque. Floresta Ombrófila Densa e Vegetação Rupícola. Parque Estadual do Forno Grande","-20,5161111111111119","-41,0836111111111109","Parque Estadual do Forno Grande","Nativa","NE"
"RB01097739",643271,"RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia puberula Mart.","L.J.T. Cardoso",1184,"5/2/2015",,"F.A,Silva","11/11/2021",,"Brasil",,"Resende","Trilha da Pedra Selada. Floresta Ombrófila Densa.","-22,2969444","-44,4438889","Parque Estadual da Pedra Selada","Nativa","NE"
"SPF00212757","NA","SPF","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia puberula Mart.","Saavedra, MM;",1057,"13/1/2012",,"Fernandes, UG","10/2018",,"Brasil",,"Itatiaia","Parque Nacional do Itatiaia","-22,2608333333332986","-44,3627777777778007","Parque Nacional do Itatiaia","Nativa","NE"
"UNOP008294",8294,"UNOP","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia puberula Mart.","A.P.C. Oliveira",87,"10/6/2010",,"Oliveira, A.P.C.","8/2010",,"Brasil",,"Porto Ferreira","Parque Estadual de Porto Ferreira, trilha das árvores gigantes.","-21,8166666666666664","-47,4166666666666643","Parque Estadual de Porto Ferreira","Nativa","NE"
"NY00709760",,"NY","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia sprucei Lindau","D. C. Daly;",6839,"2/6/1991",,"I. Azevedo","30/11/2020",,"Brazil",,,"Seringal Porongaba, Colocaçào Sào José","-10,8500000000000014","-68,7999999999999972","Reserva Extrativista Chico Mendes","Nativa","NE"
"NY00709828","NA","NY","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia sprucei Lindau","P. J. M. Maas;","P13237","22/5/1971",,"I. Azevedo","12/5/2020",,"Brazil",,,"Near Porangaba, Rio Jurúa-Mirim.","-8,26861111111111136","-72,7438888888888897","Parque Nacional da Serra do Divisor","Nativa","NE"
"CEPEC00003192","CEPEC","CEPEC","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","A. Castellanos",26593,"28/6/1967",,"A. M. Amorim","s. d.",,"Brasil",,"PORTO SEGURO","Parque Nacional Monte Pascoal.",,,"Parque Nacional Histórico do Monte Pascoal","nativa","NE"
"FUEL6689",,"FUEL","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","F.R.C. Balau","s.n.","//",,,,,,,,,,,"Parque Nacional do Superagui","Nativa","NE"
"MBM130660",,"MBM","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","Falkenberg, DB;Falkenberg, D.B.",3550,"22/11/1986",,"Falkenberg, D.B.",1986,,"Brazil",,"Florianópolis","Lagoa do Peri",0,0,"Monumento Natural Municipal da Lagoa do Peri","Nativa","NE"
"RB00571984",,"RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","A. M. Amorim;L. Kollmann,L. Daneu",7814,"9/4/2009",,"F.A,Silva","19/11/2021",,"Brasil",,"Castelo","Entorno do alojamento em fragmentos de floresta ombrófila densa. Floresta Ombrófila Densa Montana. Parque Estadual do Forno Grande","-20,5194444444444422","-41,0750000000000028","Parque Estadual do Forno Grande","Nativa","NE"
"RB00475124",330761,"RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","L. Sylvestre",922,"9/11/1993",,"S. Profice",,,"Brasil",,"Itatiaia","Parque Nacional do Itatiaia. Proximidades do Abrigo III.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"RB00394306","RB 426105","RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","G.V. Somner",1023,"30/9/2002",,"S.R.Profice","s. d.",,"Brasil",,"Nova Iguaçu","Estrada do ouro, Rio das Galinhas, beira da estrada. Reserva Biológica do Tinguá",,,"Reserva Biológica do Tinguá","Nativa","NE"
"RB00974980","RB 626949","RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","M.A. Rozza",126,"21/1/2005",,,"s. d.",,"Brasil",,"Sete Barras","Parque Estadual Carlos Botelho, Serra da Macaca.",,,"Parque Estadual Carlos Botelho","Nativa","NE"
"RB01380051","RB 758044","RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","G. Martinelli",19996,"22/11/2017",,,,,"Brasil",,"Santa Maria Madalena","Morumbeca do Imbé, matas próximo do sítio do Genaro.","-21,9850000","-41,9608333","Parque Estadual do Desengano","Nativa","NE"
"RB00521177",,"RB","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","A.M. Amorim",7114,"15/2/2008",,"F.A. Silva","12/11/2021",,"Brasil",,"Cariacica","Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas","-20,2913888888888891","-40,5194444444444457","Reserva Biológica de Duas Bocas","Nativa","NE"
"SAMES13198","SAMES 13198","SAMES","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","G.M.Antar",4672,"24/9/2022",,,,,"Brasil",,"Conceição da Barra","Trilha para a Lagoa. Reserva Biológica do Córrego Grande","-18,2425000","-39,8169445","Reserva Biológica do Córrego Grande","Nativa","NE"
"SPSF00035584",,"SPSF","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","R.Cielo-Filho & N.M.Ivanauskas & J.Godoy",455,"//",,,,,,,,,,,"Parque Estadual Turístico do Alto Ribeira","Nativa","NE"
"SPSF42445",42445,"SPSF","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","R.T.Polisel & N.M.Ivanauskas & R.Esteves",882,"21/11/2008",,"R.T.Polisel",,,,,,,,,"Estação Ecológica de Bananal","Nativa","NE"
"VIES033807","VIES 33807","VIES","ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","Dias, H.M.;Kunz, S.H.,Miranda, F.D.,Caldeira, M.V.W.,Castro, K.C.",612,"6/3/2012",,"Zorzanelli, J.P.F.","26/6/2014",,,,,"Parque Nacional do Caparaó.",,,"Parque Nacional do Caparaó","Nativa","NE"
"UEC155798",,,"ACANTHACEAE","Mendoncia","ACANTHACEAE Mendoncia velloziana Mart.","Udulutsch, R.G.; Tsuji, R.",1658,"//",,,,,,,,,,,"Estação Ecológica dos Caetetus","Nativa","NE"
"RB00036454",232232,"RB","ACANTHACEAE","Odontonema","ACANTHACEAE Odontonema barlerioides (Nees) Kuntze","G. Martinelli",10740,"30/4/1985",,"C. Kameyama",,,"Brasil",,"Resende","Picada Macieiras",,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB00036549","RB 120865","RB","ACANTHACEAE","Odontonema","ACANTHACEAE Odontonema dissitiflorum (Nees) Kuntze","P. Occhioni",1113,"//",,,,,"Brasil",,"Nova Iguaçu","Tinguá.",,,"Reserva Biológica do Tinguá","Nativa","EN"
