"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","recordNumber","barcode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","class","order","individualcount","fieldNumber","infraspecificEpithet","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","RB","RB00206452","Nidularium innocentii Lem.","Plantae","Bromeliaceae","Nidularium","1978","6","20","Brasil","São Paulo",,"Campos Novos do Cunha, Parque Nacional da Serra da Bocaina, mata do Triste. Parque Nacional da Serra da Bocaina","JBRJ","Tracheophyta","PRESERVED_SPECIMEN",,,,"innocentii","Martinelli, G.",,,"2017-10-18 21:23:55",,"Larissa Melo",,"4627",,,,,"1150",,,,"Liliopsida","Poales",,,,,,,,"GBIF","Cunha","2001-09-17","Nidularium innocentii Lem.",,"BR",,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","1978-06-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","cunha","parque nacional da serra da bocaina, mata do triste",,"locality","brazil_sao paulo_cunha","brazil_sao paulo_cunha",-23.05263382,-44.94193944,"county","1424002157","04.936.616/0001-20",,,"urn:catalog:JBRJ:RB:206452",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nidularium",,,,,,"4300f8d5-1ae5-49e5-a101-63894b005868",,"StillImage;StillImage",FALSE,FALSE,"Nidularium innocentii","Nidularium innocentii Lem. var. innocentii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/20/64/52/00206452.jpg",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_cunha","Brazil","São Paulo","Cunha",,"check_local.2municip.","Nidularium innocentii","Lem.","name_w_authors","Bromeliaceae","Nidularium innocentii","Lem.","species","name accepted","bfo-6253",,,"Nidularium innocentii Lem.","Nidularium","Bromeliaceae","unknown","Nidularium innocentii"
"user","RB","RB00206452","Nidularium innocentii Lem. var. innocentii","Plantae","Bromeliaceae","Nidularium","1978","6","20","Brasil","São Paulo",,"Campos Novos do Cunha, Parque Nacional da Serra da Bocaina, mata do Triste. Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen",,,,"innocentii","Martinelli, G.",,,,,"Larissa Melo",,"4627",,,,,"1150",,,,,,,,"innocentii",,,,,,"Cunha","2001-9-17",,,"BR",,,"1978-06-20",,,,,,,"var.","Physical Object",,,,"RB",,"Martinelli, G.","4627","1978","Melo, L.","2001",,"Martinelli",,"brazil","sao paulo","cunha","parque nacional da serra da bocaina, mata do triste",,"locality","brazil_sao paulo_cunha","brazil_sao paulo_cunha",-23.05263382,-44.94193944,"county",,,,,"urn:catalog:JBRJ:RB:206452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/20/64/52/00206452.jpg",,,,,,,,,,,,,,,,,"2017-10-18 16:23:55+00","Angiospermas","brazil_sao paulo_cunha","Brazil","São Paulo","Cunha",,"check_local.2municip.","Nidularium innocentii var. innocentii","Lem.","variety|name_w_authors","Bromeliaceae","Nidularium innocentii var. innocentii","Lem.","variety","name accepted","bfo-129035",,,"Nidularium innocentii var. innocentii Lem.","Nidularium","Bromeliaceae","low","Nidularium innocentii"
"gbif","BHCB-BRIOFITAS","207008","Nothoceros (R.M.Schust.) J.Haseg.","Plantae","Dendrocerotaceae","Nothoceros","2020","2","7","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Trilha do atalho próximo ao 2 ponto de controle (12km do alojamento).","UFMG","Anthocerotophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/520",,"Peñaloza-Bojacá, GF; Diniz, VS; Magalhaes, MD; Tomasi, MO","-44.605","-22.780556","2024-07-05 20:09:18",,"Peñaloza-Bojacá, GF",,"1524",,,,,"1202","1202",,,"Anthocerotopsida","Dendrocerotales",,,,,,,,"GBIF","São José do Barreiro","2021-11-04","Nothoceros (R.M.Schust.) J.Haseg.",,"BR",,,"2020-02-07",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","4909725449",,,,"https://specieslink.net/guid/520/207008",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nothoceros",,,,,,"a6b72897-dc8f-4325-8450-10bbe31a580a",,,TRUE,FALSE,,"Nothoceros","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Nothoceros","(R.M.Schust.) J.Haseg.","name_w_authors",,"Nothoceros","(R.M.Schust.) J.Haseg.","family","not found",,,,"Nothoceros (R.M.Schust.) J.Haseg.",,"Amaryllidaceae","unknown",
"gbif","BHCB-BRIOFITAS","206982","Nothoceros minarum (Nees) J.C.Villarreal","Plantae","Dendrocerotaceae","Nothoceros","2020","2","6","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Estrada alojamento para a cachoeira das posses.","UFMG","Anthocerotophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/520","minarum","Peñaloza-Bojacá, GF; Diniz, VS; Magalhaes, MD; Tomasi, MO","-44.609444","-22.767778","2024-07-05 20:09:18","(Nees) J.C. Villarreal","Peñaloza-Bojacá, GF",,"1499",,,,,"1309","1309",,,"Anthocerotopsida","Dendrocerotales",,,,,,,,"GBIF","São José do Barreiro","2021-10-07","Nothoceros minarum (Nees) J.C.Villarreal",,"BR",,,"2020-02-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada alojamento para a cachoeira das posses",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","4909725333",,,,"https://specieslink.net/guid/520/206982",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nothoceros",,,,,,"a6b72897-dc8f-4325-8450-10bbe31a580a",,,TRUE,FALSE,"Nothoceros minarum","Nothoceros minarum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Nothoceros minarum","(Nees) J.C.Villarreal","name_w_authors",,"Nothoceros minarum","(Nees) J.C.Villarreal","species","not found",,,,"Nothoceros minarum (Nees) J.C.Villarreal","Nothoceros","Amaryllidaceae","unknown","Nothoceros minarum"
"gbif","BHCB-BRIOFITAS","207006","Nothoceros schizophyllus (Steph.) J.C.Villarreal","Plantae","Dendrocerotaceae","Nothoceros","2020","2","7","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Trilha do atalho próximo ao 2 ponto de controle (12km do alojamento).","UFMG","Anthocerotophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/520","schizophyllus","Peñaloza-Bojacá, GF; Diniz, VS; Magalhaes, MD; Tomasi, MO","-44.605","-22.780556","2024-07-05 20:09:18","(Steph.) J.C. Villarreal","Peñaloza-Bojacá, GF",,"1522",,,,,"1202","1202",,,"Anthocerotopsida","Dendrocerotales",,,,,,,,"GBIF","São José do Barreiro","2021-11-01","Nothoceros schizophyllus (Steph.) J.C.Villarreal",,"BR",,,"2020-02-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","4909725455",,,,"https://specieslink.net/guid/520/207006",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nothoceros",,,,,,"a6b72897-dc8f-4325-8450-10bbe31a580a",,,TRUE,FALSE,"Nothoceros schizophyllus","Nothoceros schizophyllus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Nothoceros schizophyllus","(Steph.) J.C.Villarreal","name_w_authors",,"Nothoceros schizophyllus","(Steph.) J.C.Villarreal","species","not found",,,,"Nothoceros schizophyllus (Steph.) J.C.Villarreal","Nothoceros","Amaryllidaceae","unknown","Nothoceros schizophyllus"
"user","RB","RB00568218","Octomeria crassifolia Lindl.","Plantae","Orchidaceae","Octomeria","1978","6","23","Brasil","São Paulo",,"Póximo ao marco 22. Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen",,,,"crassifolia","G. Martinelli",,,,"Lindl.","W.Forste",,"4660",,,,,"1100",,,,,,,,,,,,,,"Bananal","2008-9",,,"BR",,,"1978-06-23",,,,,,,"sp.","Physical Object",,,,"RB",,"Martinelli, G.","4660","1978","Forste, W.","2008",,"Martinelli",,"brazil","sao paulo","bananal","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county",,,,,"urn:catalog:JBRJ:RB:568218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/56/82/18/00568218.jpg",,,,,,,,,,,,,,,,,"2020-06-06 23:21:20+00","Angiospermas","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"check_local.2municip.","Octomeria crassifolia","Lindl.","name_w_authors","Orchidaceae","Octomeria crassifolia","Lindl.","species","name accepted","bfo-11895",,,"Octomeria crassifolia Lindl.","Octomeria","Orchidaceae","low","Octomeria crassifolia"
"gbif","BHCB","195282","Octomeria rubrifolia Barb.Rodr.","Plantae","Orchidaceae","Octomeria","2018","2","1","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Trilha do Ouro","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","rubrifolia","Batista, JAN; Cruz-Lustre, GM","-44.619167","-22.752222","2023-02-08 18:37:15","Barb.Rodr.",,,"3509",,,,,"0","0",,,"Liliopsida","Asparagales",,,,,,,,"GBIF","São José do Barreiro","2021-03-04","Octomeria rubrifolia Barb.Rodr.",,"BR",,,"2018-02-01",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","3069234304",,,,"https://specieslink.net/guid/220/195282",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Octomeria",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Octomeria rubrifolia","Octomeria rubrifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Octomeria rubrifolia","Barb.Rodr.","name_w_authors","Orchidaceae","Octomeria rubrifolia","Barb.Rodr.","species","name accepted","bfo-11930",,,"Octomeria rubrifolia Barb.Rodr.","Octomeria","Orchidaceae","unknown","Octomeria rubrifolia"
"user","RB","RB00858692","Oncidium","Plantae","Orchidaceae","Oncidium","2014","6","4","Brasil","São Paulo",,"Mun. São José do Barreiro, Parque Nacional da Serra da Bocaina, estrada Trilha do Ouro. Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen","22º44´50´´","44º36´59´´W",,"Oncidium","J.F.A. Baumgratz; M. Bovini et M. Nadruz","-44.6163889","-22.7472222",,,"J.F.A. Baumgratz",,"1346",,,,,"1470",,,,,,,,,,,,,,"São Paulo","2014-7",,,"BR",,,"2014-06-04","Em formação de Floresta Ombrófila Densa Montana alterada.",,,,,,"gen.","Physical Object",,,,"RB",,"Baumgratz, J.F.A.","1346","2014","Baumgratz, J.F.A.","2014","Bovini, M.; Nadruz, M.","Baumgratz",,"brazil","sao paulo","sao paulo","parque nacional da serra da bocaina, estrada trilha do ouro",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,"urn:catalog:JBRJ:RB:858692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/85/86/92/00858692.jpg",,,,,,,,,,,,,,,,,"2017-10-07 23:41:08+00","Angiospermas","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Oncidium","Sw.","indet","Orchidaceae","Oncidium","Sw.","genus","name accepted","bfo-11943",,,"Oncidium Sw.","Oncidium","Orchidaceae","low",
"user","R","R010085618","Orchidaceae",,"Orchidaceae",,"2017","06","09","Brasil","São Paulo",,"PARNA Serra da Bocaína. Trilha do Frade. Parque Nacional da Serra da Bocaina","R",,,,,,,"Manhães, V.C.","0","0",,,"Sem determinador",,"701",,,,,,,,,,,,,,,,,"não","REFLORA","Bananal",,,,,,,,"Epífita em sombra, de pouca abundância. Folhas verdes, flor amarelada.",,,,,,"FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","bananal","parna serra da bocaina, parque nacional da serra da bocaina",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ORCHIDACEAE ",,,,,,,,,"R",,"R 245134",,"Kessous, I.,Uribbe, F.P","09/06/2017",,,"METRO",,,,,,,,"brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"check_local.2municip.","Orchidaceae","A.Juss.","family_as_genus","Orchidaceae","Orchidaceae","A.Juss.","family","name accepted","bfo-179",,,"Orchidaceae A.Juss.",,"Orchidaceae","high",
"gbif","SPF","145083","Orthosia scoparia (Nutt.) Liede & Meve","Plantae","Apocynaceae","Orthosia","2001","4","13","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Entre o portão do IBAMA e o Rio Mambucaba.","USP-IB","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/7","scoparia","Rapini, A",,,"2023-12-20 15:54:51","(Nutt.) Liede & Meve","Rapini, A",,"928",,,,,,,,,"Magnoliopsida","Gentianales",,,,,,,,"GBIF","São José do Barreiro","2009-01-01","Orthosia scoparia (Nutt.) Liede & Meve",,"BR",,,"2001-04-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1135815522",,,,"https://specieslink.net/guid/7/145083",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orthosia",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Orthosia scoparia","Orthosia scoparia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00145083","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Orthosia scoparia","(Nutt.) Liede & Meve","name_w_authors","Apocynaceae","Orthosia scoparia","(Nutt.) Liede & Meve","species","name accepted","bfo-4737",,,"Orthosia scoparia (Nutt.) Liede & Meve","Orthosia","Apocynaceae","unknown","Orthosia scoparia"
"gbif","SPF","99430","Ouratea semiserrata (Mart. & Nees) Engl.","Plantae","Ochnaceae","Ouratea","1994","7","16","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina","USP-IB","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/7","semiserrata","Rossi, L",,,"2023-12-20 16:05:13","(Mart. & Nees) Engl.","Bianchi, J",,"1554",,,,,,,,,"Magnoliopsida","Malpighiales",,,,,,,,"GBIF","São José do Barreiro","2022-09-26","Ouratea semiserrata (Mart. & Nees) Engl.",,"BR",,,"1994-07-16",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1455399548",,,,"https://specieslink.net/guid/7/99430",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouratea",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Ouratea semiserrata","Ouratea semiserrata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SPF00099430","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Ouratea semiserrata","(Mart. & Nees) Engl.","name_w_authors","Ochnaceae","Ouratea semiserrata","(Mart. & Nees) Engl.","species","name accepted","bfo-19938",,,"Ouratea semiserrata (Mart. & Nees) Engl.","Ouratea","Ochnaceae","unknown","Ouratea semiserrata"
"gbif","SPF","131660","Oxalis arachnoidea Progel","Plantae","Oxalidaceae","Oxalis","1998","5","2","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina","USP-IB","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/7","arachnoidea","Conceição, AA",,,"2023-12-20 16:05:27","Progel","Fiaschi, P",,"594",,,,,,,,,"Magnoliopsida","Oxalidales",,,,,,,,"GBIF","São José do Barreiro","2002-01-01","Oxalis arachnoidea Progel",,"BR",,,"1998-05-02",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1587301953",,,,"https://specieslink.net/guid/7/131660",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxalis",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Oxalis arachnoidea","Oxalis arachnoidea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00131660","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Oxalis arachnoidea","Progel","name_w_authors","Oxalidaceae","Oxalis arachnoidea","Progel","species","name accepted","bfo-12443",,,"Oxalis arachnoidea Progel","Oxalis","Oxalidaceae","unknown","Oxalis arachnoidea"
"gbif","SPF","145086","Oxypetalum sublanatum Malme","Plantae","Apocynaceae","Oxypetalum","2001","4","13","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Entre o portão do IBAMA e o Rio Mambucaba.","USP-IB","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/7","sublanatum","Rapini, A",,,"2023-12-20 15:54:56","Malme","Rapini, A",,"930",,,,,,,,,"Magnoliopsida","Gentianales",,,,,,,,"GBIF","São José do Barreiro","2001-04-01","Oxypetalum sublanatum Malme",,"BR",,,"2001-04-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1135072977",,,,"https://specieslink.net/guid/7/145086",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxypetalum",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Oxypetalum sublanatum","Oxypetalum sublanatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00145086","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Oxypetalum sublanatum","Malme","name_w_authors","Apocynaceae","Oxypetalum sublanatum","Malme","species","name accepted","bfo-4805",,,"Oxypetalum sublanatum Malme","Oxypetalum","Apocynaceae","unknown","Oxypetalum sublanatum"
"user","RB","RB00259227","Pabstiella fusca (Lindl.) Chiron & Xim.Bols.","Plantae","Orchidaceae","Pabstiella","1978","6","23","Brasil","São Paulo",,"PARQUE NACIONAL DA SERRA DA BOCAINA, PRÓXIMO AO MARCO 22. Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen",,,,"fusca","G. Martinelli",,,,"(Lindl.) Chiron & Xim.Bols.","H.L.Silva",,"4663",,,,,"1100",,,,,,,,,,,,,,"Bananal","2020-3-10",,,"BR",,,"1978-06-23",,,,,,,"sp.","Physical Object",,,,"RB",,"Martinelli, G.","4663","1978","Silva, H.L.","2020",,"Martinelli",,"brazil","sao paulo","bananal","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county",,,,,"urn:catalog:JBRJ:RB:259227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/25/92/27/00259227.jpg",,,,,,,,,,,,,,,,,"2020-09-16 10:01:47+00","Angiospermas","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"check_local.2municip.","Pabstiella fusca","(Lindl.) Chiron & Xim.Bols.","name_w_authors","Orchidaceae","Pabstiella fusca","(Lindl.) Chiron & Xim.Bols.","species","name accepted","bfo-135373",,,"Pabstiella fusca (Lindl.) Chiron & Xim.Bols.","Pabstiella","Orchidaceae","low","Pabstiella fusca"
"gbif","BHCB","195284","Pabstiella matinhensis (Hoehne) Luer","Plantae","Orchidaceae","Pabstiella","2018","2","1","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Trilha do Ouro","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","matinhensis","Batista, JAN; Cruz-Lustre, GM","-44.619167","-22.752222","2023-02-08 18:37:15","(Hoehne) & Luer",,,"3511",,,,,"0","0",,,"Liliopsida","Asparagales",,,,,,,,"GBIF","São José do Barreiro","2021-03-04","Pabstiella matinhensis (Hoehne) Luer",,"BR",,,"2018-02-01",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","3069249305",,,,"https://specieslink.net/guid/220/195284",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pabstiella",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Pabstiella matinhensis","Pabstiella matinhensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Pabstiella matinhensis","(Hoehne) Luer","name_w_authors","Orchidaceae","Pabstiella matinhensis","(Hoehne) Luer","species","name accepted","bfo-68477",,,"Pabstiella matinhensis (Hoehne) Luer","Pabstiella","Orchidaceae","unknown","Pabstiella matinhensis"
