"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","continentocean","class","order","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","SHPR","3278","Anchietea pyrifolia (Mart.) G.Don","Plantae","Violaceae","Anchietea","2022","7","5","Brasil","São Paulo",,"Floresta Nacional de Ipanema.","UTFPR-SL","Tracheophyta","PRESERVED_SPECIMEN","L. Biral","https://specieslink.net/col/667","pyrifolia","Biral, L.;G.A. de Góes","-47.616667","-23.45","2022-08-29 23:10:26","(Mart.) G. Don",,,,,,,"3668",,,,,,,"Magnoliopsida","Malpighiales",,,,,,,,"GBIF","Iperó","2022-07-01","Anchietea pyrifolia (Mart.) G.Don",,"BR",,,"2022-07-05",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4952088342",,,,"https://specieslink.net/guid/667/3278",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anchietea",,,,,,"a776a61d-f01e-4a8e-8fb0-c69d08795118",,,TRUE,FALSE,"Anchietea pyrifolia","Anchietea pyrifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Anchietea pyrifolia","(Mart.) G.Don","name_w_authors","Violaceae","Anchietea pyrifolia","(Mart.) G.Don","species","name accepted","bfo-15223",,,"Anchietea pyrifolia (Mart.) G.Don","Anchietea","Violaceae","unknown","Anchietea pyrifolia"
"gbif","SORO","2189","Andira fraxinifolia Benth.","Plantae","Fabaceae","Andira","2009","2","27","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","fraxinifolia","Casali, M.F.;Cardoso-Leite, E.; Santos, I.P.",,,"2024-11-12 10:30:06","Benth.",,,,,,,"223",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Iperó",,"Andira fraxinifolia Benth.",,"BR",,,"2009-02-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719737",,,,"https://specieslink.net/guid/391/2189",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andira",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Andira fraxinifolia","Andira fraxinifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Andira fraxinifolia","Benth.","name_w_authors","Fabaceae","Andira fraxinifolia","Benth.","species","name accepted","bfo-29442",,,"Andira fraxinifolia Benth.","Andira","Fabaceae","unknown","Andira fraxinifolia"
"speciesLink","SHPR","3296","Anemia","Plantae","Anemiaceae","Anemia","2022","07","06","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen",,"667",,"Biral, L. | G.A. de Góes","-47.590278","-23.438611","2022-08-29T23:10:21","Sw.","SHPR003296",,,,"23°26'19"" S","47°35'25"" W","3683",,,"<nO>Herbácea, em barranco.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3683","2022","s.n.","n.d.","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Anemia","Sw.","indet","Anemiaceae","Anemia","Sw.","genus","name accepted","bfo-90589",,,"Anemia Sw.","Anemia","Anemiaceae","unknown",
"gbif","IAC","50675","Annona dioica A.St.-Hil.","Plantae","Annonaceae","Annona","2008","12","20","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Área 1","IAC","Tracheophyta","PRESERVED_SPECIMEN","M.F. Casali","https://specieslink.net/col/64","dioica","M.F. Casali","-47.6886","-23.3503","2023-06-29 09:30:20","A.St.-Hil.",,,,,,,"209",,,,,,,"Magnoliopsida","Magnoliales",,,,,,,,"GBIF","Iperó","2009-12-20","Annona dioica A.St.-Hil.",,"BR",,,"2008-12-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1090577556",,,,"https://specieslink.net/guid/64/50675",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annona",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Annona dioica","Annona dioica","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Annona dioica","A.St.-Hil.","name_w_authors","Annonaceae","Annona dioica","A.St.-Hil.","species","name accepted","bfo-117098",,,"Annona dioica A.St.-Hil.","Annona","Annonaceae","unknown","Annona dioica"
"gbif","ESA","152091","Apeiba tibourbou Aubl.","Plantae","Malvaceae","Apeiba",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","tibourbou","Hussni, N.F.Q.",,,"2024-07-23 11:25:59",,,,,,,,"1175",,,,,,,"Magnoliopsida","Malvales",,,,,,,,"GBIF","Campinas",,"Apeiba tibourbou Aubl.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955289730",,,,"https://specieslink.net/guid/8/152091",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apeiba",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Apeiba tibourbou","Apeiba tiborbou","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Apeiba tibourbou","Aubl.","name_w_authors","Malvaceae","Apeiba tibourbou","Aubl.","species","name accepted","bfo-9006",,,"Apeiba tibourbou Aubl.","Apeiba","Malvaceae","unknown","Apeiba tibourbou"
"user","RB","RB01506006","Apocynaceae","Plantae","Apocynaceae",,"2022","7","6","Brasil","São Paulo",,"Floresta Nacional de Ipanema. Trilha do rio Ipanema","JBRJ",,"Preserved Specimen",,,"APOCYNACEAE","L. Biral; G.A. Góes","-47.5902777","-23.4386111",,,,,,,"23º26´19´´","47º35´25´´W","3712",,,,,,,,,,,,,,,,,"Iperó",,,,"BR",,,"2022-07-06",,,,,,,"fam.","Physical Object",,,,"RB",,"Biral, L.","3712","2022","s.n.","n.d.","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,"urn:catalog:JBRJ:RB:1506006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/50/60/6/01506006.jpg",,,,,,,,,,,,,,,,,"2023-11-06 09:07:52+00","Angiospermas","brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Apocynaceae","Juss.","family_as_genus","Apocynaceae","Apocynaceae","Juss.","family","name accepted","bfo-48",,,"Apocynaceae Juss.",,"Apocynaceae","unknown",
"speciesLink","SHPR","3294","Aristolochia","Plantae","Aristolochiaceae","Aristolochia","2022","07","05","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen",,"667",,"Biral, L. | G.A. de Góes","-47.616667","-23.45","2022-08-29T23:10:21","L.","SHPR003294",,,,"23°27' S","47°37' W","3681",,,"<nO>Trepadeira, frutos passados.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3681","2022","s.n.","n.d.","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aristolochia","L.","indet","Aristolochiaceae","Aristolochia","L.","genus","name accepted","bfo-15749",,,"Aristolochia L.","Aristolochia","Aristolochiaceae","unknown",
"gbif","ESA","152039","Aspidosperma cylindrocarpon Müll.Arg.","Plantae","Apocynaceae","Aspidosperma",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","cylindrocarpon","Hussni, N.F.Q.",,,"2024-07-23 11:25:32",,,,,,,,"991",,,,,,,"Magnoliopsida","Gentianales",,,,,,,,"GBIF","Campinas",,"Aspidosperma cylindrocarpon Müll.Arg.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955302982",,,,"https://specieslink.net/guid/8/152039",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aspidosperma",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Aspidosperma cylindrocarpon","Aspidosperma cylindrocarpon","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Aspidosperma cylindrocarpon","Müll.Arg.","name_w_authors","Apocynaceae","Aspidosperma cylindrocarpon","Müll.Arg.","species","name accepted","bfo-4525",,,"Aspidosperma cylindrocarpon Müll.Arg.","Aspidosperma","Apocynaceae","unknown","Aspidosperma cylindrocarpon"
"gbif","UEC","205656","Aspidosperma riedelii Müll.Arg.","Plantae","Apocynaceae","Aspidosperma","2019","5","21","Brazil","São Paulo",,"Floresta Nacional de Ipanema - FLONA -Trilha da Pe, Local: Em rocha, pleno sol. Solo: Úmido com serrapilheira.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","Castello, ACD","https://specieslink.net/col/2","riedelii","Pires, TP; Padua, CN; Brocanello, BO; Silva, BG","-48.019878","-23.727261","2024-11-25 11:12:54","Müll.Arg.",,,,,,,"216",,,,,,,"Magnoliopsida","Gentianales",,,,,,,,"GBIF","Iperó","2019-05-22","Aspidosperma riedelii Müll.Arg.",,"BR",,,"2019-05-21",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema - flona -trilha da pe",,"locality","brazil_sao paulo_ipero","brazil_sao paulo_ipero",-23.40398758,-47.62908987,"county","2564843757",,,,"https://specieslink.net/guid/2/205656",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aspidosperma",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Aspidosperma riedelii","Aspidosperma riedelii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC164515 | https://images.cria.org.br/viewer/UEC164515_v01 | https://images.cria.org.br/viewer/UEC164515_v02 | https://images.cria.org.br/viewer/UEC164515_v03 | https://images.cria.org.br/viewer/UEC164515_v04 | https://images.cria.org.br/viewer/UEC164515_v05","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"check_local.2municip.","Aspidosperma riedelii","Müll.Arg.","name_w_authors","Apocynaceae","Aspidosperma riedelii","Müll.Arg.","species","name accepted","bfo-4533",,,"Aspidosperma riedelii Müll.Arg.","Aspidosperma","Apocynaceae","unknown","Aspidosperma riedelii"
"speciesLink","VIC","57144","Asplenium inaequilaterale","Plantae","Aspleniaceae","Asplenium","2022","07","07","Brasil","São Paulo","Iperó","Floresta Nacional Ipanema. Trilha Afonso Sardinha, Floresta Estacional Semidecidual, em diversos estágios de conservação.","UFV",,"PreservedSpecimen","Schwartsburd, P. .B.","441","inaequilaterale","Biral, L.; Goés, G. .A. de","-47","-23","2025-02-07T10:01:30","Willd.","VIC057144","2023","09",,"-23","-47","3738","685","685","<nO>Herbácea, rupícula.</nO>",,,,,,,,,,,,,"SPLINK","Iperó","2023-09-NA",,,,,,,,,,,,,,,,,,"VIC",,"Biral, L.","3738","2022","Schwartsburd, P.B.","2023","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Asplenium inaequilaterale","Willd.","possibly_ok","Aspleniaceae","Asplenium inaequilaterale","Willd.","species","name accepted","bfo-90720",,,"Asplenium inaequilaterale Willd.","Asplenium","Aspleniaceae","low","Asplenium inaequilaterale"
"speciesLink","SHPR","3251","Asteraceae","Plantae","Asteraceae",,"2022","07","04","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen",,"667",,"Biral, L. | G.A. de Góes","-47.596667","-23.424722","2022-08-29T23:10:21","Martinov","SHPR003251",,,,"23°25'29"" S","47°35'48"" W","3641",,,"<nO>Herbácea, capítulos brancos, odor característico.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3641","2022","s.n.","n.d.","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Asteraceae","Bercht. & J.Presl","family_as_genus","Asteraceae","Asteraceae","Bercht. & J.Presl","family","name accepted","bfo-55",,,"Asteraceae Bercht. & J.Presl",,"Asteraceae","unknown",
"gbif","ESA","152040","Astronium graveolens Jacq.","Plantae","Anacardiaceae","Astronium",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","graveolens","Hussni, N.F.Q.",,,"2024-07-23 11:25:32",,,,,,,,"992",,,,,,,"Magnoliopsida","Sapindales",,,,,,,,"GBIF","Campinas",,"Astronium graveolens Jacq.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955289717",,,,"https://specieslink.net/guid/8/152040",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Astronium",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Astronium graveolens","Astronium graveolens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/ESA152040","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Astronium graveolens","Jacq.","name_w_authors","Anacardiaceae","Astronium graveolens","Jacq.","species","name accepted","bfo-4385",,,"Astronium graveolens Jacq.","Astronium","Anacardiaceae","unknown","Astronium graveolens"
"gbif","ESA","152048","Astronium urundeuva (Allemão) Engl.","Plantae","Anacardiaceae","Myracrodruon",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","urundeuva","Oliveira, A. M",,,"2024-07-23 11:25:32",,,,,,,,"170",,,,,,,"Magnoliopsida","Sapindales",,,,,,,,"GBIF","Campinas",,"Myracrodruon urundeuva Allemão",,"BR",,,,,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955289719",,,,"https://specieslink.net/guid/8/152048",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Astronium",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Myracrodruon urundeuva","Astronium urundeuva","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","DD","https://images.cria.org.br/viewer/ESA152048","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Astronium urundeuva","(M.Allemão) Engl.","name_w_authors","Anacardiaceae","Astronium urundeuva","(M.Allemão) Engl.","species","author misspelled","bfo-115185",,,"Astronium urundeuva (M.Allemão) Engl.","Astronium","Anacardiaceae","unknown","Astronium urundeuva"
"gbif","SORO","628","Baccharis dracunculifolia DC.","Plantae","Asteraceae","Baccharis","2008","12","20","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","dracunculifolia","Casali, M. F.",,,"2024-11-12 10:29:49","DC.",,,,,,,"199",,,,,,,"Magnoliopsida","Asterales",,,,,,,,"GBIF","Iperó",,"Baccharis dracunculifolia DC.",,"BR",,,"2008-12-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087718463",,,,"https://specieslink.net/guid/391/628",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baccharis",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Baccharis dracunculifolia","Baccharis dracunculifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Baccharis dracunculifolia","DC.","name_w_authors","Asteraceae","Baccharis dracunculifolia","DC.","species","name accepted","bfo-5177",,,"Baccharis dracunculifolia DC.","Baccharis","Asteraceae","unknown","Baccharis dracunculifolia"
"gbif","ESA","152099","Balfourodendron riedelianum (Engl.) Engl.","Plantae","Rutaceae","Balfourodendron",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","riedelianum","Hussni, N.F.Q.",,,"2024-07-23 11:26:45",,,,,,,,"1194",,,,,,,"Magnoliopsida","Sapindales",,,,,,,,"GBIF","Campinas",,"Balfourodendron riedelianum (Engl.) Engl.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955289732",,,,"https://specieslink.net/guid/8/152099",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Balfourodendron",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Balfourodendron riedelianum","Balfourodendron riedelianum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","EN","https://images.cria.org.br/viewer/ESA152099","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Balfourodendron riedelianum","(Engl.) Engl.","name_w_authors","Rutaceae","Balfourodendron riedelianum","(Engl.) Engl.","species","name accepted","bfo-343",,,"Balfourodendron riedelianum (Engl.) Engl.","Balfourodendron","Rutaceae","unknown","Balfourodendron riedelianum"
"gbif","SORO","1702","Bastardiopsis densiflora (Hook. & Arn.) Hassl.","Plantae","Malvaceae","Bastardiopsis","2008","3","13","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","densiflora","Bataghin, F.A.",,,"2024-11-12 10:30:21","(Hook. & Arn.) Hassl.",,,,,,,"FNI 5",,,,,,,"Magnoliopsida","Malvales",,,,,,,,"GBIF","Iperó",,"Bastardiopsis densiflora (Hook. & Arn.) Hassl.",,"BR",,,"2008-03-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719237",,,,"https://specieslink.net/guid/391/1702",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bastardiopsis",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Bastardiopsis densiflora","Bastardiopsis densiflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Bastardiopsis densiflora","(Hook. & Arn.) Hassl.","name_w_authors","Malvaceae","Bastardiopsis densiflora","(Hook. & Arn.) Hassl.","species","name accepted","bfo-9010",,,"Bastardiopsis densiflora (Hook. & Arn.) Hassl.","Bastardiopsis","Malvaceae","unknown","Bastardiopsis densiflora"
"gbif","ESA","152074","Bauhinia forficata Link","Plantae","Fabaceae","Bauhinia",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","forficata","Hussni, N. F. Q.",,,"2024-07-23 11:25:50",,,,,,,,"1261",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Campinas",,"Bauhinia forficata Link",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955376461",,,,"https://specieslink.net/guid/8/152074",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bauhinia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Bauhinia forficata","Bauhinia forficata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/ESA152074","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Bauhinia forficata","Link","name_w_authors","Fabaceae","Bauhinia forficata","Link","species","name accepted","bfo-82666",,,"Bauhinia forficata Link","Bauhinia","Fabaceae","unknown","Bauhinia forficata"
