"data_source","collectionCode","catalogNumber","kingdom","family","year","month","day","country","stateProvince","county","institutionCode","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","scientificName","genus","locality","coordinatePrecision","identifiedBy","relatedcatalogitem","specificEpithet","verbatimLatitude","verbatimLongitude","barcode","continentocean","phylum","yearIdentified","monthIdentified","preparationtype","scientificNameAuthorship","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","fieldNumber","individualcount","previouscatalognumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SHPR","1646","Plantae","Pteridaceae","2021","05","15","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.933333","-23.216667","2021-08-20T16:08:23","2714","<nO>Herbácea, terrestre.Habitat: Floresta Estacional Semidecidual com Elementos de Altitude</nO>","Adiantum raddianum","Adiantum","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"raddianum","23°13' S","46°56' W","SHPR001646","América do Sul","Monilophyta","2021","05","exsicata","C. Presl",,,,,,,,,,,"SPLINK","Jundiaí","2021-05-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2714","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Adiantum raddianum","C.Presl","possibly_ok","Pteridaceae","Adiantum raddianum","C.Presl","species","author misspelled","bfo-91850",,,"Adiantum raddianum C.Presl","Adiantum","Pteridaceae","low","Adiantum raddianum"
"speciesLink","VIC","57114","Plantae","Pteridaceae","2021","12","31","Brasil","São Paulo","Jundiaí","UFV","PreservedSpecimen","441","Biral, L.; Freitas, P. .A.","-46","-23","2025-02-07T10:05:30","3183","<nO>Terrestre.</nO>","Adiantum serratodentatum","Adiantum","Reserva Biológica Municipal da Serra do Japi., Trilha das Jabuticabeiras e volta à Base Ecológica pela Trilha das Bromélias. Floresta estacional semidecidual.",,"Schwartsburd, P. .B.",,"serratodentatum","-23","-46","VIC057114",,,"2023","09",,"Willd.",,,,,,,,,,,"SPLINK","Jundiaí","2023-09-NA",,,,,,,,,,,,,,,,,,"VIC",,"Biral, L.","3183","2021","Schwartsburd, P.B.","2023","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, trilha das jabuticabeiras e volta a base ecologica pela trilha das bromelias",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Adiantum serratodentatum","Willd.","possibly_ok","Pteridaceae","Adiantum serratodentatum","Willd.","species","name accepted","bfo-91855",,,"Adiantum serratodentatum Willd.","Adiantum","Pteridaceae","low","Adiantum serratodentatum"
"speciesLink","VIC","57120","Plantae","Pteridaceae","2021","05","16","Brasil","São Paulo","Jundiaí","UFV","PreservedSpecimen","441","Biral, L.; Freitas, P. .A.","-46","-23","2025-02-07T10:05:30","2779","<nO>Terrestre.</nO>","Adiantum subcordatum","Adiantum","Reserva Biológica Municipal da Serra do Japi, flor, Trilha da Base até a Trilha do Marco Geodésico e depois até Trilha da rua Bauru",,"Biral, L.",,"subcordatum","-23","-46","VIC057120",,,"2021","05",,"Sw.",,,,,,,,,,,"SPLINK","Jundiaí","2021-05-NA",,,,,,,,,,,,,,,,,,"VIC",,"Biral, L.","2779","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Adiantum subcordatum","Sw.","possibly_ok","Pteridaceae","Adiantum subcordatum","Sw.","species","name accepted","bfo-91857",,,"Adiantum subcordatum Sw.","Adiantum","Pteridaceae","low","Adiantum subcordatum"
"speciesLink","HRCB","50157","Plantae","Bromeliaceae","2008","08","22","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.918778","-23.23","2025-06-04T12:50:22","7469","<nO>Remanescente de cultivo, folhas verdes, pedúnculo roxo pruinoso, brácteas rosadas, flores amarelasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Aechmea bromeliifolia","Aechmea","Reserva Biológica Municipal da Serra do Japi, junto a casa abandonada (Cidinho) no início da estrada da Cascalheira",,,,"bromeliifolia","23º13'48,4""S","46º55'07.6""W","HRCB050157",,,,,,"Baker ex Benth. & Hook.f.",,,"960","960",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7469","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, no inicio da estrada da cascalheira",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Aechmea bromeliifolia","(Rudge) Baker","possibly_ok","Bromeliaceae","Aechmea bromeliifolia","(Rudge) Baker","species","name accepted","bfo-5771",,,"Aechmea bromeliifolia (Rudge) Baker","Aechmea","Bromeliaceae","unknown","Aechmea bromeliifolia"
"speciesLink","SHPR","1709","Plantae","Bromeliaceae","2021","05","16","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.95","-23.25","2021-08-20T16:08:13","2777","<nO>Terrestre, inflorescências vermelhas.Habitat: Floresta Estacional Semidecidual com Elementos de Altitude</nO>","Aechmea distichantha","Aechmea","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"distichantha","23°15' S","46°57' W","SHPR001709","América do Sul","Anthophyta","2021","05","exsicata","Lem.",,,,,,,,,,,"SPLINK","Jundiaí","2021-05-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2777","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aechmea distichantha","Lem.","possibly_ok","Bromeliaceae","Aechmea distichantha","Lem.","species","name accepted","bfo-5799",,,"Aechmea distichantha Lem.","Aechmea","Bromeliaceae","low","Aechmea distichantha"
"speciesLink","SHPR","2709","Plantae","Lamiaceae","2021","12","31","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.95","-23.233333","2022-03-23T17:34:20","3171","<nO>Árvore, flores branco-esverdeadas.Habitat: Floresta estacional semidecidual.</nO>","Aegiphila integrifolia","Aegiphila","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"integrifolia","23°14' S","46°57' W","SHPR002709","América do Sul","Anthophyta","2021","12","exsicata","(Jacq.) Moldenke",,,,,,,,,,,"SPLINK","Jundiaí","2021-12-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3171","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aegiphila integrifolia","(Jacq.) Moldenke","possibly_ok","Lamiaceae","Aegiphila integrifolia","(Jacq.) Moldenke","species","name accepted","bfo-23320",,,"Aegiphila integrifolia (Jacq.) Moldenke","Aegiphila","Lamiaceae","low","Aegiphila integrifolia"
"speciesLink","HRCB","48958","Plantae","Fabaceae","2007","12","04","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:01:48","7018","<nO>borda da trilha. Erva, flores amarelasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Aeschynomene","Aeschynomene","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-Base",,,,,"23º13'49,6""S","46º56'08.8""W","HRCB048958",,,,,,,,,"850","850",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7018","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Aeschynomene","L.","indet","Fabaceae","Aeschynomene","L.","genus","name accepted","bfo-22777",,,"Aeschynomene L.","Aeschynomene","Fabaceae","unknown",
"speciesLink","UEC","115004","Plantae","Lauraceae","1998","06","05","Brazil","São Paulo","Jundiaí","UNICAMP","S","2","Leite, EC","-46.25","-23.25","2024-11-25T11:27:25","663","<nO>5m.</nO>","Cinnamomum triplinerve","Cinnamomum","Reserva Biológica Municipal da Serra do Japi.",,"Cardoso-Leite, E",,"triplinerve","-23.25","-46.25","UEC005529",,"Magnoliopsida",,,,"(Ruiz & Pav.) Kosterm.",,,,,,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"UEC",,"Leite, E.C.","663","1998","Cardoso-Leite, E.","n.d.",,"Leite",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aiouea montana","(Sw.) R.Rohde","possibly_ok","Lauraceae","Aiouea montana","(Sw.) R.Rohde","species","replaced synonym","bfo-605125","Aiouea montana","(Sw.) R.Rohde","Aiouea montana (Sw.) R.Rohde","Aiouea","Lauraceae","low","Aiouea montana"
"gbif","UEC","115003","Plantae","Lauraceae","1998","6","7","Brazil","São Paulo",,"UNICAMP","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Leite, EC","-46.25","-23.766667","2024-11-25 11:27:25","723",,"Cinnamomum stenophyllum (Meisn.) Vattimo-Gil","Aiouea","Reserva Biológica Municipal da Serra do Japi.",,"Cardoso-Leite, E",,"stenophyllum",,,,,"Tracheophyta",,,,"(Meisn.) Vattimo",,,,,"Magnoliopsida","Laurales",,,,,"GBIF","Jundiaí",,"Aiouea stenophylla (Meisn.) R.Rohde",,"BR",,,"1998-06-07",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1089063360",,,,"https://specieslink.net/guid/2/115003",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cinnamomum",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Aiouea stenophylla","Cinnamomum stenophyllum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC005536",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Aiouea stenophylla","(Meisn.) R.Rohde","name_w_authors","Lauraceae","Aiouea stenophylla","(Meisn.) R.Rohde","species","replaced synonym","bfo-624398","Aiouea stenophylla","(Meisn.) R.Rohde","Aiouea stenophylla (Meisn.) R.Rohde","Aiouea","Lauraceae","unknown","Aiouea stenophylla"
"speciesLink","HRCB","47711","Plantae","Euphorbiaceae","2007","06","12","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:01:32","6743","<nO>borda da trilha. Árvore ca 15 m, folhas cartáceas, botões verdesHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Alchornea glandulosa","Alchornea","Reserva Biológica Municipal da Serra do Japi, trilha Base/Passarinheiros/Av. Brasil até próximo a Rodovia Bandeirantes/Base",,"Biral, L.",,"glandulosa","23º13'49,6S","46º56'08.8W","HRCB047711",,,"2009","03",,"Poepp.",,,"985","985",,,,,,,"SPLINK","Jundiaí","2009-03-NA",,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6743","2007","Biral, L.","2009",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, brasil ate proximo a rodovia bandeirantes/base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Alchornea glandulosa","Poepp. & Endl.","possibly_ok","Euphorbiaceae","Alchornea glandulosa","Poepp. & Endl.","species","author misspelled","bfo-17456",,,"Alchornea glandulosa Poepp. & Endl.","Alchornea","Euphorbiaceae","low","Alchornea glandulosa"
"speciesLink","SHPR","2672","Plantae","Euphorbiaceae","2021","12","30","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.939722","-23.2325","2023-03-18T15:47:15","3134","<nO>Árvore, frutos imaturos verdes.Habitat: Floresta estacional semidecidual com elementos de altitude.</nO>","Alchornea triplinervia","Alchornea","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"triplinervia","23°13'57"" S","46°56'23"" W","SHPR002672","América do Sul","Anthophyta","2023","02","exsicata","(Spreng.) Müll. Arg.",,,,,,,,,,,"SPLINK","Jundiaí","2023-02-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3134","2021","Biral, L.","2023","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Alchornea triplinervia","(Spreng.) Müll.Arg.","possibly_ok","Euphorbiaceae","Alchornea triplinervia","(Spreng.) Müll.Arg.","species","author misspelled","bfo-17458",,,"Alchornea triplinervia (Spreng.) Müll.Arg.","Alchornea","Euphorbiaceae","low","Alchornea triplinervia"
"speciesLink","HRCB","49623","Plantae","Asteraceae","2008","03","24","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-06-04T12:50:16","7341","<nO>Arbusto ca. 1 m, folhas cartáceas, brácteas verdes, lacínios e flores amarelosHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Viguiera arenaria","Viguiera","Reserva Biológica Municipal da Serra do Japi, trilha Passarinheiros",,"Monge, M.",,"arenaria","23º13'49,6S","46º56'08.8W","HRCB049623",,,"2010","03",,"Baker",,,"985","985",,,,,,,"SPLINK","Jundiaí","2010-03-NA",,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7341","2008","Monge, M.","2010",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aldama arenaria","(Baker) E.E.Schill. & Panero","possibly_ok","Asteraceae","Aldama arenaria","(Baker) E.E.Schill. & Panero","species","replaced synonym","bfo-126122","Aldama arenaria","(Baker) E.E.Schill. & Panero","Aldama arenaria (Baker) E.E.Schill. & Panero","Aldama","Asteraceae","high","Aldama arenaria"
"speciesLink","HRCB","47701","Plantae","Malpighiaceae","2007","06","12","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:03:09","6733","<nO>borda da trilha. Liana, folhas herbáceas, frutos imaturos verdesHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Mascagnia anisopetala","Mascagnia","Reserva Biológica Municipal da Serra do Japi, trilha Base/Passarinheiros/Av. Brasil até próximo a Rodovia Bandeirantes/Base",,,,"anisopetala","23º13'49,6S","46º56'08.8W","HRCB047701",,,,,,"(A.Juss.) Griseb.",,,"985","985",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6733","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, brasil ate proximo a rodovia bandeirantes/base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Alicia anisopetala","(A.Juss.) W.R.Anderson","possibly_ok","Malpighiaceae","Alicia anisopetala","(A.Juss.) W.R.Anderson","species","replaced synonym","bfo-8798","Alicia anisopetala","(A.Juss.) W.R.Anderson","Alicia anisopetala (A.Juss.) W.R.Anderson","Alicia","Malpighiaceae","unknown","Alicia anisopetala"
"speciesLink","UEC","115150","Plantae","Sapindaceae","1999","04","01","Brazil","São Paulo","Jundiaí","UNICAMP","S","2","Cardoso-Leite, E","-46.25","-23.25","2024-11-25T11:34:57","440","<nO>10m.</nO>","Allophylus edulis","Allophylus","Reserva Biológica Municipal da Serra do Japi",,"Cardoso-Leite, E",,"edulis","-23.25","-46.25","UEC159724",,"Magnoliopsida",,,,"(A.St.-Hil., A.Juss. & Cambess.) Radlk.",,,,,,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"UEC",,"Cardoso-Leite, E.","440","1999","Cardoso-Leite, E.","n.d.",,"Cardoso-Leite",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","possibly_ok","Sapindaceae","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","species","name accepted","bfo-20873",,,"Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.","Allophylus","Sapindaceae","low","Allophylus edulis"
"gbif","HRCB","49409","Plantae","Alstroemeriaceae","2008","2","20","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:13:11","7312",,"Alstroemeria cunha Vell.","Alstroemeria","Reserva Biológica Municipal da Serra do Japi Base - Mirante - estrada para DAE - cachoeira das Jabuticabas - Base",,"Biral, L.",,"cunha",,,,,"Tracheophyta",,,,"Vell.",,,,,"Liliopsida","Liliales",,,,,"GBIF","Jundiaí","2008-05-01","Alstroemeria cunha Vell.",,"BR",,,"2008-02-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi base - mirante - estrada para dae - cachoeira das jabuticabas - base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1090694500",,,,"https://specieslink.net/guid/15/49409",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alstroemeria",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Alstroemeria cunha","Alstroemeria cunha","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Alstroemeria cunha","Vell.","name_w_authors","Alstroemeriaceae","Alstroemeria cunha","Vell.","species","name accepted","bfo-4282",,,"Alstroemeria cunha Vell.","Alstroemeria","Alstroemeriaceae","unknown","Alstroemeria cunha"
"speciesLink","SHPR","1654","Plantae","Amaranthaceae","2021","05","15","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.933333","-23.216667","2021-08-20T16:08:10","2722","<nO>Herbácea, inflorescências brancas.Habitat: Floresta Estacional Semidecidual com Elementos de Altitude</nO>","Alternanthera brasiliana","Alternanthera","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"brasiliana","23°13' S","46°56' W","SHPR001654","América do Sul","Anthophyta","2021","05","exsicata","(L.) Kuntze",,,,,,,,,,,"SPLINK","Jundiaí","2021-05-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2722","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Alternanthera brasiliana","(L.) Kuntze","possibly_ok","Amaranthaceae","Alternanthera brasiliana","(L.) Kuntze","species","name accepted","bfo-4302",,,"Alternanthera brasiliana (L.) Kuntze","Alternanthera","Amaranthaceae","low","Alternanthera brasiliana"
"speciesLink","SHPR","2726","Plantae","Amaranthaceae","2021","12","31","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.95","-23.233333","2022-08-29T23:10:21","3188","<nO>Trepadeira, frutos verdes.Habitat: Floresta estacional semidecidual.</nO>","Alternanthera rufa","Alternanthera","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"rufa","23°14' S","46°57' W","SHPR002726","América do Sul","Anthophyta","2022","08","exsicata","(Mart.) D. Dietr.",,,,,,,,,,,"SPLINK","Jundiaí","2022-08-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3188","2021","Biral, L.","2022","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Alternanthera rufa","(Mart.) D.Dietr.","possibly_ok","Amaranthaceae","Alternanthera rufa","(Mart.) D.Dietr.","species","author misspelled","bfo-15405",,,"Alternanthera rufa (Mart.) D.Dietr.","Alternanthera","Amaranthaceae","low","Alternanthera rufa"
