"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","continentocean","phylum","class","order","occurrenceRemarks","verbatimLatitude","verbatimLongitude","barcode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relationshiptype","relatedcatalogitem","individualcount","preparationtype","fieldNumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SP","290075","Schoepfia brasiliensis","Plantae","Schoepfiaceae","Schoepfia","1986","06","28","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","IBt","PreservedSpecimen",,,,,"1","brasiliensis","Baitello, JB","-52.16","-22.530001","2023-12-01T09:16:21","A.DC.","185",,,,,,"0","0",,,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"SP",,"Baitello, J.B.","185","1986","s.n.","n.d.",,"Baitello",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Schoepfia brasiliensis","A.DC.","possibly_ok","Schoepfiaceae","Schoepfia brasiliensis","A.DC.","species","name accepted","bfo-116347",,,"Schoepfia brasiliensis A.DC.","Schoepfia","Schoepfiaceae","unknown","Schoepfia brasiliensis"
"gbif","US",,"Scleria P.J.Bergius","Plantae","Cyperaceae","Scleria","2018","5","9","Brazil","São Paulo",,"Municipio Teodoro Sampaio; Parque Estadual Morro do Diabo. Trail west of entrance to Morro do Diabo",,"US","MACHINE_OBSERVATION",,,,,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",,"P. Acevedo-Rodriguez, M. Campos, C. de Almeida & L. C. Seidineer","-52.359","-22.5036","2022-09-27 16:12:00",,"16857",,"Tracheophyta","Liliopsida","Poales",,,,,"290.0",,,,,,,,"GBIF",,,"Scleria P.J.Bergius",,"BR",,"NMNH Extant Biology","2018-05-09",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality","2236039163","urn:lsid:biocol.org:col:15463",,,"http://n2t.net/ark:/65665/3a9f7be4d-cbe5-4613-8d37-481a5f79276e",,,,,"PRESENT",,,,,,,,,,,,,,"GPS",,,,,,,,,,,,,,,,,"Scleria",,,,,,"821cc27a-e3bb-4bc5-ac34-89ada245069d",,"StillImage",TRUE,FALSE,,"Scleria sp.","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE","https://collections.nmnh.si.edu/media/?i=13075527",,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Scleria","P.J.Bergius","name_w_authors","Cyperaceae","Scleria","P.J.Bergius","genus","name accepted","bfo-7290",,,"Scleria P.J.Bergius","Scleria","Cyperaceae","unknown",
"speciesLink","SP","289453","Scoparia dulcis","Plantae","Plantaginaceae","Scoparia","1994","12","06","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, estrada para o Caldeirão","54606","IBt","PreservedSpecimen","Souza, VC","2003",,,"1","dulcis","Franco, GADC","-52.16","-22.530001","2025-04-04T11:49:44","L.","1297",,,,,,"0","0",,,,,,,,,,"SPLINK","Teodoro Sampaio","2003-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Franco, G.A.D.C.","1297","1994","Souza, V.C.","2003",,"Franco",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada para o caldeirao",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Scoparia dulcis","L.","possibly_ok","Plantaginaceae","Scoparia dulcis","L.","species","name accepted","bfo-12920",,,"Scoparia dulcis L.","Scoparia","Plantaginaceae","medium","Scoparia dulcis"
"speciesLink","FUEL","14412","Sebastiania","Plantae","Euphorbiaceae","Sebastiania","1994","06","04","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","UEL","PreservedSpecimen",,,,,"48",,"Salmazi, LB","-52.16","-22.530001","2024-12-05T15:05:23",,"s.n.",,"Tracheophyta",,"Malpighiales","<nO>Arboreo 3,0m alt; fruto verde. Trilha do Morro do Diabo.</nO>","0","0",,"0","0",,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"FUEL",,"Salmazi, L.B.","s.n.","1994","s.n.","n.d.",,"Salmazi",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Sebastiania","Spreng.","indet","Euphorbiaceae","Sebastiania","Spreng.","genus","name accepted","bfo-17669",,,"Sebastiania Spreng.","Sebastiania","Euphorbiaceae","unknown",
"speciesLink","MACK","562","Seguieria guaranitica","Plantae","Phytolaccaceae","Seguieria","1991","02","05","Brasil","SP","Teodoro Sampaio","Parque Estadual do Morro do Diabo, divisa com a região de Pedro Bil","54606","UPM","PreservedSpecimen","G. A. D. C. Franco","1997","02","24","427","guaranitica","H. H. Faria","-52.1599998474121","-22.5300006866455","2020-01-20T14:40:47","Speg.","146",,,,,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio","1997-02-24",,,,,,,,,,,,,,,,,,"MACK",,"Faria, H.H.","146","1991","Franco, G.A.D.C.","1997",,"Faria",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Seguieria aculeata","Jacq.","possibly_ok","Phytolaccaceae","Seguieria aculeata","Jacq.","species","replaced synonym","bfo-12585","Seguieria aculeata","Jacq.","Seguieria aculeata Jacq.","Seguieria","Phytolaccaceae","medium","Seguieria aculeata"
"speciesLink","SPF","211790","Seguieria americana","Plantae","Phytolaccaceae","Seguieria","2012","05","19","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo",,"USP","PreservedSpecimen","Akemi-Borges, I","2019","07",,"7","americana","Ceccantini, GCT","-52.302361","-22.584694","2024-01-30T15:23:07","L.","3664",,,,,,"-22.584694","-52.302361","SPF00211790","349","349",,,,,,,"SPLINK","Teodoro Sampaio","2019-07-NA",,,,,,,,,,,,,,,,,,"SPF",,"Ceccantini, G.C.T.","3664","2012","Akemi-Borges, I.","2019",,"Ceccantini",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Seguieria americana","L.","possibly_ok","Phytolaccaceae","Seguieria americana","L.","species","name accepted","bfo-12586",,,"Seguieria americana L.","Seguieria","Phytolaccaceae","low","Seguieria americana"
"gbif","Tropicos","3382050","Selaginella muscosa Spring","Plantae","Selaginellaceae","Selaginella","1995","1","17","Brazil","São Paulo",,"Mun. Teodoro Sampáio. Região do Pontal do Paranapanema, Parque Estadual Morro do Diabo, CA 17 km da Cidade, Rodovia SP 613/Teodoro Sampaio Rosana, ca 5 km da Rodovia pela trilha, Córrego Caldeirão.",,"MO","PRESERVED_SPECIMEN",,,,,"http://biocol.org/urn:lsid:biocol.org:col:15859","muscosa","M.R. Silva","-52.18333","-22.53333","2013-12-22 20:33:00","Spring","1599",,"Tracheophyta","Lycopodiopsida","Selaginellales",,,,,"350.00000000","450.00000000",,,,,,,"GBIF",,,"Selaginella muscosa Spring","http://www.tropicos.org/Specimen/3382050","BR",,"Tropicos","1995-01-17",,,,,,"ACCEPTED","SPECIES","PhysicalObject",,,,,,,,,,,,,,"brazil","sao paulo","deteodoro sampaio","parque estadual morro do diabo, rodovia sp 613/teodoro sampaio rosana, ca 5 km da rodovia pela trilha",,"locality","brazil_sao paulo_deteodoro sampaio","brazil_sao paulo",-22.2584562,-48.7420254,"state","1260793482",,,,"urn:catalog:MO:Tropicos:3382050",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,"26614325",,,,,,,,,,,"Selaginella",,,,,,"7bd65a7a-f762-11e1-a439-00145eb45e9a",,"StillImage",TRUE,FALSE,"Selaginella muscosa","Selaginella muscosa Spring","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Selaginella muscosa","Spring","name_w_authors","Selaginellaceae","Selaginella muscosa","Spring","species","name accepted","bfo-92097",,,"Selaginella muscosa Spring","Selaginella","Selaginellaceae","unknown","Selaginella muscosa"
"user","RB","RB00938460","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger","Plantae","Leguminosae","Senegalia","2014","5","21","Brasil","São Paulo",,"Parque Estadual Morro do Diabo.",,"JBRJ","Preserved Specimen","Vanessa Terra &  D.S. Seigler",,,,,"loretensis","G.D. Colletta; T.B. Flores; R.M. Barroso",,,,"(J.F.Macbr.) Seigler & Ebinger","1597",,,,,,,,,,,,,,,,,,"Teodoro Sampaio","2018-3",,,"BR",,,"2014-05-21",,,,,,,"sp.","Physical Object",,,,"RB",,"Colletta, G.D.","1597","2014","Terra, V.","2018","Flores, T.B.; Barroso, R.M.","Colletta","Seigler, D.S.","brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,"urn:catalog:JBRJ:RB:938460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/93/84/60/00938460.jpg",,,,,,,,,,,,,,,,,,,"2018-03-22 09:37:35+00","Angiospermas","brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Senegalia loretensis","(J.F.Macbr.) Seigler & Ebinger","name_w_authors","Fabaceae","Senegalia loretensis","(J.F.Macbr.) Seigler & Ebinger","species","name accepted","bfo-105182",,,"Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger","Senegalia","Fabaceae","low","Senegalia loretensis"
"speciesLink","SPF","98095","Senegalia polyphylla","Plantae","Leguminosae","Senegalia","1994","06","22","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","USP","PreservedSpecimen","Queiroz, LP","2009","12",,"7","polyphylla","Esteves, R","-52.16","-22.530001","2023-12-20T16:01:58","(DC.) Britton & Rose","94",,,,,,"0","0","SPF00098095",,,,,,,,,"SPLINK","Teodoro Sampaio","2009-12-NA",,,,,,,,,,,,,,,,,,"SPF",,"Esteves, R.","94","1994","Queiroz, L.P.","2009",,"Esteves",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Senegalia polyphylla","(DC.) Britton & Rose","possibly_ok","Fabaceae","Senegalia polyphylla","(DC.) Britton & Rose","species","name accepted","bfo-101015",,,"Senegalia polyphylla (DC.) Britton & Rose","Senegalia","Fabaceae","high","Senegalia polyphylla"
"speciesLink","SP","309829","Acacia tenuifolia","Plantae","Fabaceae","Acacia","1994","06","21","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do estreito, solo arenoso","54606","IBt","PreservedSpecimen","Mamede, MCH","2008","12",,"1","tenuifolia","Pastore, JA","-52.16","-22.530001","2021-12-09T11:06:02","(L.) Willd.","530",,,,,,"0","0","SP025131",,,,,,,,,"SPLINK","Teodoro Sampaio","2008-12-NA",,,,,,,,,,,,,,,,,,"SP",,"Pastore, J.A.","530","1994","Mamede, M.C.H.","2008",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do estreito",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Senegalia tenuifolia","(L.) Britton & Rose","possibly_ok","Fabaceae","Senegalia tenuifolia","(L.) Britton & Rose","species","replaced synonym","bfo-101020","Senegalia tenuifolia","(L.) Britton & Rose","Senegalia tenuifolia (L.) Britton & Rose","Senegalia","Fabaceae","low","Senegalia tenuifolia"
"speciesLink","UEC","79723","Senegalia velutina","Plantae","Fabaceae","Senegalia","1994","06","04","Brazil","São Paulo","Teodoro Sampaio","Brasil, São Paulo, Teodoro Sampaio, Parque Estadual Morro do Diabo.","54606","UNICAMP","S","Tamashiro, JY","2013","02",,"2","velutina","Sanches, AC; et al.","-52.16","-22.530001","2025-04-07T10:56:11","(A.DC.) Seigler & Ebinger","s.n.",,"Magnoliopsida",,,"<nO>Árvore 3m altura, frutos maduros castanhos.</nO>","0","0","UEC080870",,,,,,,,,"SPLINK","Teodoro Sampaio","2013-02-NA",,,,,,,,,,,,,,,,,,"UEC",,"Sanches, A.C.","s.n.","1994","Tamashiro, J.Y.","2013",,"Sanches",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Senegalia velutina","(DC.) Seigler & Ebinger","possibly_ok","Fabaceae","Senegalia velutina","(DC.) Seigler & Ebinger","species","author misspelled","bfo-101022",,,"Senegalia velutina (DC.) Seigler & Ebinger","Senegalia","Fabaceae","high","Senegalia velutina"
"speciesLink","IAN","176993","Senna macranthera","Plantae","Leguminosae-Caesalp.","Senna","1987","12","10","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, região de Tolosa. Sede.","54606","EAO","PreservedSpecimen","Souza, VC; Romão, GO","1999",,,"623","macranthera","Albernaz, A.L.K.M.","-52.16","-22.530001","2025-04-25T15:14:29","(DC. ex Collad.) H.S. Irwin & Barneby","s.n.",,"Dicotiledônea",,,,,,"IAN176993",,,,,,,,,"SPLINK","Teodoro Sampaio","1999-NA-NA",,,,,,,,,,,,,,,,,,"IAN",,"Albernaz, A.L.K.M.","s.n.","1987","Souza, V.C.","1999",,"Albernaz","Romao, G.O.","brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Senna macranthera","(DC. ex Collad.) H.S.Irwin & Barneby","possibly_ok","Fabaceae","Senna macranthera","(DC. ex Collad.) H.S.Irwin & Barneby","species","author misspelled","bfo-28201",,,"Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby","Senna","Fabaceae","high","Senna macranthera"
"user","RB","RB00738469","Senna rugosa (G.Don) H.S.Irwin & Barneby","Plantae","Leguminosae","Senna","1992","1","22","Brasil","São Paulo",,"Parque Estadual do Morro do Diabo.",,"JBRJ","Preserved Specimen","J.A. Pastore",,,,,"rugosa","H.H. Faria",,,,"(G.Don) H.S.Irwin & Barneby","117",,,,,,,,,,,,,,,,,,"Teodoro Sampaio","2009-1-22",,,"BR",,,"1992-01-22",,,,,,,"sp.","Physical Object",,,,"RB",,"Faria, H.H.","117","1992","Pastore, J.A.","2009",,"Faria",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,"urn:catalog:JBRJ:RB:738469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/73/84/69/00738469.jpg",,,,,,,,,,,,,,,,,,,"2014-07-08 00:28:11+00","Angiospermas","brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Senna rugosa","(G.Don) H.S.Irwin & Barneby","name_w_authors","Fabaceae","Senna rugosa","(G.Don) H.S.Irwin & Barneby","species","name accepted","bfo-83716",,,"Senna rugosa (G.Don) H.S.Irwin & Barneby","Senna","Fabaceae","low","Senna rugosa"
"speciesLink","SP","301723","Serjania caracasana","Plantae","Sapindaceae","Serjania","1994","06","22","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do 7000.","54606","IBt","PreservedSpecimen","Ferrucci, MS","2003",,,"1","caracasana","Baitello, JB","-52.16","-22.530001","2021-12-09T11:19:28","(Jacq.) Willd.","670",,,,,,"0","0","SP047002",,,,,,,,,"SPLINK","Teodoro Sampaio","2003-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Baitello, J.B.","670","1994","Ferrucci, M.S.","2003",,"Baitello",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do 7000",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Serjania caracasana","(Jacq.) Willd.","possibly_ok","Sapindaceae","Serjania caracasana","(Jacq.) Willd.","species","name accepted","bfo-20941",,,"Serjania caracasana (Jacq.) Willd.","Serjania","Sapindaceae","high","Serjania caracasana"
"speciesLink","ESA","129157","Serjania fuscifolia","Plantae","Sapindaceae","Serjania","2014",,,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","ESALQ","PreservedSpecimen","Acevedo, P.","2020",,,"8","fuscifolia","Colletta, G.D.","-52.16","-22.530001","2025-03-13T16:59:35","Radlk.","1573",,,,,"<nO>Árvore Silica col: Pote 51 - Pacote 3</nO>",,,"ESA129157",,,,,,,,,"SPLINK","Teodoro Sampaio","2020-NA-NA",,,,,,,,,,,,,,,,,,"ESA",,"Colletta, G.D.","1573","2014","Acevedo, P.","2020",,"Colletta",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serjania fuscifolia","Radlk.","possibly_ok","Sapindaceae","Serjania fuscifolia","Radlk.","species","name accepted","bfo-20952",,,"Serjania fuscifolia Radlk.","Serjania","Sapindaceae","high","Serjania fuscifolia"
"speciesLink","RBR","32529","Serjania hebecarpa","Plantae","Sapindaceae","Serjania","1990","5","29","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, estrada do 7000","54606","UFRRJ","PreservedSpecimen","G.V. Somner","1992","9","15","510","hebecarpa","J.A. Pastore","-52.16","-22.530001","2025-06-01T12:01:56","Benth.","310",,,,,,,,"RBR00032529",,,,,,,,,"SPLINK","Teodoro Sampaio","1992-9-15",,,,,,,,,,,,,,,,,,"RBR",,"Pastore, J.A.","310","1990","Somner, G.V.","1992",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo, estrada do 7000",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Serjania hebecarpa","Benth.","possibly_ok","Sapindaceae","Serjania hebecarpa","Benth.","species","name accepted","bfo-20956",,,"Serjania hebecarpa Benth.","Serjania","Sapindaceae","high","Serjania hebecarpa"
"speciesLink","SPF","211782","Serjania laruotteana","Plantae","Sapindaceae","Serjania","2012","05","18","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo",,"USP","PreservedSpecimen","Acevedo, P","2018","10",,"7","laruotteana","Ceccantini, GCT","-52.190639","-22.581722","2024-01-30T15:24:08","Cambess.","3642",,,,,,"-22.581722","-52.190639","SPF00211782","263","263",,,,,,,"SPLINK","Teodoro Sampaio","2018-10-NA",,,,,,,,,,,,,,,,,,"SPF",,"Ceccantini, G.C.T.","3642","2012","Acevedo, P.","2018",,"Ceccantini",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serjania laruotteana","Cambess.","possibly_ok","Sapindaceae","Serjania laruotteana","Cambess.","species","name accepted","bfo-20960",,,"Serjania laruotteana Cambess.","Serjania","Sapindaceae","high","Serjania laruotteana"
"speciesLink","SP","301624","Serjania meridionalis","Plantae","Sapindaceae","Serjania","1994","06","23","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do Porto Angelim próximo ao Córrego da Onça.","54606","IBt","PreservedSpecimen","Ferrucci, MS","2003",,,"1","meridionalis","Aguiar, OT","-52.16","-22.530001","2021-12-09T11:19:31","Cambess.","478",,,,,,"0","0","SP047351",,,,,,,,,"SPLINK","Teodoro Sampaio","2003-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Aguiar, O.T.","478","1994","Ferrucci, M.S.","2003",,"Aguiar",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do porto angelim proximo ao corrego da onca",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Serjania meridionalis","Cambess.","possibly_ok","Sapindaceae","Serjania meridionalis","Cambess.","species","name accepted","bfo-20964",,,"Serjania meridionalis Cambess.","Serjania","Sapindaceae","high","Serjania meridionalis"
"speciesLink","SP","301722","Serjania reticulata","Plantae","Sapindaceae","Serjania","1994","06","21","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do Estreito.","54606","IBt","PreservedSpecimen","Ferrucci, MS","2009",,,"1","reticulata","Pastore, JA","-52.16","-22.530001","2021-12-09T11:19:33","Cambess.","526",,,,,,"0","0","SP047541",,,,,,,,,"SPLINK","Teodoro Sampaio","2009-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Pastore, J.A.","526","1994","Ferrucci, M.S.","2009",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do estreito",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Serjania reticulata","Cambess.","possibly_ok","Sapindaceae","Serjania reticulata","Cambess.","species","name accepted","bfo-20976",,,"Serjania reticulata Cambess.","Serjania","Sapindaceae","high","Serjania reticulata"
