"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","continentocean","preparationtype","class","order","infraspecificEpithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,,"21934","Sapium glandulosum (L.) Morong","Plantae","Euphorbiaceae","Sapium",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"glandulosum","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Malpighiales",,,"GBIF","Gália",,"Sapium glandulosum (L.) Morong",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831145",,,,"219340117","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"8166438",,,,,,,,,,,"Sapium",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Sapium glandulosum","Sapium glandulosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Sapium glandulosum","(L.) Morong","name_w_authors","Euphorbiaceae","Sapium glandulosum","(L.) Morong","species","name accepted","bfo-17664",,,"Sapium glandulosum (L.) Morong","Sapium","Euphorbiaceae","unknown","Sapium glandulosum"
"speciesLink","SPF00211802","SPF","211802","Savia dictyocarpa","Plantae","Phyllanthaceae","Savia","2013","12","13","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","Cordeiro, I","2020","06","-22.379083","-49.682972","7","dictyocarpa","Ceccantini, GCT; Ifanger, ER; Baldaconi, G; Teixeira-Costa, L; Jardim, PCA","-49.682972","-22.379083","2024-01-30T15:23:07","Müll.Arg.","4039","<nO>Estéril. Galhos enraizando. H = 10,86 m. DAP = 12,3 cm. Coleta de discos para xiloteca.</nO>",,,,,,,,,,,"SPLINK","Gália","2020-06-NA",,,,,,,,,,,,,,,,,,"SPF",,"Ceccantini, G.C.T.","4039","2013","Cordeiro, I.","2020","Ifanger, E.R.; Baldaconi, G.; Teixeira-Costa, L.; Jardim, P.C.A.","Ceccantini",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Savia dictyocarpa","Müll.Arg.","possibly_ok","Phyllanthaceae","Savia dictyocarpa","Müll.Arg.","species","name accepted","bfo-38584",,,"Savia dictyocarpa Müll.Arg.","Savia","Phyllanthaceae","high","Savia dictyocarpa"
"gbif",,,"21934","Schizolobium parahyba (Vell.) S.F.Blake","Plantae","Fabaceae","Schizolobium",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"parahyba","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Fabales",,,"GBIF","Gália",,"Schizolobium parahyba (Vell.) S.F.Blake",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967832043",,,,"219340119","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"570558",,,,,,,,,,,"Schizolobium",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Schizolobium parahyba","Schizolobium parahyba","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Schizolobium parahyba","(Vell.) Blake","name_w_authors","Fabaceae","Schizolobium parahyba","(Vell.) Blake","species","author misspelled","bfo-23143",,,"Schizolobium parahyba (Vell.) Blake","Schizolobium","Fabaceae","unknown","Schizolobium parahyba"
"speciesLink","SHPR000258","SHPR","258","Scleria panicoides","Plantae","Cyperaceae","Scleria","2018","08","06","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus.","UTFPR-SL","Anthophyta","PreservedSpecimen","Biral, L.","2021","03","22º42'39"" S","49º41'37"" W","667","panicoides","Biral, L.","-49.693611","-22.710833","2021-04-12T10:07:58","Kunth","1394","<nO>Herbácea, inflorescências verdes.Habitat: Floresta estacional semidecidual.</nO>",,"620","620",,"América do Sul","exsicata",,,,,"SPLINK","Gália","2021-03-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","1394","2018","Biral, L.","2021",,"Biral",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Scleria panicoides","Kunth","possibly_ok","Cyperaceae","Scleria panicoides","Kunth","species","name accepted","bfo-7310",,,"Scleria panicoides Kunth","Scleria","Cyperaceae","low","Scleria panicoides"
"gbif",,,"21933","Seguieria americana L.","Plantae","Phytolaccaceae","Seguieria",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"americana","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-28",,,,,,,,,,"Magnoliopsida","Caryophyllales",,,"GBIF","Gália",,"Seguieria americana L.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831126",,,,"219330118","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21827",,,,,,,,,,,,,"9401952",,,,,,,,,,,"Seguieria",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Seguieria americana","Seguieria americana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Seguieria americana","L.","name_w_authors","Phytolaccaceae","Seguieria americana","L.","species","name accepted","bfo-12586",,,"Seguieria americana L.","Seguieria","Phytolaccaceae","unknown","Seguieria americana"
"speciesLink",,"SPFW","5413","Sem Identificação De Família","Plantae","Sem Identificação De Família",,"2013","09","13","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus","USP",,"PreservedSpecimen",,,,"22º22'55,6''S","49º40'46,8''W","20",,"Ceccantini, G.C.T. Locosselli, G.M.; Krottenthaler, S.; Broschek, H.; Pitch, P.; Anhuf, D.","-49.679667","-22.382111","2021-05-14T17:00:36",,"3981","<nO>Anacardiaceae / Lauraceae</nO>",,"593","593",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFw","xylarium","Ceccantini, G.C.T.L.M.","3981","2013","s.n.","n.d.","Krottenthaler, S.; Broschek, H.; Pitch, P.; Anhuf, D.","Ceccantini",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Sem","Identificação De Família","name_w_authors",,"Sem","Identificação De Família","genus","not found",,,,"Sem Identificação De Família","Sem","Asteraceae","unknown",
"speciesLink","SP118194","SP","310117","Senegalia hatschbachii","Plantae","Fabaceae","Senegalia","1994","07","07","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, Estação Ecológica Olavo Amaral Ferraz","IBt",,"PreservedSpecimen","Seigler, DS; Ribeiro, PG","2018","02","0","0","1","hatschbachii","Pirani, JR; et al.","-49.549999","-22.290001","2024-06-28T08:58:09","Seigler, Ebinger & P.G.Ribeiro","3265",,,,,"23314",,,,,,,"SPLINK","Gália","2018-02-NA",,,,,,,,,,,,,,,,,,"SP",,"Pirani, J.R.","3265","1994","Seigler, D.S.","2018",,"Pirani","Ribeiro, P.G.","brazil","sao paulo","galia","estacao ecologica de caetetus, estacao ecologica olavo amaral ferraz",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Senegalia hatschbachii","Seigler, Ebinger & P.G. Ribeiro","possibly_ok","Fabaceae","Senegalia hatschbachii","Seigler, Ebinger & P.G. Ribeiro","species","author misspelled","bfo-133905",,,"Senegalia hatschbachii Seigler, Ebinger & P.G. Ribeiro","Senegalia","Fabaceae","high","Senegalia hatschbachii"
"speciesLink","VIC046406","VIC","46406","Senegalia loretensis","Plantae","Fabaceae","Senegalia","1999","06",,"Brasil","São Paulo","Gália","Estação Ecológica de Caetetus.","UFV","Plantae","PreservedSpecimen","Terra, V.","2014","03","-22","-49","441","loretensis","M.R.Gorenstein","-49","-22","2025-02-07T10:07:06","(J.F.Macbr.) Seigler & Ebinger","5096","<nO>Floresta Estacional Semidecidual.; Floresta Estacional Semidecidual.</nO>",,,,,,,,,,,"SPLINK","Gália","2014-03-NA",,,,,,,,,,,,,,,,,,"VIC",,"Gorenstein, M.R.","5096","1999","Terra, V.","2014",,"Gorenstein",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Senegalia loretensis","(J.F.Macbr.) Seigler & Ebinger","possibly_ok","Fabaceae","Senegalia loretensis","(J.F.Macbr.) Seigler & Ebinger","species","name accepted","bfo-105182",,,"Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger","Senegalia","Fabaceae","low","Senegalia loretensis"
"gbif",,"HRCB","49789","Acacia plumosa Colla","Plantae","Fabaceae","Piptadenia","2002","8","8","Brasil","São Paulo",,"Estação Ecológica dos Caetetus","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN","Udulutsch, R.G.",,,,,"https://specieslink.net/col/15","plumosa","Udulutsch, R.G.",,,"2024-12-18 09:15:51","Mart. ex Colla","869",,,,,,,,"Magnoliopsida","Fabales",,,"GBIF","Gália","2002-08-08","Piptadenia trisperma (Vell.) Benth.",,"BR",,,"2002-08-08",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality","1090694639",,,,"https://specieslink.net/guid/15/49789",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acacia",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,FALSE,FALSE,"Piptadenia trisperma","Acacia plumosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Senegalia lowei","(L.Rico) Seigler & Ebinger","name_w_authors","Fabaceae","Senegalia lowei","(L.Rico) Seigler & Ebinger","species","author misspelled|replaced synonym","bfo-103531","Senegalia lowei","(L.Rico) Seigler & Ebinger","Senegalia lowei (L.Rico) Seigler & Ebinger","Senegalia","Fabaceae","unknown","Senegalia lowei"
"user",,"RB","RB00605988","Senegalia aff. parviceps (Speg.) Seigler & Ebinger","Plantae","Leguminosae","Senegalia","1994","7","7","Brasil","São Paulo",,"Estação Ecológica de Caetetus ( Estação Ecológica Olavo Amaral Ferraz ) Mata mesófila semidecidua, com muitas guaraiuvas.","JBRJ",,"Preserved Specimen","Michel Barros",,,,,,"parviceps","J.R.Pirani; I.Cordeiro & R.f.Garcia",,,,"(Speg.) Seigler & Ebinger","3265",,,,,,,,,,,,,"Gália","2010-1-18",,,"BR",,,"1994-07-07",,,,,,,"sp.","Physical Object",,,,"RB",,"Pirani, J.R.","3265","1994","Barros, M.","2010","Cordeiro, I.; Garcia, R.F.","Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus, estacao ecologica olavo amaral ferraz, mata mesofila semidecidua",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,"urn:catalog:JBRJ:RB:605988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/60/59/88/00605988.jpg",,,,,,,,,,,,,,,,,,,"2014-07-07 20:20:25+00","Angiospermas","brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Senegalia parviceps","(Speg.) Seigler & Ebinger","affinis|name_w_authors","Fabaceae","Senegalia parviceps","(Speg.) Seigler & Ebinger","species","name accepted","bfo-105184",,,"Senegalia parviceps (Speg.) Seigler & Ebinger","Senegalia","Fabaceae","low","Senegalia parviceps"
"speciesLink","HRCB049788","HRCB","49788","Acacia polyphylla","Plantae","Fabaceae","Acacia","2002","08","08","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","UNESP-RC",,"PreservedSpecimen","Udulutsch, R.G.","2002","08",,,"15","polyphylla","Udulutsch, R.G.","-49.549999","-22.290001","2025-02-04T08:01:48","DC.","820","<nO>Liana. Frutos imaturos verdes. Coleta realizada na borda do fragmento florestalHabitat: Floresta estadual semidecídua</nO>","08",,,"23314",,,,,,,"SPLINK","Gália","2002-08-08",,,,,,,,,,,,,,,,,,"HRCB",,"Udulutsch, R.G.","820","2002","Udulutsch, R.G.","2002",,"Udulutsch",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Senegalia polyphylla","(DC.) Britton & Rose","possibly_ok","Fabaceae","Senegalia polyphylla","(DC.) Britton & Rose","species","replaced synonym","bfo-101015","Senegalia polyphylla","(DC.) Britton & Rose","Senegalia polyphylla (DC.) Britton & Rose","Senegalia","Fabaceae","low","Senegalia polyphylla"
"speciesLink","UEC080845","UEC","071610","Senegalia tucumanensis","Plantae","Fabaceae","Senegalia","1994","07","07","Brazil","São Paulo","Gália","BRASIL; SÃO PAULO; Mun. Gália. Estação Ecológica de Caetetus (Estação Ecológica Olavo Amaral Ferraz).","UNICAMP","Magnoliopsida","S","Tamashiro, JY","2013","02","-22.25","-49.5","2","tucumanensis","Pirani, JR; Cordeiro, I; Garcia, RF","-49.5","-22.25","2025-04-07T10:56:11","(Griseb.) Seigler & Ebinger","3265","<nO>Liana da orla da mata. Futos. Pêndulos verdes a secos. Mata mesófila semidecídua, com muitas guaraiuvas.; Mata mesófila semidecídua, com muitas guaraiuvas.</nO>",,,,,,,,,,,"SPLINK","Gália","2013-02-NA",,,,,,,,,,,,,,,,,,"UEC",,"Pirani, J.R.","3265","1994","Tamashiro, J.Y.","2013","Cordeiro, I.; Garcia, R.F.","Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus, estacao ecologica olavo amaral ferraz",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Senegalia tucumanensis","(Griseb.) Seigler & Ebinger","possibly_ok","Fabaceae","Senegalia tucumanensis","(Griseb.) Seigler & Ebinger","species","name accepted","bfo-101021",,,"Senegalia tucumanensis (Griseb.) Seigler & Ebinger","Senegalia","Fabaceae","high","Senegalia tucumanensis"
"gbif",,,"21934","Senna multijuga (Rich.) H.S.Irwin & Barneby","Plantae","Fabaceae","Senna",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"multijuga","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Fabales",,,"GBIF","Gália",,"Senna multijuga (Rich.) H.S.Irwin & Barneby",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967837156",,,,"219340121","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"615857",,,,,,,,,,,"Senna",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Senna multijuga","Senna multijuga","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Senna multijuga","(Rich.) H.S.Irwin & Barneby","name_w_authors","Fabaceae","Senna multijuga","(Rich.) H.S.Irwin & Barneby","species","name accepted","bfo-23157",,,"Senna multijuga (Rich.) H.S.Irwin & Barneby","Senna","Fabaceae","unknown","Senna multijuga"
"speciesLink","SP047003","SP","301582","Serjania caracasana","Plantae","Sapindaceae","Serjania","1994","07","07","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, Estação Ecológica de Caetetus (Estação Ecológica Olavo Amaral Ferraz).","IBt",,"PreservedSpecimen","Ferrucci, MS","2009",,"0","0","1","caracasana","Pirani, JR; Cordeiro, I; Garcia, RF","-49.549999","-22.290001","2021-12-09T11:19:28","(Jacq.) Willd.","3275",,,,,"23314",,,,,,,"SPLINK","Gália","2009-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Pirani, J.R.","3275","1994","Ferrucci, M.S.","2009","Cordeiro, I.; Garcia, R.F.","Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus, estacao ecologica olavo amaral ferraz",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Serjania caracasana","(Jacq.) Willd.","possibly_ok","Sapindaceae","Serjania caracasana","(Jacq.) Willd.","species","name accepted","bfo-20941",,,"Serjania caracasana (Jacq.) Willd.","Serjania","Sapindaceae","high","Serjania caracasana"
"speciesLink","SP047264","SP","301581","Serjania laruotteana","Plantae","Sapindaceae","Serjania","1994","07","07","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, Estação Ecológica de Caetetus (E.E. Olavo Amaral Ferraz).","IBt",,"PreservedSpecimen","Ferrucci, MS","2009",,"0","0","1","laruotteana","Pirani, JR; Garcia, RF","-49.549999","-22.290001","2021-12-09T11:19:31","Cambess.","s.n.",,,,,"23314",,,,,,,"SPLINK","Gália","2009-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Pirani, J.R.","s.n.","1994","Ferrucci, M.S.","2009","Garcia, R.F.","Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serjania laruotteana","Cambess.","possibly_ok","Sapindaceae","Serjania laruotteana","Cambess.","species","name accepted","bfo-20960",,,"Serjania laruotteana Cambess.","Serjania","Sapindaceae","high","Serjania laruotteana"
"speciesLink","SP047349","SP","301583","Serjania meridionalis","Plantae","Sapindaceae","Serjania","1994","07","05","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, Estação Ecológica de Caetetus (E.E. Olavo Amaral Ferraz). Estrada do Paraíso (estrada principal).","IBt",,"PreservedSpecimen","Ferrucci, MS","2009",,"0","0","1","meridionalis","Pirani, JR; Garcia, RF","-49.549999","-22.290001","2021-12-09T11:19:31","Cambess.","s.n.",,,,,"23314",,,,,,,"SPLINK","Gália","2009-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Pirani, J.R.","s.n.","1994","Ferrucci, M.S.","2009","Garcia, R.F.","Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus, estrada do paraiso, estrada principal",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Serjania meridionalis","Cambess.","possibly_ok","Sapindaceae","Serjania meridionalis","Cambess.","species","name accepted","bfo-20964",,,"Serjania meridionalis Cambess.","Serjania","Sapindaceae","high","Serjania meridionalis"
"speciesLink","SPFR015222","SPFR","15222","Serjania multiflora","Plantae","Sapindaceae","Serjania","2011","07","20","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus","FFCLRP",,"PreservedSpecimen","Silva, K.F.","2012",,"22o22'33,7""S","49o40'19,9""W","455","multiflora","Rocha-Filho, L.C.","-49.671944","-22.375833","2025-05-13T17:38:54","Cambess.","14","<nO>Liana, flores brancasBorda da mata</nO>",,"687","687",,,,,,,,"SPLINK","Gália","2012-NA-NA",,,,,,,,,,,,,,,,,,"SPFR",,"Rocha Filho, L.C.","14","2011","Silva, K.F.","2012",,"Rocha Filho",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serjania multiflora","Cambess.","possibly_ok","Sapindaceae","Serjania multiflora","Cambess.","species","name accepted","bfo-20966",,,"Serjania multiflora Cambess.","Serjania","Sapindaceae","low","Serjania multiflora"
