"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","continentocean","preparationtype","class","order","infraspecificEpithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,,"21933","Ocotea diospyrifolia (Meisn.) Mez","Plantae","Lauraceae","Ocotea",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"diospyrifolia","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-28",,,,,,,,,,"Magnoliopsida","Laurales",,,"GBIF","Gália",,"Ocotea diospyrifolia (Meisn.) Mez",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831122",,,,"219330091","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21827",,,,,,,,,,,,,"9401209",,,,,,,,,,,"Ocotea",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Ocotea diospyrifolia","Ocotea diospyrifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Ocotea diospyrifolia","(Meisn.) Mez","name_w_authors","Lauraceae","Ocotea diospyrifolia","(Meisn.) Mez","species","name accepted","bfo-8499",,,"Ocotea diospyrifolia (Meisn.) Mez","Ocotea","Lauraceae","unknown","Ocotea diospyrifolia"
"speciesLink","SPFR017276","SPFR","17276","Ocotea indecora","Plantae","Lauraceae","Ocotea",,,,"Brasil","São Paulo","Gália","Estação Ecológica de Caetetus","FFCLRP",,"PreservedSpecimen","Franco, G.A.D.C.",,,"22o24'40""S","49o42'04""W","455","indecora","Franco, G.A.D.C.; Furlan, E.","-49.701111","-22.411111","2025-05-13T17:37:52","(Schott) Mez","4616","<nO>Árvore n 13414Floresta Estacional Semidecidual Montana</nO>",,"580","580",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFR",,"Franco, G.A.D.C.","4616","n.d.","Franco, G.A.D.C.","n.d.","Furlan, E.","Franco",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ocotea indecora","(Schott) Mez","possibly_ok","Lauraceae","Ocotea indecora","(Schott) Mez","species","name accepted","bfo-8463",,,"Ocotea indecora (Schott) Mez","Ocotea","Lauraceae","medium","Ocotea indecora"
"gbif",,,"21934","Ocotea prolifera (Nees) Mez","Plantae","Lauraceae","Mespilodaphne",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"prolifera","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Laurales",,,"GBIF","Gália",,"Mespilodaphne prolifera Nees",,"BR",,"SinBIOTA",,,,,,,"SYNONYM","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967833981",,,,"219340094","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"9401232",,,,,,,,,,,"Ocotea",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Mespilodaphne prolifera","Ocotea prolifera","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Ocotea prolifera","(Nees & Mart.) Mez","name_w_authors","Lauraceae","Ocotea prolifera","(Nees & Mart.) Mez","species","author misspelled","bfo-25620",,,"Ocotea prolifera (Nees & Mart.) Mez","Ocotea","Lauraceae","unknown","Ocotea prolifera"
"gbif",,,"21932","Ocotea silvestris Vattimo-Gil","Plantae","Lauraceae","Ocotea",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"silvestris","Tiago Egydio Barreto","-49.7006539","-22.4082398","2016-07-28",,,,,,,,,,"Magnoliopsida","Laurales",,,"GBIF","Gália",,"Ocotea silvestris Vattimo-Gil",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831103",,,,"219320092","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21826",,,,,,,,,,,,,"9401237",,,,,,,,,,,"Ocotea",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Ocotea silvestris","Ocotea silvestris","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Ocotea silvestris","Vattimo-Gil","name_w_authors","Lauraceae","Ocotea silvestris","Vattimo-Gil","species","name accepted","bfo-8485",,,"Ocotea silvestris Vattimo-Gil","Ocotea","Lauraceae","unknown","Ocotea silvestris"
"gbif",,,"21934","Ocotea velutina (Nees) Rohwer","Plantae","Lauraceae","Andea",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"velutina","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Laurales",,,"GBIF","Gália",,"Andea velutina (Meisn.) van der Werff",,"BR",,"SinBIOTA",,,,,,,"SYNONYM","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967833061",,,,"219340096","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"9401243",,,,,,,,,,,"Ocotea",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Andea velutina","Ocotea velutina","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Ocotea velutina","(Nees) Rohwer","name_w_authors","Lauraceae","Ocotea velutina","(Nees) Rohwer","species","name accepted","bfo-8493",,,"Ocotea velutina (Nees) Rohwer","Ocotea","Lauraceae","unknown","Ocotea velutina"
"speciesLink","UEC001902","UEC","139922","Octomeria fasciculata","Plantae","Orchidaceae","Octomeria","2003","02","11","Brazil","São Paulo","Gália","Estação Ecológica de Caetetus, Base do Instituto Florestal. Sobre jatobá ao lado do alojamento a 20 m do solo.","UNICAMP","Liliopsida","S","Breier, TB","2004","09","-22.25","-49.5","2","fasciculata","Breier, TB; Breier, J","-49.5","-22.25","2025-04-07T10:44:37","Barb.Rodr.","866",,,,,,,,,,,,"SPLINK","Gália","2004-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","866","2003","Breier, T.B.","2004","Breier, J.","Breier",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Octomeria crassifolia","Lindl.","possibly_ok","Orchidaceae","Octomeria crassifolia","Lindl.","species","replaced synonym","bfo-11895","Octomeria crassifolia","Lindl.","Octomeria crassifolia Lindl.","Octomeria","Orchidaceae","low","Octomeria crassifolia"
"user",,"ESA","ESA00137098","Ormosia arborea (Vell.) Harms",,"Fabaceae","Ormosia","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do Lago","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"(Vell.) Harms","2277",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"arborea","FABACEAE Ormosia arborea (Vell.) Harms",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Ormosia arborea","(Vell.) Harms","name_w_authors","Fabaceae","Ormosia arborea","(Vell.) Harms","species","name accepted","bfo-29802",,,"Ormosia arborea (Vell.) Harms","Ormosia","Fabaceae","high","Ormosia arborea"
"speciesLink","UEC027340","UEC","139765","Ornithocephalus myrticola","Plantae","Orchidaceae","Ornithocephalus","2003","02","11","Brazil","São Paulo","Gália","Estação Ecológica Caetetus, Parcelas permanentes. Na parcela N15, em árvore fina.","UNICAMP","Liliopsida","S",,,,"-22.25","-49.5","2","myrticola","Breier, TB; Breier, J","-49.5","-22.25","2025-04-07T10:44:40","Lindl.","881",,,,,,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","881","2003","s.n.","n.d.","Breier, J.","Breier",,"brazil","sao paulo","galia","estacao ecologica caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ornithocephalus myrticola","Lindl.","possibly_ok","Orchidaceae","Ornithocephalus myrticola","Lindl.","species","name accepted","bfo-11950",,,"Ornithocephalus myrticola Lindl.","Ornithocephalus","Orchidaceae","unknown","Ornithocephalus myrticola"
"speciesLink",,"UEC","81114","Ossaea","Plantae","Melastomataceae","Ossaea","1996","02","18","Brazil","São Paulo","Gália","Estação Ecológica dos Caetetus","UNICAMP","Magnoliopsida","S",,,,"-22.25","-49.5","2",,"Passos, FC","-49.5","-22.25","2023-03-09T11:37:27",,"FP114","<nO>fruto, Arbusto, fruto maduro roxo. Mata semidecídua.</nO>",,,,,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"UEC",,"Passos, F.C.","FP114","1996","s.n.","n.d.",,"Passos",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ossaea","DC.","indet","Melastomataceae","Ossaea","DC.","genus","name accepted","bfo-9828",,,"Ossaea DC.","Ossaea","Melastomataceae","unknown",
"user",,"RB","RB00786055","Oxalis rhombeo-ovata A.St.-Hil.","Plantae","Oxalidaceae","Oxalis","1999","10","27","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha 12- B. Floresta Estacional Semidecidual.","JBRJ",,"Preserved Specimen","P. Fiaschi",,,,,,"rhombeo-ovata","M.L.R.G. Lima; A.S. Penha & M.R. Gorenstein",,,,"A.St.-Hil.","6",,,,,,,,,,,,,"Gália",,,,"BR",,,"1999-10-27",,,,,,,"sp.","Physical Object",,,,"RB",,"Lima, M.L.R.G.","6","1999","Fiaschi, P.","n.d.","Penha, A.S.; Gorenstein, M.R.","Lima",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,"urn:catalog:JBRJ:RB:786055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/78/60/55/00786055.jpg",,,,,,,,,,,,,,,,,,,"2014-07-08 01:22:42+00","Angiospermas","brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Oxalis rhombeo-ovata","A.St.-Hil.","name_w_authors","Oxalidaceae","Oxalis rhombeo-ovata","A.St.-Hil.","species","name accepted","bfo-12490",,,"Oxalis rhombeo-ovata A.St.-Hil.","Oxalis","Oxalidaceae","high","Oxalis rhombeo-ovata"
"user",,"ESA","ESA00137159","Pachystroma longifolium (Nees) I.M. Johnst.",,"Euphorbiaceae","Pachystroma","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do 1 e do jipe","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"(Nees) I.M. Johnst.","2338",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"longifolium","EUPHORBIACEAE Pachystroma longifolium (Nees) I.M. Johnst.",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Pachystroma longifolium","(Nees) I.M.Johnst.","name_w_authors","Euphorbiaceae","Pachystroma longifolium","(Nees) I.M.Johnst.","species","author misspelled","bfo-17624",,,"Pachystroma longifolium (Nees) I.M.Johnst.","Pachystroma","Euphorbiaceae","high","Pachystroma longifolium"
"speciesLink","SPF00095198","SPF","95198","Psychotria deflexa","Plantae","Rubiaceae","Psychotria","1994","07","07","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","Zappi, DC","2000",,"0","0","7","deflexa","Pirani, JR","-49.549999","-22.290001","2023-12-20T16:07:46","DC.","3261",,,,,"23314",,,,,,,"SPLINK","Gália","2000-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Pirani, J.R.","3261","1994","Zappi, D.C.","2000",,"Pirani",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Palicourea deflexa","(DC.) Borhidi","possibly_ok","Rubiaceae","Palicourea deflexa","(DC.) Borhidi","species","replaced synonym","bfo-612307","Palicourea deflexa","(DC.) Borhidi","Palicourea deflexa (DC.) Borhidi","Palicourea","Rubiaceae","high","Palicourea deflexa"
"speciesLink","SP0289272","SP","289272","Psychotria gracilenta","Plantae","Rubiaceae","Psychotria","1994","07","07","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus","IBt",,"PreservedSpecimen","Taylor, CM","2007",,"0","0","1","gracilenta","Pirani, JR; et al.","-49.549999","-22.290001","2024-08-23T09:26:00","Müll.Arg.","3263",,,,,"23314",,,,,,,"SPLINK","Gália","2007-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Pirani, J.R.","3263","1994","Taylor, C.M.","2007",,"Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Palicourea gracilenta","(Müll.Arg.) Delprete & J.H.Kirkbr.","possibly_ok","Rubiaceae","Palicourea gracilenta","(Müll.Arg.) Delprete & J.H.Kirkbr.","species","replaced synonym","bfo-612305","Palicourea gracilenta","(Müll.Arg.) Delprete & J.H.Kirkbr.","Palicourea gracilenta (Müll.Arg.) Delprete & J.H.Kirkbr.","Palicourea","Rubiaceae","high","Palicourea gracilenta"
"speciesLink","SPF00142599","SPF","142599","Psychotria hoffmannseggiana","Plantae","Rubiaceae","Psychotria","2000","07","11","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","Zappi, DC","2000",,"0","0","7","hoffmannseggiana","Fiaschi, P","-49.549999","-22.290001","2023-12-20T16:07:47","(Willd. ex Schult.) Müll.Arg.","372",,,,,"23314",,,,,,,"SPLINK","Gália","2000-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Fiaschi, P.","372","2000","Zappi, D.C.","2000",,"Fiaschi",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Palicourea hoffmannseggiana","(Roem. & Schult.) Borhidi","possibly_ok","Rubiaceae","Palicourea hoffmannseggiana","(Roem. & Schult.) Borhidi","species","replaced synonym","bfo-609534","Palicourea hoffmannseggiana","(Roem. & Schult.) Borhidi","Palicourea hoffmannseggiana (Roem. & Schult.) Borhidi","Palicourea","Rubiaceae","high","Palicourea hoffmannseggiana"
"gbif",,,"21933","Parapiptadenia rigida (Benth.) Brenan","Plantae","Fabaceae","Parapiptadenia",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"rigida","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-28",,,,,,,,,,"Magnoliopsida","Fabales",,,"GBIF","Gália",,"Parapiptadenia rigida (Benth.) Brenan",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967833042",,,,"219330097","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21827",,,,,,,,,,,,,"621543",,,,,,,,,,,"Parapiptadenia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Parapiptadenia rigida","Parapiptadenia rigida","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Parapiptadenia rigida","(Benth.) Brenan","name_w_authors","Fabaceae","Parapiptadenia rigida","(Benth.) Brenan","species","name accepted","bfo-31381",,,"Parapiptadenia rigida (Benth.) Brenan","Parapiptadenia","Fabaceae","unknown","Parapiptadenia rigida"
"speciesLink","SHPR000250","SHPR","250","Paullinia rhomboidea","Plantae","Sapindaceae","Paullinia","2018","08","06","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus.","UTFPR-SL","Anthophyta","PreservedSpecimen","Biral,L.","2018","08","22º22'39"" S","49º41'37"" W","667","rhomboidea","Biral, L.","-49.693611","-22.3775","2021-04-12T10:08:03","Radlk.","1386","<nO>Trepadeira, folíolos membranáceos, frutos maduros avermelhados. Habitat: Floresta estacional semidecidual.</nO>",,"620","620",,"América do Sul","exsicata",,,,,"SPLINK","Gália","2018-08-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","1386","2018","Biral, L.","2018",,"Biral",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Paullinia rhomboidea","Radlk.","possibly_ok","Sapindaceae","Paullinia rhomboidea","Radlk.","species","name accepted","bfo-20924",,,"Paullinia rhomboidea Radlk.","Paullinia","Sapindaceae","low","Paullinia rhomboidea"
"speciesLink","UEC067748","UEC","139027","Pecluma filicula","Plantae","Polypodiaceae","Pecluma","2003","02","11","Brazil","São Paulo","Gália","Estação Ecológica Caetetus, Trilha da Parcela.","UNICAMP","Pteridophyta","S","Breier, TB","2004","09","-22.25","-49.5","2","filicula","Breier, TB; Breier, J","-49.5","-22.25","2025-04-07T11:06:42","(Kaulf.) M.G.Price","906",,,,,,,,,,,,"SPLINK","Gália","2004-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","906","2003","Breier, T.B.","2004","Breier, J.","Breier",,"brazil","sao paulo","galia","estacao ecologica caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pecluma filicula","(Kaulf.) M.G.Price","possibly_ok","Polypodiaceae","Pecluma filicula","(Kaulf.) M.G.Price","species","name accepted","bfo-91701",,,"Pecluma filicula (Kaulf.) M.G.Price","Pecluma","Polypodiaceae","low","Pecluma filicula"
