"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","continentocean","class","order","infraspecificEpithet","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","47931","Actinocephalus polyanthus","Plantae","Eriocaulaceae","Actinocephalus","2013","02","15","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","R.B.Almeida","13","polyanthus","T.E.Barreto","-45.59","-22.73","2024-08-06T09:12:37","((Bong.)) Sano","SPSF00047931","2023","07","26",,,"226",,,"<nO>COLETA: Erva buquê branco.; GEOGRAFIA: Campo de Altitude.&nf;Coordenadas mencionadas na exsicata pertencem a Caçapava.;</nO>","21048","América do Sul","Liliopsida","Eriocaulales",,,,,,,,,,"SPLINK","Campos do Jordão","2023-07-26",,,,,,,,,,,,,,,,,,"SPSF",,"Barreto, T.E.","226","2013","Almeida, R.B.","2023",,"Barreto",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Actinocephalus polyanthus","(Bong.) Sano","possibly_ok","Eriocaulaceae","Actinocephalus polyanthus","(Bong.) Sano","species","author misspelled","bfo-7511",,,"Actinocephalus polyanthus (Bong.) Sano","Actinocephalus","Eriocaulaceae","low","Actinocephalus polyanthus"
"speciesLink","SPSF","37739","Adiantopsis regularis","Plantae","Pteridaceae","Adiantopsis","2007","06","29","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Pteridophyta","PreservedSpecimen","A.P. Della","13","regularis","R.T. Polisel & N.M.Ivanauskas & R.P.M.Souza & R.Esteves","-45.464444","-22.691667","2024-08-06T09:17:25","((Mett.)) T.Moore","SPSF00037739","2020","02","28",,,"281","1467","1467","<nO>COLETA: Pterophyta terrestre nº 1437 da subparcela.; GEOGRAFIA: Trilha da Cachoeira. Área da Fitossociologia.;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Campos do Jordão","2020-02-28",,,,,,,,,,,,,,,,,,"SPSF",,"Polisel, R.T.","281","2007",", A.P.","2020","Ivanauskas, N.M.; Souza, R.P.M.; Esteves, R.","Polisel",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Adiantopsis regularis","(Mett.) T.Moore","possibly_ok","Pteridaceae","Adiantopsis regularis","(Mett.) T.Moore","species","author misspelled","bfo-124279",,,"Adiantopsis regularis (Mett.) T.Moore","Adiantopsis","Pteridaceae","low","Adiantopsis regularis"
"user","RB","RB00132394","Aechmea distichantha var. glaziovii (Baker) L.B. Sm.","Plantae","Bromeliaceae","Aechmea","1974","10","25","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, perto da Pedra Chorona.","JBRJ",,"Preserved Specimen","T. Wendt",,"glaziovii","P. Carauta",,,,"(Baker) L.B. Sm.",,,,,,,"1740","2000",,,,,,,"glaziovii",,,,,,,,,,"Campos do Jordão","1987-7-31",,,"BR",,,"1974-10-25",,,,,,,"var.","Physical Object",,,,"RB",,"Carauta, P.","1740","1974","Wendt, T.","1987",,"Carauta",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,"urn:catalog:JBRJ:RB:132394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/13/23/94/00132394-1.jpg|jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/13/23/94/00132394.jpg",,,,,,,,,,,,,,,,,"2017-10-13 14:41:18+00","Angiospermas","brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Aechmea distichantha","Lem.","variety|name_w_authors","Bromeliaceae","Aechmea distichantha","Lem.","species","author misspelled|replaced synonym","bfo-5799","Aechmea distichantha","Lem.","Aechmea distichantha Lem.","Aechmea","Bromeliaceae","high","Aechmea distichantha"
"speciesLink","SPSF","9584","Aegiphila mediterranea","Plantae","Lamiaceae","Aegiphila","1985","10","31","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","G.Bramley","13","mediterranea","M.J.Robim","-45.59","-22.73","2024-08-06T09:14:19","Vell.","SPSF00009584",,,,,,"355",,,"<nO>COLETA: Arvoreta. Flores alvas.; GEOGRAFIA: Trilha da Cachoeira, em mata de Araucaria.;</nO>","21048","América do Sul","Magnoliopsida","Lamiales",,,,,,,,,,"SPLINK","Campos do Jordão",,,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","355","1985","Bramley, G.","n.d.",,"Robim",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aegiphila mediterranea","Vell.","possibly_ok","Lamiaceae","Aegiphila mediterranea","Vell.","species","name accepted","bfo-8114",,,"Aegiphila mediterranea Vell.","Aegiphila","Lamiaceae","high","Aegiphila mediterranea"
"speciesLink","SPSF","58173","Aegiphila verticillata","Plantae","Lamiaceae","Aegiphila","2021","11","21","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","P. Cardoso","13","verticillata","L.N.Gonçalves & N.M.Ivanauskas & P.Duffles","-45.487222","-22.693333","2024-08-06T09:14:19","Vell.","SPSF00058173","2023","07","01",,,"1107","1575","1575","<nO>COLETA: Arbusto.; GEOGRAFIA: Campo de Altitude. Trilha dos Campos.;</nO>",,"América do Sul","Magnoliopsida","Lamiales",,,,,,,,,,"SPLINK","Campos do Jordão","2023-07-01",,,,,,,,,,,,,,,,,,"SPSF",,"Goncalves, L.N.","1107","2021","Cardoso, P.","2023","Ivanauskas, N.M.; Duffles, P.","Goncalves",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aegiphila verticillata","Vell.","possibly_ok","Lamiaceae","Aegiphila verticillata","Vell.","species","name accepted","bfo-8120",,,"Aegiphila verticillata Vell.","Aegiphila","Lamiaceae","low","Aegiphila verticillata"
"gbif","SP","249166","Agarista eucalyptoides (Cham. & Schltdl.) G.Don","Plantae","Ericaceae","Agarista","1989","10","3","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, região do pau-arcado, alto dos Moreiras","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Romão, GO","https://specieslink.net/col/1","eucalyptoides","Robim, MJ",,,"2024-05-24 09:29:48","(Cham. & Schltdl.) G.Don",,,,,,,"636",,,,,,"Magnoliopsida","Ericales",,,,,,,,,,"GBIF","Campos do Jordão","2004-05-28","Agarista eucalyptoides (Cham. & Schltdl.) G.Don",,"BR",,,"1989-10-03",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2598700124",,,,"https://specieslink.net/guid/1/249166",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agarista",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Agarista eucalyptoides","Agarista eucalyptoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Agarista eucalyptoides","(Cham. & Schltdl.) G.Don","name_w_authors","Ericaceae","Agarista eucalyptoides","(Cham. & Schltdl.) G.Don","species","name accepted","bfo-122010",,,"Agarista eucalyptoides (Cham. & Schltdl.) G.Don","Agarista","Ericaceae","unknown","Agarista eucalyptoides"
"gbif","UEC","85331","Agarista hispidula (DC.) Hook. ex Nied.","Plantae","Ericaceae","Agarista","1985","12","8","Brazil","São Paulo",,"Parque Estadual Campos do Jordao, Estrada para Sao José dos Alpes","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","Romão, GO","https://specieslink.net/col/2","hispidula","Furlan, A",,,"2024-11-25 11:19:17","(A.DC.) Hook.f. ex Nied.",,,,,,,"287",,,,,,"Magnoliopsida","Ericales",,,,,,,,,,"GBIF","Campos do Jordão","2006-05-01","Agarista hispidula (DC.) Hook. ex Nied.",,"BR",,,"1985-12-08",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual campos do jordao, estrada para sao jose dos alpes",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","1089041488",,,,"https://specieslink.net/guid/2/85331",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agarista",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Agarista hispidula","Agarista hispidula","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC178676","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Agarista hispidula","(DC.) J.D. Hook. ex Nied.","name_w_authors","Ericaceae","Agarista hispidula","(DC.) J.D. Hook. ex Nied.","species","author misspelled","bfo-7458",,,"Agarista hispidula (DC.) J.D. Hook. ex Nied.","Agarista","Ericaceae","unknown","Agarista hispidula"
"speciesLink","SPSF","51093","Agarista oleifolia","Plantae","Ericaceae","Agarista","2015","09","09","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","M.G.K. Cornia","13","oleifolia","M.G.K. Cornia et al.","-45.464444","-22.691667","2024-08-06T09:13:33","(Cham.) G.Don","SPSF00051093","2017","07","12",,,"238","1467","1467","<nO>COLETA: Arvoreta de 3 m de altura; flores rosas.; GEOGRAFIA: Floresta Ombrófila Mista. Trilha do córrego Galharada.;</nO>",,"América do Sul","Magnoliopsida","Ericales",,,,,,,,,,"SPLINK","Campos do Jordão","2017-07-12",,,,,,,,,,,,,,,,,,"SPSF",,"Cornia, M.G.K.","238","2015","Cornia, M.G.K.","2017",,"Cornia",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Agarista oleifolia","(Cham.) G.Don","possibly_ok","Ericaceae","Agarista oleifolia","(Cham.) G.Don","species","name accepted","bfo-7462",,,"Agarista oleifolia (Cham.) G.Don","Agarista","Ericaceae","low","Agarista oleifolia"
"gbif","R","250695","Leucothoe oleifolia (Cham.) DC.","Plantae","Ericaceae","Agarista","1977","10","14","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão. Estrada do Retiro.","MN","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/189","oleifolia","Emmerich, W.",,,"2024-10-18 12:48:27","(Cham.) DC.",,,,,,,,,,,,,"Magnoliopsida","Ericales",,,,,,,,,,"GBIF","Campos do Jordão",,"Agarista oleifolia (Cham.) G.Don",,"BR",,,"1977-10-14",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao, estrada do retiro",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","4974597894",,,,"https://specieslink.net/guid/189/250695",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leucothoe",,,,,,"cd6905cf-54d7-4628-b762-f63d269e239b",,,FALSE,FALSE,"Agarista oleifolia","Leucothoe oleifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/R010042134 | https://images.cria.org.br/viewer/R010042145","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Agarista oleifolia var. oleifolia","(Cham.) G.Don","name_w_authors","Ericaceae","Agarista oleifolia var. oleifolia","(Cham.) G.Don","variety","replaced synonym","bfo-28640","Agarista oleifolia var. oleifolia","(Cham.) G.Don","Agarista oleifolia var. oleifolia (Cham.) G.Don","Agarista","Ericaceae","unknown","Agarista oleifolia"
"speciesLink","SPSF","15612","Ageratum conyzoides","Plantae","Asteraceae","Ageratum","1992","07","15","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","G.A.D.C. Franco","13","conyzoides","C.A.Silva & S.M.Pereira","-45.59","-22.73","2024-08-06T09:13:02",,"SPSF00015612","1993","01","12",,,"29",,,"<nO>COLETA: Planta com aprox. 50 cm de altura; flores creme.&nf;Nome popular: ""Erva-de-São João""&nf;Uso medicinal empírico: dores abdominais infantis.; GEOGRAFIA: Fundo do Paiol.;</nO>","21048","América do Sul","Magnoliopsida","Asterales",,,,,,,,,,"SPLINK","Campos do Jordão","1993-01-12",,,,,,,,,,,,,,,,,,"SPSF",,"Silva, C.A.","29","1992","Franco, G.A.D.C.","1993","Pereira, S.M.","Silva",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ageratum conyzoides","L.","possibly_ok","Asteraceae","Ageratum conyzoides","L.","species","name accepted","bfo-15934",,,"Ageratum conyzoides L.","Ageratum","Asteraceae","medium","Ageratum conyzoides"
"gbif","BOTU","11341","Ageratum fastigiatum (Gardner) R.M.King & H.Rob.","Plantae","Asteraceae","Ageratum","1983","5","28","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","UNESP-FCA","Tracheophyta","PRESERVED_SPECIMEN","Fernandes, A.C.","https://specieslink.net/col/16","fastigiatum","Amaral Jr., A.Guimarães, M.I.T.M.; Rezende, M.H.; Silva, H.T.; Boaro, C.S.F.; Bicudo, L.R.H.","-45.5","-22.75","2024-02-08 09:42:43","(Gardner) R.M.King & H.Rob.",,,,,,,"15-28583",,,,,,"Magnoliopsida","Asterales",,,,,,,,,,"GBIF","Campos do Jordão","2013-10-01","Ageratum fastigiatum (Gardner) R.M.King & H.Rob.",,"BR",,,"1983-05-28",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1264698518",,,,"https://specieslink.net/guid/16/11341",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ageratum",,,,,,"92e7a11c-2765-4eee-9341-2a89083e6132",,,TRUE,FALSE,"Ageratum fastigiatum","Ageratum fastigiatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/BOTU011341","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Ageratum fastigiatum","(Gardner) R.M.King & H.Rob.","name_w_authors","Asteraceae","Ageratum fastigiatum","(Gardner) R.M.King & H.Rob.","species","name accepted","bfo-15936",,,"Ageratum fastigiatum (Gardner) R.M.King & H.Rob.","Ageratum","Asteraceae","unknown","Ageratum fastigiatum"
"gbif","SPSF","57463","Agrostis gigantea Roth","Plantae","Poaceae","Agrostis","2023","3","6","Brasil","Sp",,"Parque Estadual de Campos do Jordão","IF","Tracheophyta","PRESERVED_SPECIMEN","R.T.Shirasuna","https://specieslink.net/col/13","gigantea","R.T.Shirasuna & N.M.Ivanauskas & R.Esteves","-45.460556","-22.666667","2024-08-06 09:12:49","Röth",,,,,,,"5359","1524","1524",,,,"Liliopsida","Poales",,,,,,,,,,"GBIF","Campos do Jordão","2023-04-01","Agrostis gigantea Roth",,"BR",,,"2023-03-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","4953431101",,,,"https://specieslink.net/guid/13/57463",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agrostis",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Agrostis gigantea","Agrostis gigantea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPSF00057463 | https://images.cria.org.br/viewer/SPSF00057463_v1 | https://images.cria.org.br/viewer/SPSF00057463_v2 | https://images.cria.org.br/viewer/SPSF00057463_v3 | https://images.cria.org.br/viewer/SPSF00057463_v4","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Agrostis gigantea","Röth","name_w_authors","Poaceae","Agrostis gigantea","Röth","species","author misspelled","bfo-104954",,,"Agrostis gigantea Röth","Agrostis","Poaceae","unknown","Agrostis gigantea"
"speciesLink","SPSF","59181","Agrostis longiberbis","Plantae","Poaceae","Agrostis","2023","05","03","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","R.T.Shirasuna","13","longiberbis","R.T.Shirasuna & N.M.Ivanauskas & R.Esteves","-45.59","-22.73","2024-08-21T15:32:44","Hack. ex L.B.Sm.","SPSF00059181","2024","02","28",,,"5440",,,"<nO>COLETA: Erva. Sinflorescência castanho-esverdeada.; GEOGRAFIA: Em beira de estrada.;</nO>","21048","América do Sul","Liliopsida","Poales",,,,,,,,,,"SPLINK","Campos do Jordão","2024-02-28",,,,,,,,,,,,,,,,,,"SPSF",,"Shirasuna, R.T.","5440","2023","Shirasuna, R.T.","2024","Ivanauskas, N.M.; Esteves, R.","Shirasuna",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Agrostis longiberbis","Hack. ex L.B.Sm.","possibly_ok","Poaceae","Agrostis longiberbis","Hack. ex L.B.Sm.","species","name accepted","bfo-12950",,,"Agrostis longiberbis Hack. ex L.B.Sm.","Agrostis","Poaceae","high","Agrostis longiberbis"
"gbif","SP","263253","Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Plantae","Lauraceae","Aiouea","1985","10","8","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Baitello, JB","https://specieslink.net/col/1","sellowianum","Robim, MJ",,,"2021-12-09 11:08:33","(Nees & Mart.) Kosterm.",,,,,,,"324",,,,,,"Magnoliopsida","Laurales",,,,,,,,,,"GBIF","Campos do Jordão","2003-01-01","Aiouea sellowiana (Nees & Mart.) R.Rohde",,"BR",,,"1985-10-08",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2452859773",,,,"https://specieslink.net/guid/1/263253",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cinnamomum",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Aiouea sellowiana","Cinnamomum sellowianum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SP054416","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Aiouea sellowiana","(Nees & Mart.) R.Rohde","name_w_authors","Lauraceae","Aiouea sellowiana","(Nees & Mart.) R.Rohde","species","replaced synonym","bfo-624397","Aiouea sellowiana","(Nees & Mart.) R.Rohde","Aiouea sellowiana (Nees & Mart.) R.Rohde","Aiouea","Lauraceae","unknown","Aiouea sellowiana"
"gbif","SP","237480","Alchornea triplinervia (Spreng.) Müll.Arg.","Plantae","Euphorbiaceae","Alchornea","1985","3","20","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, região do Pinheiro-seco","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Secco, R","https://specieslink.net/col/1","triplinervia","Robim, MJ",,,"2024-09-20 09:27:28","(Spreng.) Müll.Arg.",,,,,,,"242",,,,,,"Magnoliopsida","Malpighiales",,,,,,,,,,"GBIF","Campos do Jordão",,"Alchornea triplinervia (Spreng.) Müll.Arg.",,"BR",,,"1985-03-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2452847505",,,,"https://specieslink.net/guid/1/237480",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alchornea",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Alchornea triplinervia","Alchornea triplinervia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Alchornea triplinervia","(Spreng.) Müll.Arg.","name_w_authors","Euphorbiaceae","Alchornea triplinervia","(Spreng.) Müll.Arg.","species","name accepted","bfo-17458",,,"Alchornea triplinervia (Spreng.) Müll.Arg.","Alchornea","Euphorbiaceae","unknown","Alchornea triplinervia"
"speciesLink","SPSF","9021","Aldama nudibasilaris","Plantae","Asteraceae","Aldama","1985","03","27","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","I.S. Marques","13","nudibasilaris","M.J.Robim & J.P.M. Carvalho","-45.59","-22.73","2024-08-06T09:13:02","((S.F.Blake)) E.E.Schill. & Panero","SPSF00009021","2023","01","11",,,"256",,,"<nO>COLETA: Arbusto com flores amarelas.; GEOGRAFIA: Região do Canhambora, trilha de equitação.;</nO>","21048","América do Sul","Magnoliopsida","Asterales",,,,,,,,,,"SPLINK","Campos do Jordão","2023-01-11",,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","256","1985","Marques, I.S.","2023","Carvalho, J.P.M.","Robim",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aldama nudibasilaris","(S.F.Blake) E.E.Schill. & Panero","possibly_ok","Asteraceae","Aldama nudibasilaris","(S.F.Blake) E.E.Schill. & Panero","species","author misspelled","bfo-126138",,,"Aldama nudibasilaris (S.F.Blake) E.E.Schill. & Panero","Aldama","Asteraceae","low","Aldama nudibasilaris"
