"","UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"2","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Aiouea","glaziovii","(Mez) R.Rohde","LAURACEAE Aiouea glaziovii (Mez) R.Rohde","514900","GBIF",,,"2084","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"3","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Euphorbiaceae","Alchornea","glandulosa","Poepp. & Endl.","EUPHORBIACEAE Alchornea glandulosa Poepp. & Endl.","514862","GBIF",,,"2068","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"4","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Euphorbiaceae","Alchornea","sidifolia","Müll.Arg.","EUPHORBIACEAE Alchornea sidifolia Müll.Arg.","514863","GBIF",,,"1522","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"8","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Fabaceae","Andira","fraxinifolia","Benth.","FABACEAE Andira fraxinifolia Benth.","514867","GBIF",,,"2115","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"9","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Bignoniaceae","Anemopaegma","chamberlaynii","(Sims) Bureau & K.Schum.","BIGNONIACEAE Anemopaegma chamberlaynii (Sims) Bureau & K.Schum.","442469","GBIF",,,"279","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Olho D`Água","Não"
"10","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Bignoniaceae","Anemopaegma","prostratum","DC.","BIGNONIACEAE Anemopaegma prostratum DC.","442444","GBIF",,,"280","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, olho D` Água","Não"
"11","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Annonaceae","Annona","dolabripetala","Raddi","ANNONACEAE Annona dolabripetala Raddi","514845","GBIF",,,"1720","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade, local muito íngreme","Não"
"12","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Annonaceae",,,"Juss.","ANNONACEAE Annonaceae Juss.","RB01475186",,"RB","Bruniera, C.P.","962",,"Latão","Parque Natural Municipal Nascentes de Paranapiacaba.. Trilha da Pontinha","Não"
"13","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Apocynaceae","Aspidosperma","olivaceum","Müll.Arg.","APOCYNACEAE Aspidosperma olivaceum Müll.Arg.","514849","GBIF",,,"1880","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"14","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Ferns and Lycophytes","Aspleniaceae","Asplenium","mucronatum","C.Presl","ASPLENIACEAE Asplenium mucronatum C.Presl","199093","GBIF",,,"3030","Native","Latão","Paranapiacaba, trilha da Comunidade a 50 m da trilha do Taquaruçu, Parque Natural Municipal Nascentes de Paranapiacaba.","Não"
"15","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Baccharis","oreophila","Malme","ASTERACEAE Baccharis oreophila Malme","514842","GBIF",,,"1989","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"22","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Polygalaceae","Bredemeyera","hebeclada","(DC.) J.F.B.Pastore","POLYGALACEAE Bredemeyera hebeclada (DC.) J.F.B.Pastore","442423","GBIF",,,"313","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria","Não"
"23","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Malpighiaceae","Byrsonima","myricifolia","Griseb.","MALPIGHIACEAE Byrsonima myricifolia Griseb.","514888","GBIF",,,"1876","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"24","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Meliaceae","Cabralea","canjerana","(Vell.) Mart.","MELIACEAE Cabralea canjerana subsp. canjerana (Vell.) Mart.","514889","GBIF",,,"2267","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"25","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Cucurbitaceae","Cayaponia","villosissima","Cogn.","CUCURBITACEAE Cayaponia villosissima Cogn.","442475","GBIF",,,"288","Native","Latão","Parque Natural Municipal Nascentes do Paranapiacaba, Água Fria","Não"
"26","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Meliaceae","Cedrela","odorata","L.","MELIACEAE Cedrela odorata L.","514890","GBIF",,,"2042","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"27","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Celastraceae","Cheiloclinium","cognatum","(Miers) A.C.Sm.","CELASTRACEAE Cheiloclinium cognatum (Miers) A.C.Sm.","442473","GBIF",,,"284","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria","Não"
"29","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Rubiaceae","Chomelia","pohliana","Müll.Arg.","RUBIACEAE Chomelia pohliana Müll.Arg.","497740","GBIF",,,"1677","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"31","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Poaceae","Chusquea","urelytra","Hack.","POACEAE Chusquea urelytra Hack.","425863","GBIF",,,"2897","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, trilha da Água Fria","Não"
"32","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Vitaceae","Cissus","paullinifolia","Vell.","VITACEAE Cissus paullinifolia Vell.","442437","GBIF",,,"329","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria","Não"
"33","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Ranunculaceae","Clematis","dioica","L.","RANUNCULACEAE Clematis dioica L.","442414","GBIF",,,"316","Unknown","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria","Não"
"35","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Clusiaceae","Clusia","criuva","Cambess.","CLUSIACEAE Clusia criuva Cambess.","514860","GBIF",,,"1554","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"38","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Polygonaceae","Coccoloba","arborescens","(Vell.) R.A.Howard","POLYGONACEAE Coccoloba arborescens (Vell.) R.A.Howard","442416","GBIF",,,"314","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria","Não"
"39","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Polygonaceae","Coccoloba","glaziovii","Lindau","POLYGONACEAE Coccoloba glaziovii Lindau","514886","GBIF",,,"2235","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"41","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Cordiaceae","Cordia","sellowiana","Cham.","CORDIACEAE Cordia sellowiana Cham.","514852","GBIF",,,"2169","Native","Latão","Parque Natural Municipal Nascentes do Paranapiacaba, trilha da comunidade","Não"
"42","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Cordiaceae","Cordia","trichoclada","DC.","CORDIACEAE Cordia trichoclada DC.","514853","GBIF",,,"2322","Native","Latão","parque Natural Municipal Nascentes de Paranapiacaba, trilha da comunidade","Não"
"43","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Rubiaceae","Cordiera","myrciifolia","(K.Schum.) C.H.Perss. & Delprete","RUBIACEAE Cordiera myrciifolia (K.Schum.) C.H.Perss. & Delprete","514877","GBIF",,,"1468","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"44","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Urticaceae","Coussapoa","microcarpa","(Schott) Rizzini","URTICACEAE Coussapoa microcarpa (Schott) Rizzini","514917","GBIF",,,"1944","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"45","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Critoniopsis","quinqueflora","(Less.) H.Rob.","ASTERACEAE Critoniopsis quinqueflora (Less.) H.Rob.","514841","GBIF",,,"1000","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"46","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Euphorbiaceae","Croton","macrobothrys","Baill.","EUPHORBIACEAE Croton macrobothrys Baill.","514856","GBIF",,,"2100","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"47","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Cryptocarya","aschersoniana","Mez","LAURACEAE Cryptocarya aschersoniana Mez","514902","GBIF",,,"2224","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"48","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Cryptocarya","moschata","Nees & Mart.","LAURACEAE Cryptocarya moschata Nees & Mart.","514904","GBIF",,,"2315","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"49","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Cryptocarya","saligna","Mez","LAURACEAE Cryptocarya saligna Mez","514903","GBIF",,,"2231","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"53","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Dasyphyllum","brasiliense","(Spreng.) Cabrera","ASTERACEAE Dasyphyllum brasiliense (Spreng.) Cabrera","442435","GBIF",,,"301","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria, parcela 32","Não"
"54","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Araliaceae","Dendropanax","heterophyllus","(Marchal) Frodin","ARALIACEAE Dendropanax heterophyllus (Marchal) Frodin","514851","GBIF",,,"1413","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"55","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Araliaceae","Didymopanax","angustissimus","Marchal","ARALIACEAE Didymopanax angustissimus Marchal","514850","GBIF",,,"2254","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"57","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Malvaceae","Eriotheca","pentaphylla","(Vell.) A.Robyns","MALVACEAE Eriotheca pentaphylla (Vell.) A.Robyns","514924","GBIF",,,"2285","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"58","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Erythroxylaceae","Erythroxylum","cuspidifolium","Mart.","ERYTHROXYLACEAE Erythroxylum cuspidifolium Mart.","514843","GBIF",,,"1625","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"59","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Erythroxylaceae","Erythroxylum","gonocladum","(Mart.) O.E.Schulz","ERYTHROXYLACEAE Erythroxylum gonocladum (Mart.) O.E.Schulz","514844","GBIF",,,"1458","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"61","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Myrtaceae","Eugenia","malacantha","D.Legrand","MYRTACEAE Eugenia malacantha D.Legrand","191144","GBIF",,,"3037","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, borda da trilha da comunidade, parcela F3, indivíduo 1539 do estudo de doutorado de Marcos Enoc.","Não"
"62","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Myrtaceae","Eugenia","membranifolia","Nied.","MYRTACEAE Eugenia membranifolia Nied.","6601","GBIF",,,"2985","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, a 5 m do córrego","Não"
"64","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Myrtaceae","Eugenia","puberula","Nied.","MYRTACEAE Eugenia puberula Nied.","199055","GBIF",,,"2991","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, em frente á cachoeira da Água Fria.","Não"
"65","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Myrtaceae","Eugenia","subavenia","O.Berg","MYRTACEAE Eugenia subavenia O.Berg","6623","GBIF",,,"3034","Native","Latão","Paranapiacaba, parcela I4 do Marcos Enoque, árvore 4617, Parque Natural Municipal Nascentes de Paranapiacaba","Não"
"66","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Myrtaceae","Eugenia","supraaxillaris","Spring","MYRTACEAE Eugenia supraaxillaris Spring","199096","GBIF",,,"3033","Native","Latão","Paranapiacaba, parcela I4 do Marcos Enoque, árvore 2057, Parque Natural Municipal Nascentes de Paranapiacaba.","Não"
"67","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Proteaceae","Euplassa","hoehnei","Sleumer","PROTEACEAE Euplassa hoehnei Sleumer","514878","GBIF",,,"2179","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"72","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Gesneriaceae",,,"Rich. & Juss. ex DC.","GESNERIACEAE Gesneriaceae Rich. & Juss. ex DC.","RB01481945",,"RB","Pereira, J.V.S.","24",,"Latão","PNMNP (Parque Natural Municipal Nascentes de Paranapiacaba), Trilha das Hortênsias","Não"
"73","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Nyctaginaceae","Guapira","nitida","(Mart. ex J.A.Schmidt) Lundell","NYCTAGINACEAE Guapira nitida (Mart. ex J.A.Schmidt) Lundell","514876","GBIF",,,"2198","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"74","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Nyctaginaceae","Guapira","opposita","(Vell.) Reitz","NYCTAGINACEAE Guapira opposita (Vell.) Reitz","514875","GBIF",,,"1853","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"77","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Annonaceae","Guatteria","australis","A.St.-Hil.","ANNONACEAE Guatteria australis A.St.-Hil.","514846","GBIF",,,"2010","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"78","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Annonaceae","Guatteria","punctata","(Aubl.) R.A.Howard","ANNONACEAE Guatteria punctata (Aubl.) R.A.Howard","514847","GBIF",,,"1709","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"80","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Erythropalaceae","Heisteria","silvianii","Schwacke","ERYTHROPALACEAE Heisteria silvianii Schwacke","514883","GBIF",,,"2227","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Trilha da Comunidade","Não"
"81","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Malpighiaceae","Heteropterys",,"Kunth","MALPIGHIACEAE Heteropterys Kunth","SPSF00044714","SPLINK","SPSF","Aranha, B.A.","625",,"Latão","Parque Natural Municipal Nascentes do Paranapiacaba","Não"
"83","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Phyllanthaceae","Hieronyma","alchorneoides","Allemão","PHYLLANTHACEAE Hieronyma alchorneoides Allemão","514885","GBIF",,,"2213","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"85","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Celastraceae","Hippocratea","volubilis","L.","CELASTRACEAE Hippocratea volubilis L.","442443","GBIF",,,"285","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Olho d'Água","Não"
"86","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Humiriaceae","Humiriastrum","glaziovii","(Urb.) Cuatrec.","HUMIRIACEAE Humiriastrum glaziovii (Urb.) Cuatrec.","514879","GBIF",,,"2246","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"88","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Fabaceae","Inga","sessilis","(Vell.) Mart.","FABACEAE Inga sessilis (Vell.) Mart.","514868","GBIF",,,"1796","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"90","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Bignoniaceae","Jacaranda","puberula","Cham.","BIGNONIACEAE Jacaranda puberula Cham.","514848","GBIF",,,"2257","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"96","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Licaria","armeniaca","(Nees) Kosterm.","LAURACEAE Licaria armeniaca (Nees) Kosterm.","514901","GBIF",,,"2037","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"98","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Marcgraviaceae","Marcgravia","polyantha","Delpino","MARCGRAVIACEAE Marcgravia polyantha Delpino","442449","GBIF",,,"307","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Olho d'Água, parcela 45","Não"
"99","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","442457","GBIF",,,"256","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Olho d'Água","Não"
"101","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Melastomataceae","Miconia","cinnamomifolia","(DC.) Naudin","MELASTOMATACEAE Miconia cinnamomifolia (DC.) Naudin","514909","GBIF",,,"1862","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"102","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Melastomataceae","Miconia","cubatanensis","Hoehne","MELASTOMATACEAE Miconia cubatanensis Hoehne","514907","GBIF",,,"2021","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"103","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Melastomataceae","Miconia","discolor","DC.","MELASTOMATACEAE Miconia discolor DC.","514908","GBIF",,,"1670","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"105","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Melastomataceae","Miconia","formosa","Cogn.","MELASTOMATACEAE Miconia formosa Cogn.","514910","GBIF",,,"1999","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"108","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Melastomataceae","Miconia","tristis","Spring","MELASTOMATACEAE Miconia tristis Spring","514905","GBIF",,,"1398","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"109","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Mikania","buddleiaefolia","DC.","ASTERACEAE Mikania buddleiaefolia DC.","442417","GBIF",,,"264","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Água Fria, parcela 32","Não"
"110","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Mikania","burchellii","Baker","ASTERACEAE Mikania burchellii Baker","442432","GBIF",,,"265","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria, parcela 38","Não"
"112","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Monimiaceae","Mollinedia","triflora","(Spreng.) Tul.","MONIMIACEAE Mollinedia triflora (Spreng.) Tul.","514915","GBIF",,,"1645","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"113","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Monimiaceae","Mollinedia","uleana","Perkins","MONIMIACEAE Mollinedia uleana Perkins","514916","GBIF",,,"2269","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"114","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Celastraceae","Monteverdia","gonoclada","(Mart.) Biral","CELASTRACEAE Monteverdia gonoclada (Mart.) Biral","514855","GBIF",,,"2020","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"115","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Melastomataceae","Mouriri","chamissoana","Cogn.","MELASTOMATACEAE Mouriri chamissoana Cogn.","514913","GBIF",,,"2101","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"119","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Myrtaceae","Myrceugenia","seriatoramosa","(Kiaersk.) D.Legrand & Kausel","MYRTACEAE Myrceugenia seriatoramosa (Kiaersk.) D.Legrand & Kausel","199053","GBIF",,,"2989","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, vértice externo da parcela permanente 2, J4, sobre estudo de Marcos Enoque Lima.","Não"
"123","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Primulaceae","Myrsine","coriacea","(Sw.) R.Br. ex Roem. & Schult.","PRIMULACEAE Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","514919","GBIF",,,"2214","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, trilha da comunidade","Não"
"124","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Primulaceae","Myrsine","gardneriana","A.DC.","PRIMULACEAE Myrsine gardneriana A.DC.","514920","GBIF",,,"1952","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, trilha da comunidade","Não"
"125","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","PRIMULACEAE Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","514921","GBIF",,,"2122","Native","Latão","PArque Natural Municipal NAscentes de Paranapiacaba, trilha da Comunidade","Não"
"126","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Primulaceae","Myrsine","umbellata","Mart.","PRIMULACEAE Myrsine umbellata Mart.","514922","GBIF",,,"1865","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, trilha da comunidade","Não"
"127","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Primulaceae","Myrsine","venosa","A.DC.","PRIMULACEAE Myrsine venosa A.DC.","514923","GBIF",,,"1585","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, trilha da comunidade","Não"
"128","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Ocotea","bicolor","Vattimo-Gil","LAURACEAE Ocotea bicolor Vattimo-Gil","514894","GBIF",,,"1959","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"129","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Ocotea","brachybotrya","(Meisn.) Mez","LAURACEAE Ocotea brachybotrya (Meisn.) Mez","514897","GBIF",,,"2203","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"130","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Ocotea","dispersa","(Nees & Mart.) Mez","LAURACEAE Ocotea dispersa (Nees & Mart.) Mez","514893","GBIF",,,"2052","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"133","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Lauraceae","Ocotea","pulchella","(Nees & Mart.) Mez","LAURACEAE Ocotea pulchella (Nees & Mart.) Mez","514892","GBIF",,,"1740","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"134","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Ochnaceae","Ouratea","multiflora","(Pohl) Engl.","OCHNACEAE Ouratea multiflora (Pohl) Engl.","514874","GBIF",,,"1668","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"136","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Passifloraceae","Passiflora","actinia","Hook.","PASSIFLORACEAE Passiflora actinia Hook.","442428","GBIF",,,"311","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria. Lenho na Xiloteca (SPw 2431)","Não"
"137","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Piperaceae","Peperomia","corcovadensis","Gardner","PIPERACEAE Peperomia corcovadensis Gardner","199052","GBIF",,,"2988","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, na parcela permanente 2GL sobre estudo de Marcos Enoque Lima.","Não"
