"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","barcode","yearIdentified","recordNumber","occurrenceRemarks","monthIdentified","continentocean","class","order","preparationtype","individualcount","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","fieldNumber","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","P","P00819440","Ctenitis falciculata (Raddi) Ching","Plantae","Dryopteridaceae","Ctenitis","1996","2","7","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta, estrada que passa pela antiga Vila Militar.","MNHN","Tracheophyta","PRESERVED_SPECIMEN",,,,"falciculata","A. Salino;,Salino",,,,"(Raddi) Ching","A. Salino",,,,"2564",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Ubatuba",,"Ctenitis falciculata (Raddi) Ching","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3065225","BR",,,"1996-02-07",,,,,,"ACCEPTED","SPECIES",,,"7-2-1996/-",,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta, estrada que passa pela antiga vila militar",,"locality","brazil_sao paulo_ubatuba","brazil_sao paulo_ubatuba",-23.37925694,-45.02408879,"county","2997036396",,,,"3065225",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ctenitis",,,,,,"9118eee0-42d2-4a27-9ae0-78d49d163a5b",,,FALSE,FALSE,"Ctenitis falciculata","Ctenitis falciculata (Raddi) Ching","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/mnhn/p/0/81/94/40/p00819440.dzi",,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba","Brazil","São Paulo","Ubatuba",,"check_local.2municip.","Ctenitis falciculata","(Raddi) Ching","name_w_authors","Dryopteridaceae","Ctenitis falciculata","(Raddi) Ching","species","name accepted","bfo-90967",,,"Ctenitis falciculata (Raddi) Ching","Ctenitis","Dryopteridaceae","unknown","Ctenitis falciculata"
"gbif","BHCB-SL","30032","Ctenitis glandulosa R.S.Viveros & Salino","Plantae","Dryopteridaceae","Ctenitis","1993",,,"Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/453","glandulosa","Salino, A",,,"2022-12-26 10:30:53","R.S.Viveros & Salino","Viveros, RS",,,,"1643",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Ubatuba","2015-11-01","Ctenitis glandulosa R.S.Viveros & Salino",,"BR",,,"1993",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1802848380",,,,"https://specieslink.net/guid/453/30032",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ctenitis",,,,,,"ed8e1590-62b5-48a8-8654-4ecc13554f57",,,FALSE,FALSE,"Ctenitis glandulosa","Ctenitis glandulosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Ctenitis glandulosa","R.S.Viveros & Salino","name_w_authors","Dryopteridaceae","Ctenitis glandulosa","R.S.Viveros & Salino","species","name accepted","bfo-583392",,,"Ctenitis glandulosa R.S.Viveros & Salino","Ctenitis","Dryopteridaceae","unknown","Ctenitis glandulosa"
"gbif","BHCB-SL","30030","Ctenitis submarginalis var. tenuifolia (C.Presl) R.S.Viveros & Salino","Plantae","Dryopteridaceae","Ctenitis","1993","1","11","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/453","submarginalis","Salino, A",,,"2022-12-26 10:30:56","(C.Presl) R.S.Viveros","Viveros, RS",,,,"1642",,,,"Polypodiopsida","Polypodiales",,,,,,"tenuifolia",,,,"GBIF","Ubatuba","2016-11-01","Ctenitis submarginalis var. tenuifolia (C.Presl) R.S.Viveros & Salino",,"BR",,,"1993-01-11",,,,,,"ACCEPTED","VARIETY",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1802848519",,,,"https://specieslink.net/guid/453/30030",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ctenitis",,,,,,"ed8e1590-62b5-48a8-8654-4ecc13554f57",,,FALSE,FALSE,"Ctenitis submarginalis","Ctenitis submarginalis tenuifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Ctenitis submarginalis var. tenuifolia","(C.Presl) R.S.Viveros & Salino","variety|name_w_authors","Dryopteridaceae","Ctenitis submarginalis var. tenuifolia","(C.Presl) R.S.Viveros & Salino","variety","name accepted","bfo-616113",,,"Ctenitis submarginalis var. tenuifolia (C.Presl) R.S.Viveros & Salino","Ctenitis","Dryopteridaceae","unknown","Ctenitis submarginalis"
"speciesLink","SPSF","46627","Cucurbitaceae","Plantae","Cucurbitaceae",,"2008","05","22","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13",,"V.B.Zipparro","-45.058333","-23.541667","2024-08-06T09:13:28",,,,"SPSF00046627",,"2406","<nO>COLETA: Liana, cerca de 5m de altura, presença de botões verdes de diferentes idades, flores abertas e frutos imaturos de coloração verde.; GEOGRAFIA: Trilha da Praia das Palmas Sul, floresta ombrófila densa em estado intermediário de regeneração, ambien</nO>",,"América do Sul","Magnoliopsida","Cucurbitales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Zipparro, V.B.","2406","2008","s.n.","n.d.",,"Zipparro",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cucurbitaceae","A.Juss.","family_as_genus","Cucurbitaceae","Cucurbitaceae","A.Juss.","family","name accepted","bfo-17036",,,"Cucurbitaceae A.Juss.",,"Cucurbitaceae","unknown",
"user","RB","RB00611461","Cupania oblongifolia Mart.","Plantae","Sapindaceae","Cupania",,,,"Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).Trilha Saco Grande.","JBRJ",,"Preserved Specimen",,,,"oblongifolia","M.H.Carvalho","-45.0545","-23.53835",,"Mart.","G.V. Somner",,,,,,,,,,,,,,,,,,,,"Ubatuba","2013-2-1",,,"BR",,,,,,,,,,"sp.","Physical Object",,,,"RB",,"Carvalho, M.H.","s.n.","n.d.","Somner, G.V.","2013",,"Carvalho",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,"urn:catalog:JBRJ:RB:611461",,,,"inferred coordinates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/61/14/61/00611461.jpg",,,,,,,,,,,,,,,,,,,"2021-03-17 17:27:04+00","Angiospermas","brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cupania oblongifolia","Mart.","name_w_authors","Sapindaceae","Cupania oblongifolia","Mart.","species","name accepted","bfo-20894",,,"Cupania oblongifolia Mart.","Cupania","Sapindaceae","high","Cupania oblongifolia"
"gbif","SPF","189008","Cuspidaria convoluta (Vell.) A.H.Gentry","Plantae","Bignoniaceae","Cuspidaria","1994","12","4","Brasil","São Paulo",,"Parque Estadual Ilha Anchieta, em trilha próxima à praia de Palmas","USP-IB","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/7","convoluta","Robim, MJ",,,"2023-12-20 15:56:17","(Vell.) A.H.Gentry","Lohmann, LG",,,,"785",,,,"Magnoliopsida","Lamiales",,,,,,,,,,"GBIF","Ubatuba","2008-01-01","Cuspidaria convoluta (Vell.) A.H.Gentry",,"BR",,,"1994-12-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","2553493540",,,,"https://specieslink.net/guid/7/189008",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuspidaria",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Cuspidaria convoluta","Cuspidaria convoluta","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00189008",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cuspidaria convoluta","(Vell.) A.H.Gentry","name_w_authors","Bignoniaceae","Cuspidaria convoluta","(Vell.) A.H.Gentry","species","name accepted","bfo-113216",,,"Cuspidaria convoluta (Vell.) A.H.Gentry","Cuspidaria","Bignoniaceae","unknown","Cuspidaria convoluta"
"user","ESA","ESA123063","Cuspidaria octoptera A.H. Gentry",,"Bignoniaceae","Cuspidaria","2007","12","12","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESA",,,,,,,"Zipparro, V.B.","0","0",,"A.H. Gentry","Sem determinador",,,,"2303",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"octoptera","BIGNONIACEAE Cuspidaria octoptera A.H. Gentry",,,,,,,,,,,"ESA",,,,"Luize, B.G.","12/12/2007",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cuspidaria octoptera","A.H.Gentry","name_w_authors","Bignoniaceae","Cuspidaria octoptera","A.H.Gentry","species","author misspelled","bfo-113230",,,"Cuspidaria octoptera A.H.Gentry","Cuspidaria","Bignoniaceae","high","Cuspidaria octoptera"
"gbif","BHCB-SL","30100","Cyathea corcovadensis (Raddi) Domin","Plantae","Cyatheaceae","Cyathea","1993","5","7","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/453","corcovadensis","Salino, A",,,"2022-12-26 10:30:38","(Raddi) Domin","Salino, A",,,,"1702",,,,"Polypodiopsida","Cyatheales",,,,,,,,,,"GBIF","Ubatuba","1993-01-01","Cyathea corcovadensis (Raddi) Domin",,"BR",,,"1993-05-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1802848466",,,,"https://specieslink.net/guid/453/30100",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cyathea",,,,,,"ed8e1590-62b5-48a8-8654-4ecc13554f57",,,FALSE,FALSE,"Cyathea corcovadensis","Cyathea corcovadensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cyathea corcovadensis","(Raddi) Domin","name_w_authors","Cyatheaceae","Cyathea corcovadensis","(Raddi) Domin","species","name accepted","bfo-90872",,,"Cyathea corcovadensis (Raddi) Domin","Cyathea","Cyatheaceae","unknown","Cyathea corcovadensis"
"gbif","SJRP-PTERIDOPHYTA","24471","Cyathea delgadii Pohl ex Sternb.","Plantae","Cyatheaceae","Cyathea","2001","1","26","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA)","UNESP-IBILCE","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/92","delgadii","Athayde, F.P.F. et al.","-45.033333","-23.516667","2022-03-08 16:53:50","Sternb.","Athayde, F.P.F.",,,,"882",,,,"Polypodiopsida","Cyatheales",,,,,,,,,,"GBIF","Ubatuba",,"Cyathea delgadii Pohl ex Sternb.",,"BR",,,"2001-01-26",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1986492534",,,,"https://specieslink.net/guid/92/24471",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cyathea",,,,,,"fe7e89d1-8039-43dc-a833-df08f05f36b7",,,TRUE,FALSE,"Cyathea delgadii","Cyathea delgadii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SJRP00014913 | https://images.cria.org.br/viewer/SJRP00014913_1 | https://images.cria.org.br/viewer/SJRP00014913_2 | https://images.cria.org.br/viewer/SJRP00014913_3",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cyathea delgadii","Sternb.","name_w_authors","Cyatheaceae","Cyathea delgadii","Sternb.","species","author misspelled","bfo-90875",,,"Cyathea delgadii Sternb.","Cyathea","Cyatheaceae","unknown","Cyathea delgadii"
"gbif","UEC","78557","Trichipteris leucolepis (Mart.) R.M.Tryon","Plantae","Cyatheaceae","Cyathea","1993","5","8","Brazil","São Paulo",,"Parque Estadual Ilha Anchieta, Trilha da Praia do Leste.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/2","leucolepis","Salino, A",,,"2024-11-25 11:37:16","(Mart.) R.M.Tryon","Salino, A",,,,"1708",,,,"Polypodiopsida","Cyatheales",,,,,,,,,,"GBIF","Ubatuba","1993-01-01","Cyathea axillaris (Raddi) Lellinger",,"BR",,,"1993-05-08",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1089036663",,,,"https://specieslink.net/guid/2/78557",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trichipteris",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Cyathea axillaris","Trichipteris leucolepis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC062741",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cyathea leucofolis","Domin","name_w_authors","Cyatheaceae","Cyathea leucofolis","Domin","species","author misspelled|replaced synonym","bfo-90883","Cyathea leucofolis","Domin","Cyathea leucofolis Domin","Cyathea","Cyatheaceae","unknown","Cyathea leucofolis"
"gbif","UEC","78607","Cyathea microdonta (Desv.) Domin","Plantae","Cyatheaceae","Cyathea","1993","1","11","Brazil","São Paulo",,"Parque Estadual Ilha Anchieta","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/2","microdonta","Salino, A",,,"2024-11-25 11:37:13","(Desv.) Domin","Cardoso-Freitas, LP",,,,"1646",,,,"Polypodiopsida","Cyatheales",,,,,,,,,,"GBIF","Ubatuba","2009-05-18","Cyathea microdonta (Desv.) Domin",,"BR",,,"1993-01-11",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1089036705",,,,"https://specieslink.net/guid/2/78607",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cyathea",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Cyathea microdonta","Cyathea microdonta","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC076563",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cyathea microdonta","(Desv.) Domin","name_w_authors","Cyatheaceae","Cyathea microdonta","(Desv.) Domin","species","name accepted","bfo-90888",,,"Cyathea microdonta (Desv.) Domin","Cyathea","Cyatheaceae","unknown","Cyathea microdonta"
"user","ESA","ESA122960","Cybistax antisyphilitica (Mart.) Mart.",,"Bignoniaceae","Cybistax","2008","23","07","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESA",,,,,,,"Zipparro, V.B.","0","0",,"(Mart.) Mart.","Sem determinador",,,,"2455",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"antisyphilitica","BIGNONIACEAE Cybistax antisyphilitica (Mart.) Mart.",,,,,,,,,,,"ESA",,,,,"07/23/2008",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cybistax antisyphilitica","(Mart.) Mart.","name_w_authors","Bignoniaceae","Cybistax antisyphilitica","(Mart.) Mart.","species","name accepted","bfo-114028",,,"Cybistax antisyphilitica (Mart.) Mart.","Cybistax","Bignoniaceae","high","Cybistax antisyphilitica"
"gbif","PACA-AGP","88418","Cyclopeltis J.Sm.","Plantae","Lomariopsidaceae","Cyclopeltis","2000","2","17","Brasil","Sp",,"Parque estadual Ilha Anchieta (PEIA).","IAP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/468",,"V. S. Pereira","-45.065","-23.539389","2022-05-30 15:18:02",,"V. S. Pereira&F. P. F. Athayde",,,,"32",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Ubatuba",,"Cyclopeltis J.Sm.",,"BR",,,"2000-02-17",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1802941824",,,,"https://specieslink.net/guid/468/88418",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cyclopeltis",,,,,,"fe8c1017-5941-4703-8f81-5023028a32ab",,,TRUE,FALSE,,"Cyclopeltis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Cyclopeltis","J.Sm.","name_w_authors","Lomariopsidaceae","Cyclopeltis","J.Sm.","genus","name accepted","bfo-91342",,,"Cyclopeltis J.Sm.","Cyclopeltis","Lomariopsidaceae","unknown",
"speciesLink","SPSF","28438","Thelypteris interrupta","Plantae","Thelypteridaceae","Thelypteris","2000","06","07","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","interrupta","V.S.Pereira","-45.07","-23.43","2024-08-06T09:17:25",,,"34265","SPSF00028438",,"39","<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Pereira, V.S.","39","2000","s.n.","n.d.",,"Pereira",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cyclosorus interruptus","(Willd.) H. Ito","possibly_ok","Thelypteridaceae","Cyclosorus interruptus","(Willd.) H. Ito","species","replaced synonym","bfo-602684","Cyclosorus interruptus","(Willd.) H. Ito","Cyclosorus interruptus (Willd.) H. Ito","Cyclosorus","Thelypteridaceae","unknown","Cyclosorus interruptus"
"speciesLink","SPSF","19707","Remirea maritima","Plantae","Cyperaceae","Remirea","1996","01","22","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","maritima","M.J.Robim","-45.07","-23.43","2024-08-06T09:12:44",,,"34265","SPSF00019707",,"865","<nO>COLETA: XLS: SPSFAntigo; GEOGRAFIA: praia das Palmas, restinga&nf;;</nO>",,"América do Sul","Liliopsida","Poales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","865","1996","s.n.","n.d.",,"Robim",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cyperus pedunculatus","(R.Br.) J.Kern","possibly_ok","Cyperaceae","Cyperus pedunculatus","(R.Br.) J.Kern","species","replaced synonym","bfo-604970","Cyperus pedunculatus","(R.Br.) J.Kern","Cyperus pedunculatus (R.Br.) J.Kern","Cyperus","Cyperaceae","unknown","Cyperus pedunculatus"
"speciesLink","SPSF","46781","Cyrtocymura scorpioides","Plantae","Asteraceae","Cyrtocymura","2007","08","16","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","scorpioides","B.G.Luize & V.B.Zipparro","-45.058333","-23.541667","2024-08-06T09:13:12","((Lam.)) H.Rob.","I.S. Marques",,"SPSF00046781","2023","45","<nO>COLETA: Arbusto escandente com ca. de 2m. De altura. Presença de botões e flores lilás-claro.; GEOGRAFIA: Restinga da Praia das Palmas, ambiente iluminado.;</nO>","01","América do Sul","Magnoliopsida","Asterales",,,"09",,,,,,,"SPLINK","Ubatuba","2023-01-09",,,,,,,,,,,,,,,,,,"SPSF",,"Luize, B.G.","45","2007","Marques, I.S.","2023","Zipparro, V.B.","Luize",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cyrtocymura scorpioides","(Lam.) H.Rob.","possibly_ok","Asteraceae","Cyrtocymura scorpioides","(Lam.) H.Rob.","species","author misspelled","bfo-27011",,,"Cyrtocymura scorpioides (Lam.) H.Rob.","Cyrtocymura","Asteraceae","low","Cyrtocymura scorpioides"
