"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","barcode","yearIdentified","recordNumber","occurrenceRemarks","monthIdentified","continentocean","class","order","preparationtype","individualcount","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","fieldNumber","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","32714","Psidium cattleianum","Plantae","Myrtaceae","Psidium","2001","10","12","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","cattleianum","R.M.R.Duarte","-45.07","-23.43","2024-08-06T09:16:08",,"O.T. Aguiar","34265","SPSF00032714","2016",,"<nO>COLETA: XLS: SPSFAntigo;</nO>","07","América do Sul","Magnoliopsida","Myrtales",,,"06",,,,,,,"SPLINK","Ubatuba","2016-07-06",,,,,,,,,,,,,,,,,,"SPSF",,"Duarte, R.M.R.","s.n.","2001","Aguiar, O.T.","2016",,"Duarte",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psidium cattleyanum","Sabine","possibly_ok","Myrtaceae","Psidium cattleyanum","Sabine","species","replaced orth. variant","bfo-10858","Psidium cattleyanum","Sabine","Psidium cattleyanum Sabine","Psidium","Myrtaceae","high","Psidium cattleyanum"
"speciesLink","SPSF","32713","Psidium guajava","Plantae","Myrtaceae","Psidium","2001","02","12","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","guajava","R.M.R.Duarte","-45.07","-23.43","2024-08-06T09:16:08",,"O.T. Aguiar","34265","SPSF00032713","2016",,"<nO>COLETA: XLS: SPSFAntigo;</nO>","07","América do Sul","Magnoliopsida","Myrtales",,,"06",,,,,,,"SPLINK","Ubatuba","2016-07-06",,,,,,,,,,,,,,,,,,"SPSF",,"Duarte, R.M.R.","s.n.","2001","Aguiar, O.T.","2016",,"Duarte",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psidium guajava","L.","possibly_ok","Myrtaceae","Psidium guajava","L.","species","name accepted","bfo-24034",,,"Psidium guajava L.","Psidium","Myrtaceae","high","Psidium guajava"
"speciesLink","SPSF","32764","Psychotria carthagenensis","Plantae","Rubiaceae","Psychotria","2002","01","08","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta","IF","Magnoliophyta","PreservedSpecimen",,,"13","carthagenensis","R.M.R.Duarte","-45.07","-23.43","2024-08-06T09:16:36",,,"34265","SPSF00032764",,,"<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Magnoliopsida","Rubiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Duarte, R.M.R.","s.n.","2002","s.n.","n.d.",,"Duarte",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psychotria carthagenensis","Jacq.","possibly_ok","Rubiaceae","Psychotria carthagenensis","Jacq.","species","name accepted","bfo-14167",,,"Psychotria carthagenensis Jacq.","Psychotria","Rubiaceae","unknown","Psychotria carthagenensis"
"gbif","ESA","122965","Psychotria fluminensis Vell.","Plantae","Rubiaceae","Psychotria","2008","4","17","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESALQ","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/8","fluminensis","Zipparro, V.B.",,,"2024-07-23 11:29:20","Vell.","Torres-Leite, F.",,,,"2358",,,,"Magnoliopsida","Gentianales",,,,,,,,,,"GBIF","Ubatuba",,"Psychotria fluminensis Vell.",,"BR",,,"2008-04-17",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4955306518",,,,"https://specieslink.net/guid/8/122965",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Psychotria",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Psychotria fluminensis","Psychotria fluminensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Psychotria fluminensis","Vell.","name_w_authors","Rubiaceae","Psychotria fluminensis","Vell.","species","name accepted","bfo-14174",,,"Psychotria fluminensis Vell.","Psychotria","Rubiaceae","unknown","Psychotria fluminensis"
"user","HUEFS","HUEFS0178567","Psychotria glaziovii Müll.Arg.",,"Rubiaceae","Psychotria","2008","02","21","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","HUEFS",,,"235º 9' 58"""" S","450º 19' 59"""" W",,,"Ziparro, V.B.","-450.333055555556","-235.166111111111",,"Müll.Arg.","Sem determinador",,,,"2358",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glaziovii","RUBIACEAE Psychotria glaziovii Müll.Arg.",,,,,,,,,,,"HUEFS",,,,,"21/02/2008",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Psychotria glaziovii","Müll.Arg.","name_w_authors","Rubiaceae","Psychotria glaziovii","Müll.Arg.","species","name accepted","bfo-14176",,,"Psychotria glaziovii Müll.Arg.","Psychotria","Rubiaceae","high","Psychotria glaziovii"
"user","HUEFS","HUEFS0178503","Psychotria leiocarpa Cham. & Schltdl.",,"Rubiaceae","Psychotria","2008","02","21","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA). Trilha do Leste.","HUEFS",,,"235º 9' 58"""" S","450º 19' 59"""" W",,,"Ziparro, V.B.","-450.333055555556","-235.166111111111",,"Cham. & Schltdl.","Sem determinador",,,,"2362",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"leiocarpa","RUBIACEAE Psychotria leiocarpa Cham. & Schltdl.",,,,,,,,,,,"HUEFS",,,,,"21/02/2008",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Psychotria leiocarpa","Cham. & Schltdl.","name_w_authors","Rubiaceae","Psychotria leiocarpa","Cham. & Schltdl.","species","name accepted","bfo-14188",,,"Psychotria leiocarpa Cham. & Schltdl.","Psychotria","Rubiaceae","high","Psychotria leiocarpa"
"user","HUEFS","HUEFS0178504","Psychotria nuda (Cham. & Schltdl.) Wawra",,"Rubiaceae","Psychotria","2007","08","16","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","HUEFS",,,"235º 9' 58"""" S","450º 19' 59"""" W",,,"Luize, B.G.","-450.333055555556","-235.166111111111",,"(Cham. & Schltdl.) Wawra","V.B.Ziparro",,,,"46",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba","--/08/7",,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nuda","RUBIACEAE Psychotria nuda (Cham. & Schltdl.) Wawra",,,,,,,,,,,"HUEFS",,,,,"16/08/2007",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Psychotria nuda","(Cham. & Schltdl.) Wawra","name_w_authors","Rubiaceae","Psychotria nuda","(Cham. & Schltdl.) Wawra","species","name accepted","bfo-14201",,,"Psychotria nuda (Cham. & Schltdl.) Wawra","Psychotria","Rubiaceae","high","Psychotria nuda"
"user","HUEFS","HUEFS00171075","Psychotria mapourioides DC.",,"Rubiaceae","Psychotria","1998","02","28","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta, trilha Saco Grande.","HUEFS",,,,,,,"Robim, M.J.","0","0",,"DC.","E.A.Anunciação",,,,"937",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba","--/07/1998",,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mapourioides","RUBIACEAE Psychotria mapourioides DC.",,,,,,,,,,,"HUEFS",,,,,"28/02/1998",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Psychotria pedunculosa","Rich.","name_w_authors","Rubiaceae","Psychotria pedunculosa","Rich.","species","replaced synonym","bfo-618221","Psychotria pedunculosa","Rich.","Psychotria pedunculosa Rich.","Psychotria","Rubiaceae","high","Psychotria pedunculosa"
"gbif","P","P00819439","Pteridophyta","Plantae","Pteridophyta",,"1996","2","7","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta, estrada que passa pela antiga Vila Militar.","MNHN",,"PRESERVED_SPECIMEN",,,,,"Salino, A.",,,"2018-09-28 13:14:43",,,,,,,,,,,,,,,,,,"2564",,,"GBIF","Ubatuba",,"Pteridophyta",,"BR",,,"1996-02-07",,,,,,"ACCEPTED","FAMILY",,,,"Parque Estadual da Ilha Anchieta, estrada que passa pela antiga Vila Militar.",,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta, estrada que passa pela antiga vila militar",,"locality","brazil_sao paulo_ubatuba","brazil_sao paulo_ubatuba",-23.37925694,-45.02408879,"county","1265084597","http://grbio.org/institution/museum-national-dhistoire-naturelle",,,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00819439",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"b5cdf794-8fa4-4a85-8b26-755d087bf531",,"StillImage",FALSE,FALSE,,"Ctenitis sp.","null",FALSE,"LATIN_AMERICA","EUROPE",,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba","Brazil","São Paulo","Ubatuba",,"check_local.2municip.","Pteridophyta sp.",,"indet",,"Pteridophyta sp.",,"genus","not found",,,,"Pteridophyta sp.","Pteridophyta","Malvaceae","unknown",
"gbif","UEC","78551","Pteris brasiliensis Raddi","Plantae","Pteridaceae","Pteris","1993","5","8","Brazil","São Paulo",,"Parque estadual da Ilha Anchieta, Trilha da Praia do Leste.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/2","brasiliensis","Salino, A",,,"2024-11-25 11:37:33","Raddi","Salino, A",,,,"1719",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Ubatuba","1993-01-01","Pteris brasiliensis Raddi",,"BR",,,"1993-05-08",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1089036670",,,,"https://specieslink.net/guid/2/78551",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pteris",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Pteris brasiliensis","Pteris brasiliensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC067377",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Pteris brasiliensis","Raddi","name_w_authors","Pteridaceae","Pteris brasiliensis","Raddi","species","name accepted","bfo-91982",,,"Pteris brasiliensis Raddi","Pteris","Pteridaceae","unknown","Pteris brasiliensis"
"speciesLink","SPSF","28523","Pteris denticulata","Plantae","Pteridaceae","Pteris","1999","05","23","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","denticulata","E.C.Smidt","-45.07","-23.43","2024-08-06T09:17:25",,,"34265","SPSF00028523",,"59","<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Smidt, E.C.","59","1999","s.n.","n.d.",,"Smidt",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pteris denticulata","Sw.","possibly_ok","Pteridaceae","Pteris denticulata","Sw.","species","name accepted","bfo-91988",,,"Pteris denticulata Sw.","Pteris","Pteridaceae","unknown","Pteris denticulata"
"speciesLink","SPSF","28524","Pteris leptophylla","Plantae","Pteridaceae","Pteris","2000","02","17","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","leptophylla","E.C.Smidt","-45.07","-23.43","2024-08-06T09:17:25",,,"34265","SPSF00028524",,"84","<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Smidt, E.C.","84","2000","s.n.","n.d.",,"Smidt",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pteris leptophylla","Sw.","possibly_ok","Pteridaceae","Pteris leptophylla","Sw.","species","name accepted","bfo-91994",,,"Pteris leptophylla Sw.","Pteris","Pteridaceae","unknown","Pteris leptophylla"
"speciesLink","SPSF","28424","Pteris podophylla","Plantae","Pteridaceae","Pteris","2001","01","26","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","podophylla","F.P.F.Athayde","-45.07","-23.43","2024-08-06T09:17:25",,,"34265","SPSF00028424",,"886","<nO>COLETA: XLS: SPSFAntigo; GEOGRAFIA: mangue&nf;;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Athayde, F.P.F.","886","2001","s.n.","n.d.",,"Athayde",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pteris podophylla","Sw.","possibly_ok","Pteridaceae","Pteris podophylla","Sw.","species","name accepted","bfo-92000",,,"Pteris podophylla Sw.","Pteris","Pteridaceae","unknown","Pteris podophylla"
"speciesLink","SPSF","28441","Pteris vittata","Plantae","Pteridaceae","Pteris","1999","01","19","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","vittata","V.S.Pereira","-45.07","-23.43","2024-08-06T09:17:25","Link","A.P. Della","34265","SPSF00028441","2020","18","<nO>GEOGRAFIA: Coordenadas - 45W02' - 45W05' , 23S31' - 23S34'.;</nO>","02","América do Sul","Polypodiopsida","Polypodiales",,,"28",,,,,,,"SPLINK","Ubatuba","2020-02-28",,,,,,,,,,,,,,,,,,"SPSF",,"Pereira, V.S.","18","1999",", A.P.","2020",,"Pereira",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pteris vittata","L.","possibly_ok","Pteridaceae","Pteris vittata","L.","species","author misspelled","bfo-92006",,,"Pteris vittata L.","Pteris","Pteridaceae","low","Pteris vittata"
"gbif","SJRP","22187","Pteroglossa glazioviana (Cogn.) Garay","Plantae","Orchidaceae","Pteroglossa","1998","4","18","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta","UNESP-IBILCE","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/27","glazioviana","Eric de Camargo Smidt",,,"2024-05-24 15:05:29","(Cogn.) Garay","E.C. Smidt",,,,"37",,,,"Liliopsida","Asparagales",,,,,,,,,,"GBIF","Ubatuba",,"Pteroglossa glazioviana (Cogn.) Garay",,"BR",,,"1998-04-18",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1989881553",,,,"https://specieslink.net/guid/27/22187",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pteroglossa",,,,,,"f70fdd5a-e761-43b6-a854-462826cc7933",,,FALSE,FALSE,"Pteroglossa glazioviana","Pteroglossa glazioviana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SJRP00012327",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Pteroglossa glazioviana","(Cogn.) Garay","name_w_authors","Orchidaceae","Pteroglossa glazioviana","(Cogn.) Garay","species","name accepted","bfo-12138",,,"Pteroglossa glazioviana (Cogn.) Garay","Pteroglossa","Orchidaceae","unknown","Pteroglossa glazioviana"
"gbif","ICN","207441","Radula kegelii Gottsche ex Steph.","Plantae","Radulaceae","Radula","2000","6","7","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Marchantiophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","kegelii","Peralta, DF; Athayde Filho, FP; Smidt, EC","-45.041667","-23.260278","2023-05-24 13:31:19","Gottsche ex Stephani","Peralta, DF",,,,"1046",,,,"Jungermanniopsida","Porellales",,,,,,,,,,"GBIF","Ubatuba",,"Radula pallens (Sw.) Nees ex Mont.",,"BR",,,"2000-06-07",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950921000",,,,"https://specieslink.net/guid/259/207441",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radula",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Radula pallens","Radula kegelii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Radula kegelii","Gottsche ex Steph.","name_w_authors",,"Radula kegelii","Gottsche ex Steph.","species","not found",,,,"Radula kegelii Gottsche ex Steph.","Radula","Orchidaceae","unknown","Radula kegelii"
"gbif","ICN","207442","Radula nudicaulis Steph.","Plantae","Radulaceae","Radula","2000","6","7","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Marchantiophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","nudicaulis","Peralta, DF; Athayde Filho, FP; Smidt, EC","-45.041667","-23.260278","2023-05-24 13:31:19","Steph.","Peralta, DF",,,,"1048",,,,"Jungermanniopsida","Porellales",,,,,,,,,,"GBIF","Ubatuba",,"Radula nudicaulis Steph.",,"BR",,,"2000-06-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950915419",,,,"https://specieslink.net/guid/259/207442",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radula",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Radula nudicaulis","Radula nudicaulis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Radula nudicaulis","Steph.","name_w_authors",,"Radula nudicaulis","Steph.","species","not found",,,,"Radula nudicaulis Steph.","Radula","Orchidaceae","unknown","Radula nudicaulis"
"user","RB","RB00714956","Randia spinosa Jacq.","Plantae","Rubiaceae","Randia","1995","11","6","Brasil","São Paulo",,"Trilha da Prainha, próximo a uma figueira. Parque Estadual da Ilha Anchieta","JBRJ",,"Preserved Specimen",,,,"spinosa","M.J. Robim",,,,"Jacq.","J.B. Baitello",,,,"842",,,,,,,,,,,,,,,,"Ubatuba","1995-12-8",,,"BR",,,"1995-11-06",,,,,,,"sp.","Physical Object",,,,"RB",,"Robim, M.J.","842","1995","Baitello, J.B.","1995",,"Robim",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,"urn:catalog:JBRJ:RB:714956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/71/49/56/00714956.jpg",,,,,,,,,,,,,,,,,,,"2014-07-08 00:01:51+00","Angiospermas","brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Randia armata","(Sw.) DC.","name_w_authors","Rubiaceae","Randia armata","(Sw.) DC.","species","replaced synonym","bfo-14231","Randia armata","(Sw.) DC.","Randia armata (Sw.) DC.","Randia","Rubiaceae","low","Randia armata"
